"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2014-11-30,"Washington","MD","Hagerstown",405,1204,0.0109151973131822,0.0290598290598291,-0.000829875518672199,45673
2014-11-30,"Mesa","CO","Grand Junction",406,1177,0.0120378331900258,0.0217013888888889,0.0234782608695652,46590
2014-11-30,"Charles","MD","Washington",407,1876,0.00589812332439678,0.0124123043712898,0.00267236771779797,50304
2014-11-30,"Merrimack","NH","Concord",408,1422,-0.00559440559440559,-0.0286885245901639,-0.0253598355037697,44698
2014-11-30,"Martin","FL","Port St. Lucie",409,1726,0.00994733762434172,0.0292188431723315,0.0727159726538223,60518
2014-11-30,"Fairfield","OH","Columbus",410,1279,-0.00852713178294574,-0.00775795190069822,0.0158856235107228,44550
2014-11-30,"Hendricks","IN","Indianapolis",411,1309,0.00153022188217292,-0.0015255530129672,0.00692307692307692,52799
2014-11-30,"Olmsted","MN","Rochester",412,1275,-0.00468384074941452,0.0135135135135135,0.0399673735725938,45791
2014-11-30,"Santa Fe","NM","Santa Fe",413,1451,-0.0102319236016371,-0.0541069100391134,-0.0403439153439153,52570
2014-11-30,"Paulding","GA","Atlanta",414,1076,0.0103286384976526,0.0267175572519084,0.0538687561214496,47494
2014-11-30,"Randolph","NC","Greensboro",415,857,0.0118063754427391,-0.0149425287356322,-0.0498891352549889,34980
2014-11-30,"Rankin","MS","Jackson",416,1216,0.0141784820683903,-0.00246103363412633,0.0446735395189003,43437
2014-11-30,"Citrus","FL","Homosassa Springs",417,998,0.0549682875264271,0.136674259681093,0.067379679144385,53759
2014-11-30,"Lee","AL","Auburn",418,1230,0.00737100737100737,0.0485933503836317,0.0686359687228497,27063
2014-11-30,"Alexandria City","VA","Washington",419,2405,-0.0041407867494824,-0.0020746887966805,0.0273387441264417,40486
2014-11-30,"Houston","GA","Warner Robins",420,970,0.00831600831600832,0.00831600831600832,0.0264550264550265,42528
2014-11-30,"Jackson","MS","Pascagoula",421,1024,-0.0134874759152216,-0.0115830115830116,-0.037593984962406,40744
2014-11-30,"Johnson","IN","Indianapolis",422,1215,-0.000822368421052632,0.0184409052808047,0.0125,43151
2014-11-30,"Kootenai","ID","Coeur d'Alene",423,1192,-0.000838222967309304,0.00760777683854607,0.0502202643171806,50842
2014-11-30,"Rowan","NC","Salisbury",424,901,-0.00331858407079646,-0.0227765726681128,0.0112233445566779,32215
2014-11-30,"Clark","OH","Springfield",425,726,0.00554016620498615,0.0356633380884451,0.0868263473053892,41684
2014-11-30,"Washington","UT","St. George",426,1276,0.014308426073132,0.0191693290734824,0.000784313725490196,46474
2014-11-30,"Indian River","FL","Vero Beach",427,1303,-0.0188253012048193,-0.0239700374531835,0.0584890333062551,58660
2014-11-30,"Monroe","IN","Bloomington",428,1258,0.0261011419249592,0.0598146588037068,0.0128824476650564,40120
2014-11-30,"Hampton City","VA","Virginia Beach",429,1224,0.000817661488143908,0.0090684253915911,0.0311710193765796,37645
2014-11-30,"Ector","TX","Odessa",430,1180,0.0332749562171629,0.0845588235294118,0.0545129579982127,32874
2014-11-30,"Florence","SC","Florence",431,1046,0.00673724735322425,0.0491474423269809,0.0684371807967314,37777
2014-11-30,"Fayette","PA","Pittsburgh",432,1018,0.0089197224975223,0.0272452068617558,0.0484037075180227,41870
2014-11-30,"Dorchester","SC","Charleston",433,1304,0.0100697134004648,0.0349206349206349,0.0432,38483
2014-11-30,"Napa","CA","Napa",434,2360,-0.00126957257723233,-0.0219643597181931,0.0870566559189314,29762
2014-11-30,"Calhoun","MI","Battle Creek",435,946,0.0305010893246187,0.0689265536723164,0.146666666666667,36063
2014-11-30,"Tazewell","IL","Peoria",436,1166,-0.0283333333333333,-0.0110262934690416,0.0448028673835125,48303
2014-11-30,"Chautauqua","NY","Jamestown",437,1397,-0.0318780318780319,-0.0318780318780319,-0.0182712579058327,37009
2014-11-30,"Humboldt","CA","Eureka",438,1504,-0.000664451827242525,0.0336769759450172,0.0666666666666667,28577
2014-11-30,"Coconino","AZ","Flagstaff",439,1543,0.0111402359108781,0.0510899182561308,0.0104780615586117,32887
2014-11-30,"Robeson","NC","Lumberton",440,806,-0.00370828182941904,0.00124223602484472,0.0151133501259446,15074
2014-11-30,"Marathon","WI","Wausau",441,978,-0.0364532019704433,-0.033596837944664,0.0404255319148936,46739
2014-11-30,"Orange","NC","Durham",442,1568,0.0208333333333333,0.037037037037037,0.034983498349835,39766
2014-11-30,"Lebanon","PA","Lebanon",443,1194,-0.00417014178482068,0.00251889168765743,0.0257731958762887,34834
2014-11-30,"Douglas","GA","Atlanta",444,1047,0.00191387559808612,-0.00475285171102662,0.0028735632183908,41632
2014-11-30,"Washington","WI","Milwaukee",445,1335,-0.00521609538002981,-0.0312046444121916,-0.0638148667601683,48736
2014-11-30,"Madison","IN","Anderson",446,788,0,-0.012531328320802,-0.0413625304136253,47864
2014-11-30,"Rapides","LA","Alexandria",447,1102,-0.0458874458874459,-0.0747271200671704,-0.0930041152263374,27856
2014-11-30,"Sandoval","NM","Albuquerque",448,1164,-0.0118845500848896,-0.0291909924937448,-0.0717703349282297,42348
2014-11-30,"Guadalupe","TX","San Antonio",449,1425,0.00706713780918728,0.00920679886685552,0.0333575054387237,39710
2014-11-30,"Taylor","TX","Abilene",450,1021,0.0139026812313803,0.0334008097165992,0.0493319630010277,39536
2014-11-30,"Wichita","TX","Wichita Falls",451,868,0.010477299185099,0.0272189349112426,0.00579374275782155,37303
2014-11-30,"Cochise","AZ","Sierra Vista",452,918,-0.0107758620689655,-0.00108813928182807,0.0503432494279176,33250
2014-11-30,"Black Hawk","IA","Waterloo",453,890,-0.0111111111111111,-0.0824742268041237,-0.163533834586466,47256
2014-11-30,"Johnson","IA","Iowa City",454,1412,-0.0160278745644599,-0.013277428371768,0.06888720666162,40658
2014-11-30,"San Juan","NM","Farmington",455,1293,0.00700934579439252,0.0598360655737705,0.160682226211849,22653
2014-11-30,"Scott","MN","Minneapolis-St Paul",456,1670,0.00663050030138638,0.00906344410876133,-0.0135853514471353,43443
2014-11-30,"Stafford","VA","Washington",457,1810,-0.00330396475770925,-0.00821917808219178,0.00388241819190238,39722
2014-11-30,"Hunterdon","NJ","New York",458,2309,-0.00901287553648069,-0.0261493040911008,-0.00216076058772688,41759
2014-11-30,"Livingston","LA","Baton Rouge",459,1340,0.00600600600600601,0.0229007633587786,0.0452418096723869,26233
2014-11-30,"Coweta","GA","Atlanta",460,1284,0.0118203309692671,0.0222929936305732,0.10880829015544,49137
2014-11-30,"Blair","PA","Altoona",461,1090,0.00832562442183164,0.0158434296365331,0.0889110889110889,20832
2014-11-30,"Washington","RI","Providence",462,1594,0.0133502860775588,0.0542328042328042,0.0662207357859532,48199
2014-11-30,"Sebastian","AR","Fort Smith",463,853,0.0130641330166271,0.014268727705113,-0.0115874855156431,30763
2014-11-30,"Wood","OH","Toledo",464,1115,0,0.0036003600360036,0.0856864654333009,42965
2014-11-30,"Wright","MN","Minneapolis-St Paul",465,1401,-0.00779036827195467,-0.0257301808066759,0.00718907260963336,39604
2014-11-30,"Richland","OH","Mansfield",466,848,0.0871794871794872,0.0885750962772786,0.013142174432497,38179
2014-11-30,"Comanche","OK","Lawton",467,715,0,0,0.00421348314606742,33813
2014-11-30,"Columbia","GA","Augusta",468,1211,-0.00329218106995885,0.00665004156275977,0.0219409282700422,37911
2014-11-30,"Strafford","NH","Boston",469,1515,0.0133779264214047,0.0250338294993234,-0.0356460852959898,31732
2014-11-30,"Blount","TN","Knoxville",470,1005,0.00802407221664995,0.0192697768762677,0.0403726708074534,60916
2014-11-30,"Washington","TN","Johnson City",471,1041,-0.0142045454545455,-0.00857142857142857,0.227594339622642,40716
2014-11-30,"Wayne","NC","Goldsboro",472,901,0.0100896860986547,0.0404157043879908,0.0713436385255648,7450
2014-11-30,"Spotsylvania","VA","Washington",473,1415,-0.00422237860661506,0.0042583392476934,0.0358711566617862,53553
2014-11-30,"Kennebec","ME","Augusta",474,970,-0.00102986611740474,0.00103199174406605,0.0741971207087486,24361
2014-11-30,"Oswego","NY","Syracuse",475,1433,0.0148725212464589,0.0294540229885057,0.0361532899493854,29187
2014-11-30,"Tangipahoa","LA","Hammond",476,1193,-0.0245298446443173,-0.0816012317167052,-0.0694227769110764,26925
2014-11-30,"Potter","TX","Amarillo",477,881,-0.0178372352285396,-0.0822916666666667,-0.0973360655737705,31249
2014-11-30,"Grayson","TX","Sherman",478,1123,0.016289592760181,0.0302752293577982,-0.0293863439930856,38957
2014-11-30,"Randall","TX","Amarillo",479,1387,0.0198529411764706,0.0571646341463415,0.0785381026438569,22843
2014-11-30,"Morgan","AL","Decatur",480,988,-0.00803212851405622,-0.0188679245283019,0.0623655913978495,32505
2014-11-30,"Pickens","SC","Greenville",481,983,-0.0238331678252234,-0.0575263662511985,-0.0502415458937198,31305
2014-11-30,"Boone","KY","Cincinnati",482,1493,0.00201342281879195,-0.019053876478318,0.0741007194244604,24149
2014-11-30,"Calhoun","AL","Anniston",483,785,-0.0100882723833544,-0.0356265356265356,-0.0461725394896719,36727
2014-11-30,"Windham","CT","Willimantic",484,1380,-0.0163934426229508,-0.0205819730305181,0.0199556541019956,31240
2014-11-30,"Delaware","IN","Muncie",485,788,-0.0112923462986198,-0.0259579728059332,0.0409511228533686,37422
2014-11-30,"Jasper","MO","Joplin",486,756,0.0230040595399188,0.0573426573426573,-0.0078740157480315,18129
2014-11-30,"Bossier","LA","Shreveport",487,1308,-0.010590015128593,-0.000763941940412529,0.0069284064665127,26318
2014-11-30,"Parker","TX","Dallas-Fort Worth",488,1464,-0.0128118678354686,-0.00543478260869565,-0.0174496644295302,32816
2014-11-30,"Skagit","WA","Mount Vernon",489,1290,0.014948859166011,0.032826261008807,0.0496338486574451,46344
2014-11-30,"Clarke","GA","Athens",490,998,0.00808080808080808,0.00503524672708963,0.0278063851699279,31549
2014-11-30,"Linn","OR","Albany",491,1063,0.0172248803827751,0.0290416263310745,0.0556107249255213,27135
2014-11-30,"Jefferson","NY","Watertown",492,1388,0.0146198830409357,0.0467571644042232,0.101587301587302,24210
2014-11-30,"Lycoming","PA","Williamsport",493,1105,-0.0340909090909091,-0.0571672354948805,-0.032399299474606,29336
2014-11-30,"Canadian","OK","Oklahoma City",494,1305,-0.00381679389312977,0.00307455803228286,0.0893155258764608,45699
2014-11-30,"Sheboygan","WI","Sheboygan",495,983,0.00306122448979592,-0.038160469667319,-0.0566218809980806,35504
2014-11-30,"Kendall","IL","Chicago",496,1782,-0.00668896321070234,-0.0246305418719212,0.0119250425894378,37121
2014-11-30,"Harnett","NC","Dunn",497,1044,-0.0113636363636364,-0.0333333333333333,-0.0560578661844485,18294
2014-11-30,"La Crosse","WI","La Crosse",498,1061,0.0231436837029894,0.0578265204386839,0.0793489318413021,18351
2014-11-30,"Wayne","OH","Wooster",499,1136,-0.00438212094653812,0,0.0460405156537753,29919
2014-11-30,"Wilson","TN","Nashville",500,1514,0.00198544010589014,0.0195286195286195,0.0654468684025334,37291
2014-11-30,"Warren","KY","Bowling Green",501,1062,0.00378071833648393,0.0330739299610895,0.0662650602409639,24123
2014-11-30,"Kankakee","IL","Kankakee",502,1356,-0.0138181818181818,-0.038979447200567,-0.0362473347547974,33068
2014-11-30,"Faulkner","AR","Little Rock",503,930,-0.0127388535031847,-0.0471311475409836,-0.0587044534412955,32189
2014-11-30,"Saint Lawrence","NY","Ogdensburg",504,1385,0.00289645184648805,0.000722543352601156,0.0236511456023651,19291
2014-11-30,"Terrebonne","LA","Houma",505,1333,-0.0155096011816839,0.00300978179082016,0.0926229508196721,26172
2014-11-30,"La Porte","IN","Michigan City",506,1074,0.00280112044817927,0.0141643059490085,0.0209125475285171,66137
2014-11-30,"Allegan","MI","Allegan",507,1024,0.0138613861386139,0.0189054726368159,0.0688935281837161,39207
2014-11-30,"Douglas","KS","Lawrence",508,1236,-0.0112,-0.0313479623824451,0.0456852791878173,22999
2014-11-30,"Macon","IL","Decatur",509,1011,-0.0136585365853659,-0.0426136363636364,-0.166529266281946,40542
2014-11-30,"Carroll","GA","Atlanta",510,953,0.00633579725448786,0.0269396551724138,0.0381263616557734,31796
2014-11-30,"Clark","IN","Louisville/Jefferson County",511,952,-0.0072992700729927,-0.0031413612565445,0.0917431192660551,53965
2014-11-30,"Tom Green","TX","San Angelo",512,1169,0.00429553264604811,0.0121212121212121,0.0560072267389341,27955
2014-11-30,"Missoula","MT","Missoula",513,1200,0.00671140939597316,0.0204081632653061,0.0291595197255575,33193
2014-11-30,"Lowndes","GA","Valdosta",514,964,0.00521376433785193,0.00103842159916926,-0.0112820512820513,23043
2014-11-30,"Warren","NJ","Allentown",515,1697,0.00177095631641086,0.0107206670637284,0.0366524129505192,34421
2014-11-30,"Comal","TX","San Antonio",516,1557,0.0123537061118336,0.0277227722772277,0.00841968911917098,36442
2014-11-30,"Ontario","NY","Rochester",517,1564,0.0169050715214564,0.0426666666666667,0.030982201713909,28850
2014-11-30,"Vigo","IN","Terre Haute",518,810,-0.00123304562268804,-0.00246305418719212,0.0150375939849624,33705
2014-11-30,"Columbiana","OH","East Liverpool",519,889,-0.00559284116331096,-0.019845644983462,0.0685096153846154,32016
2014-11-30,"Bay","MI","Bay City",520,807,0.0202275600505689,0.0254129606099111,-0.0037037037037037,38946
2014-11-30,"Eaton","MI","Lansing",521,992,0.0333333333333333,0.022680412371134,0.0961325966850829,36917
2014-11-30,"Douglas","OR","Roseburg",522,853,0.008274231678487,0.0252403846153846,0.0389768574908648,29814
2014-11-30,"Sumter","SC","Sumter",523,839,0.0157384987893462,0.0157384987893462,-0.115911485774499,47647
2014-11-30,"Navajo","AZ","Show Low",524,1158,0.0193661971830986,0.0883458646616541,0.149950347567031,24980
2014-11-30,"Brunswick","NC","Wilmington",525,1219,0.0226510067114094,0.0401023890784983,0.0721196130167106,61735
2014-11-30,"Ascension","LA","Baton Rouge",526,1390,-0.0120824449182658,0,0.0427606901725431,26565
2014-11-30,"Saline","AR","Little Rock",527,1105,-0.0054005400540054,0.0036330608537693,0.0365853658536585,32502
2014-11-30,"Henderson","NC","Asheville",528,1195,0.0101437024513948,0.00929054054054054,0.0382276281494353,35355
2014-11-30,"Fayette","GA","Atlanta",529,1706,-0.00350467289719626,0.0118623962040332,0.0550401978973408,35603
2014-11-30,"Allen","OH","Lima",530,892,0.00337457817772778,0.00337457817772778,0.0494117647058823,32556
2014-11-30,"Hardin","KY","Elizabethtown",531,1001,-0.00595829195630586,0.001,-0.00398009950248756,23537
2014-11-30,"De Kalb","IL","Chicago",532,1457,0.0362731152204836,0.15086887835703,0.207125103562552,26010
2014-11-30,"Saint Marys","MD","Lexington Park",533,1647,0.00549450549450549,0.0135384615384615,-0.0143626570915619,33756
2014-11-30,"Etowah","AL","Gadsden",534,879,0.00228050171037628,0.013840830449827,0.0316901408450704,29004
2014-11-30,"Bonneville","ID","Idaho Falls",535,968,0.0276008492569002,0.0625686059275521,0.126891734575087,29898
2014-11-30,"Berkeley","WV","Hagerstown",536,1209,0.00415282392026578,0.028936170212766,0.0342172797262618,31542
2014-11-30,"Craven","NC","New Bern",537,1050,-0.0186915887850467,-0.041970802919708,0.0125361620057859,29705
2014-11-30,"Kaufman","TX","Dallas-Fort Worth",538,1364,0.0051584377302874,0.0156366344005957,0.0255639097744361,28455
2014-11-30,"Whitfield","GA","Dalton",539,950,-0.0010515247108307,0.0160427807486631,0.0248112189859763,25896
2014-11-30,"Miami","OH","Dayton",540,1093,-0.00545950864422202,-0.0108597285067873,0.0340586565752129,33833
2014-11-30,"Cowlitz","WA","Longview",541,1199,0.0221653878942881,0.0959780621572212,0.0508326029798422,29176
2014-11-30,"Walworth","WI","Whitewater",542,1263,-0.00551181102362205,-0.000791139240506329,-0.00629425649095201,53762
2014-11-30,"Woodbury","IA","Sioux City",543,863,-0.00576036866359447,-0.0325112107623318,0.082810539523212,32150
2014-11-30,"Fond du Lac","WI","Fond du Lac",544,1016,0.00296150049358342,-0.0107108081791626,0.0388548057259714,36662
2014-11-30,"Tompkins","NY","Ithaca",545,1672,0.0182704019488429,0.0495919648462021,0.0436953807740325,16857
2014-11-30,"Houston","AL","Dothan",546,892,0.0194285714285714,0.0772946859903382,-0.0143646408839779,20039
2014-11-30,"Ashtabula","OH","Ashtabula",547,945,0.00531914893617021,0.0227272727272727,0.117021276595745,28071
2014-11-30,"Franklin","MO","St. Louis",548,869,0.0223529411764706,0.0597560975609756,0.0128205128205128,55670
2014-11-30,"Adams","PA","Gettysburg",549,1237,0.00243111831442464,0.000809061488673139,0.0342809364548495,41274
2014-11-30,"Cecil","MD","Philadelphia",550,1383,-0.00288392213410238,-0.0078909612625538,-0.0114367405289492,35635
2014-11-30,"Pennington","SD","Rapid City",551,1296,-0.0211480362537764,0.0293884034948372,0.224952741020794,20149
2014-11-30,"Bartow","GA","Atlanta",552,931,0.00648648648648649,0.0264608599779493,0.0332963374028857,37413
2014-11-30,"Newton","GA","Atlanta",553,944,0.00747065101387407,0.019438444924406,0.00962566844919786,37147
2014-11-30,"Lenawee","MI","Adrian",554,989,0.0291363163371488,0.0454545454545455,0.14203233256351,43498
2014-11-30,"Hanover","VA","Richmond",555,1515,0.0120240480961924,0.0334242837653479,0.0341296928327645,39845
2014-11-30,"Putnam","NY","New York",556,2075,-0.000481695568400771,-0.0119047619047619,-0.0133143128863528,29603
2014-11-30,"Yamhill","OR","Portland",557,1276,0.0102929532858274,0.0382424735557364,0.0580431177446103,17768
2014-11-30,"Steuben","NY","Corning",558,1457,0,0.0125086865879083,0.0311394196744515,20300
2014-11-30,"Albemarle","VA","Charlottesville",559,1649,0.00365185636031649,0.0261356565028002,0.0280548628428928,28220
2014-11-30,"Bradley","TN","Cleveland",560,1061,0.00664136622390892,0.00568720379146919,0.00378429517502365,30437
2014-11-30,"Nevada","CA","Truckee",561,1641,0.0117139334155364,0.0372945638432364,0.0372945638432364,40220
2014-11-30,"Eau Claire","WI","Eau Claire",562,1055,-0.014018691588785,-0.0112464854732896,0.017357762777242,27229
2014-11-30,"Wicomico","MD","Salisbury",563,1218,-0.00571428571428571,-0.00895036615134255,0.0454935622317597,39340
2014-11-30,"Cleveland","NC","Shelby",564,906,0.00332225913621262,0.0122905027932961,-0.0033003300330033,27038
2014-11-30,"Fairbanks North Star","AK","Fairbanks",565,1699,-0.00990675990675991,-0.0196191575302943,-0.0487122060470325,15552
2014-11-30,"Cape May","NJ","Ocean City",566,1647,-0.0208085612366231,0.0122925629993854,0.00610873549175321,86354
2014-11-30,"Roanoke City","VA","Roanoke",567,847,0.0254237288135593,0.00953516090584029,-0.016260162601626,30043
2014-11-30,"Daviess","KY","Owensboro",568,901,0.00445930880713489,0.0169300225733634,0.0416184971098266,22915
2014-11-30,"Craighead","AR","Jonesboro",569,1029,0.0341708542713568,0.082018927444795,0.0831578947368421,27109
2014-11-30,"Cabell","WV","Huntington",570,954,0.00739176346356917,0.0495049504950495,0.0258064516129032,29483
2014-11-30,"Floyd","GA","Rome",571,950,0.0171306209850107,0.043956043956044,0.00849256900212314,22508
2014-11-30,"Monongalia","WV","Morgantown",572,1284,0.0272,0.0456026058631922,0.01743264659271,23378
2014-11-30,"Garland","AR","Hot Springs",573,1010,0.0369609856262834,0.0907127429805616,0.01,26364
2014-11-30,"Flagler","FL","Palm Coast",574,1291,-0.000773993808049536,0.00859375,0.052159739201304,41841
2014-11-30,"Portsmouth City","VA","Virginia Beach",575,1167,-0.00171086398631309,-0.00680851063829787,-0.00596252129471891,27297
2014-11-30,"Madison","MS","Jackson",576,1356,0.0111856823266219,0.0142109199700823,0.100649350649351,30973
2014-11-30,"Sutter","CA","Yuba City",577,1350,0.00371747211895911,0.0196374622356495,0.0748407643312102,21698
2014-11-30,"Dougherty","GA","Albany",578,674,0.00447093889716841,-0.0260115606936416,-0.210772833723653,19007
2014-11-30,"Northumberland","PA","Sunbury",579,1029,-0.00962463907603465,-0.0162523900573614,-0.00290697674418605,37971
2014-11-30,"Montgomery","VA","Blacksburg",580,1243,-0.0181674565560821,-0.0243328100470958,-0.0150554675118859,17784
2014-11-30,"Wayne","NY","Rochester",581,1478,0.00887372013651877,0.0278164116828929,0.0306834030683403,25037
2014-11-30,"Dubuque","IA","Dubuque",582,1092,0.00645161290322581,0,-0.0284697508896797,31958
2014-11-30,"Rockingham","NC","Greensboro",583,1113,0.00815217391304348,-0.00179372197309417,-0.0124223602484472,1828
2014-11-30,"Geauga","OH","Cleveland",584,1504,0.00133155792276964,0.00333555703802535,0.00133155792276964,28556
2014-11-30,"Pottawattamie","IA","Omaha",585,1060,-0.00469483568075117,-0.0203327171903882,0.185682326621924,31954
2014-11-30,"Marshall","AL","Albertville",586,897,0.00786516853932584,0.0147058823529412,0.0577830188679245,31960
2014-11-30,"Lauderdale","AL","Florence",587,938,-0.00740740740740741,-0.0239334027055151,0.0262582056892779,32187
2014-11-30,"Tuscarawas","OH","New Philadelphia",588,980,-0.00101936799184506,-0.0101010101010101,0.0447761194029851,27668
2014-11-30,"Orangeburg","SC","Orangeburg",589,893,-0.0121681415929204,-0.0530222693531283,-0.097979797979798,21029
2014-11-30,"Roanoke","VA","Roanoke",590,1161,0.0238095238095238,0.0459459459459459,0.0078125,40127
2014-11-30,"Laramie","WY","Cheyenne",591,1295,-0.0152091254752852,0.0519902518277823,0.0623461853978671,27007
2014-11-30,"Lawrence","PA","New Castle",592,960,-0.00518134715025907,-0.0184049079754601,-0.111933395004625,33414
2014-11-30,"Carver","MN","Minneapolis-St Paul",593,1763,-0.0101066816395284,-0.039760348583878,-0.00395480225988701,29555
2014-11-30,"Flathead","MT","Kalispell",594,996,0.0236382322713258,0.0721205597416577,-0.0700280112044818,15643
2014-11-30,"Burke","NC","Hickory",595,931,-0.00321199143468951,-0.00427807486631016,-0.00107296137339056,22771
2014-11-30,"Campbell","KY","Cincinnati",596,1013,0.0019782393669634,-0.0136319376825706,0.0799573560767591,32970
2014-11-30,"Sevier","TN","Sevierville",597,1110,0.00361663652802893,-0.0124555160142349,0.0230414746543779,45282
2014-11-30,"Story","IA","Ames",598,1113,-0.0193832599118943,-0.0479041916167665,-0.0470890410958904,25349
2014-11-30,"Gallatin","MT","Bozeman",599,1322,-0.00151057401812689,-0.0536864710093057,0.0037965072133637,21623
2014-11-30,"Platte","MO","Kansas City",600,1292,0.0286624203821656,0.0311252992817239,0.0436187399030695,26668
2014-11-30,"Grant","WA","Moses Lake",601,1073,-0.00556070435588508,0.0267942583732057,0.073,22467
2014-11-30,"Grafton","NH","Lebanon",602,1323,-0.0148920327624721,-0.00226244343891403,0.104340567612688,42208
2014-11-30,"Matanuska Susitna","AK","Anchorage",603,1666,0.0121506682867558,0.0309405940594059,0.0115361262902247,14927
2014-11-30,"Indiana","PA","Indiana",604,1361,0.0716535433070866,0.161262798634812,0.294957183634634,22738
2014-11-30,"Chemung","NY","Elmira",605,1408,0.00213523131672598,0.0129496402877698,0.0383480825958702,23656
2014-11-30,"Crawford","PA","Meadville",606,1097,-0.0036330608537693,-0.0081374321880651,-0.0671768707482993,20418
2014-11-30,"Dodge","WI","Beaver Dam",607,1080,0.010289990645463,0.00371747211895911,0.062992125984252,29099
2014-11-30,"Calvert","MD","Washington",608,1856,0.00596205962059621,0.0203408466190214,0.0438695163104612,31383
2014-11-30,"Sherburne","MN","Minneapolis-St Paul",609,1404,0.0115273775216138,0.0159189580318379,0.0376940133037694,29089
2014-11-30,"Lapeer","MI","Detroit",610,1002,0.0162271805273834,0.0319258496395469,0.003003003003003,30694
2014-11-30,"Moore","NC","Southern Pines",611,1396,0.0137981118373275,0.0488354620586026,0.0279823269513991,20069
2014-11-30,"Mendocino","CA","Ukiah",612,1663,-0.00180072028811525,0.00910194174757281,0.115358819584172,19154
2014-11-30,"Grand Traverse","MI","Traverse City",613,1070,0.0200190657769304,0.0398445092322643,0.107660455486542,36114
2014-11-30,"Wood","WV","Parkersburg",614,954,0.0170575692963753,0.0369565217391304,-0.0185185185185185,28660
2014-11-30,"Rogers","OK","Tulsa",615,1030,0.0117878192534381,0.0383064516129032,0.186635944700461,14937
2014-11-30,"Victoria","TX","Victoria",616,1361,0.00147167034584253,0.0141579731743666,0.0716535433070866,18256
2014-11-30,"Ozaukee","WI","Milwaukee",617,1501,-0.00858652575957728,-0.0341055341055341,-0.0353470437017995,31608
2014-11-30,"Hunt","TX","Dallas-Fort Worth",618,1029,-0.00867052023121387,0.0127952755905512,0.151006711409396,21299
2014-11-30,"Muskingum","OH","Zanesville",619,896,0.00561167227833894,-0.00665188470066519,0.0181818181818182,26841
2014-11-30,"Benton","OR","Corvallis",620,1456,0.00552486187845304,-0.000686341798215511,-0.0201884253028264,21298
2014-11-30,"Rockdale","GA","Atlanta",621,1043,-0.00477099236641221,-0.00949667616334283,-0.0123106060606061,27159
2014-11-30,"Suffolk City","VA","Virginia Beach",622,1492,-0.000669792364367046,-0.00400534045393859,-0.0151815181518152,27657
2014-11-30,"Saint Croix","WI","Minneapolis-St Paul",623,1256,-0.0210444271239283,-0.0278637770897833,-0.0218068535825545,28060
2014-11-30,"Walton","GA","Atlanta",624,1170,0.0245183887915937,0.0617059891107078,0.134820562560621,33168
2014-11-30,"Jefferson","WI","Watertown",625,1230,-0.0024330900243309,0.00162866449511401,0.0494880546075085,28370
2014-11-30,"Midland","MI","Midland",626,926,0.0369540873460246,0.0534698521046644,0.0277469478357381,26157
2014-11-30,"Saint Clair","AL","Birmingham",627,1069,-0.00558139534883721,0,0.0573689416419387,22839
2014-11-30,"Saint Landry","LA","Opelousas",628,1246,-0.0016025641025641,0.00646203554119548,0.0348837209302326,14758
2014-11-30,"Caldwell","NC","Hickory",629,925,0.0164835164835165,0.0404949381327334,0.101190476190476,3915
2014-11-30,"Madison","KY","Richmond",630,1062,-0.0028169014084507,0.0123927550047664,0.0567164179104478,12461
2014-11-30,"Lee","MS","Tupelo",631,1107,0.00362647325475975,0.00271739130434783,0.00911577028258888,17745
2014-11-30,"Newport","RI","Providence",632,2002,0.0188295165394402,0.0389206019719772,0.0570221752903907,27165
2014-11-30,"Bannock","ID","Pocatello",633,900,-0.00221729490022173,-0.0120746432491767,-0.0142387732749179,18332
2014-11-30,"Howard","IN","Kokomo",634,834,-0.0199764982373678,-0.0176678445229682,0.00968523002421308,29515
2014-11-30,"Josephine","OR","Grants Pass",635,1107,0.0118829981718464,0.0288104089219331,0.099304865938431,26433
2014-11-30,"Talladega","AL","Talladega",636,948,-0.0135275754422477,-0.00836820083682008,0.0846681922196796,17325
2014-11-30,"Clinton","NY","Plattsburgh",637,1712,0.00765155974102413,0.00469483568075117,-0.0338600451467269,19207
2014-11-30,"Orange","TX","Beaumont",638,1238,0.00650406504065041,0.0155865463494668,0.0672413793103448,24907
2014-11-30,"Clearfield","PA","DuBois",639,1067,-0.0138632162661738,-0.0174953959484346,0.00850661625708885,20484
2014-11-30,"Vermilion","IL","Danville",640,1169,-0.00679694137638063,-0.0176470588235294,-0.0441537203597711,23782
2014-11-30,"Manitowoc","WI","Manitowoc",641,889,-0.00224466891133558,-0.046137339055794,-0.0797101449275362,31846
2014-11-30,"Cascade","MT","Great Falls",642,1050,0.00478468899521531,0.0595358224016145,-0.000951474785918173,25722
2014-11-30,"Wilson","NC","Wilson",643,1036,0,0.0237154150197628,0.127312295973885,13750
2014-11-30,"Maury","TN","Columbia",644,1003,-0.0127952755905512,-0.0157016683022571,0.0524658971668416,35694
2014-11-30,"Cullman","AL","Cullman",645,971,-0.0122075279755849,-0.0142131979695431,0.0329787234042553,25513
2014-11-30,"Cattaraugus","NY","Olean",646,1432,0.00280112044817927,0.0163236337828247,0.0294751976994968,22313
