"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2014-11-30,"Accomack","VA",,1255,1321,-0.00075642965204236,-0.00075642965204236,-0.00075642965204236,4574
2014-11-30,"Louisa","VA","Richmond",1256,1345,-0.00148478099480327,0.00148920327624721,0.0259344012204424,11682
2014-11-30,"McCurtain","OK",,1257,790,0.020671834625323,0.050531914893617,0.054739652870494,6531
2014-11-30,"Botetourt","VA","Roanoke",1258,1268,0,-0.00549019607843137,0.0566666666666667,16341
2014-11-30,"Chester","SC","Chester",1259,936,-0.0105708245243129,-0.050709939148073,-0.078740157480315,2431
2014-11-30,"Huron","MI",,1260,876,0.0103806228373702,0.0138888888888889,0.046594982078853,10469
2014-11-30,"Marshall","WV","Wheeling",1261,957,0.0481927710843374,0.0875,-0.0123839009287926,11346
2014-11-30,"Transylvania","NC","Brevard",1262,1222,0,-0.00488599348534202,-0.00731112916328188,14660
2014-11-30,"Caroline","MD",,1263,1451,0.00345781466113416,0.0196767392832045,0.074019245003701,12198
2014-11-30,"Marion","SC",,1264,902,-0.0444915254237288,-0.101593625498008,-0.129343629343629,12540
2014-11-30,"Coos","NH","Berlin",1265,1107,-0.0133689839572193,-0.0506003430531732,-0.105815831987076,13305
2014-11-30,"Monroe","IL","St. Louis",1266,1348,0,0.0112528132033008,0.0212121212121212,10780
2014-11-30,"Taos","NM","Taos",1267,1225,0.00906095551894563,0.0174418604651163,-0.0858208955223881,13646
2014-11-30,"Hot Spring","AR",,1268,844,-0.00705882352941176,-0.0276497695852535,0,7434
2014-11-30,"Pike","AL","Troy",1269,948,-0.00836820083682008,0.00211416490486258,-0.0286885245901639,5245
2014-11-30,"Wabash","IN","Wabash",1270,850,0.00950118764845606,0.0278113663845224,0.0585305105853051,10028
2014-11-30,"Washington","ME",,1271,1053,-0.0140449438202247,-0.0149672591206735,0.195232690124858,2332
2014-11-30,"Sumter","GA","Americus",1272,925,0,0.00325379609544469,0.00325379609544469,5053
2014-11-30,"Oconee","GA","Athens",1273,1327,0.00606520090978014,0.0207692307692308,0.0122044241037376,10291
2014-11-30,"Miami","KS","Kansas City",1274,1264,-0.00315457413249211,-0.00862745098039216,-0.0117279124315872,11341
2014-11-30,"Schoharie","NY","Albany",1275,1516,0.00864936793080506,0.0305914343983685,0.0376454483230664,7410
2014-11-30,"Wexford","MI","Cadillac",1276,859,0.0201900237529691,0.0287425149700599,0.0526960784313725,10183
2014-11-30,"Nicollet","MN","Mankato",1277,1159,-0.00172265288544358,-0.00343938091143594,-0.0219409282700422,1173
2014-11-30,"Mecklenburg","VA",,1278,1303,0.00153727901614143,0.00153727901614143,0.0324881141045959,6991
2014-11-30,"Emmet","MI",,1279,1075,0.0160680529300567,0.0612043435340573,0.0436893203883495,9935
2014-11-30,"Dorchester","MD","Cambridge",1280,1344,0.00448430493273543,0.012810851544838,0.0658207771609833,13766
2014-11-30,"Uintah","UT","Vernal",1281,1256,0.017004048582996,0.0510460251046025,0.0572390572390572,8424
2014-11-30,"Becker","MN",,1282,1277,-0.010077519379845,-0.0274181264280274,0.0175298804780877,14976
2014-11-30,"Jefferson","IN","Madison",1283,938,0.00106723585912487,-0.00950369588173178,-0.00845665961945032,8450
2014-11-30,"Petersburg City","VA","Richmond",1284,918,-0.0357142857142857,-0.0792377131394183,-0.0801603206412826,6880
2014-11-30,"Amherst","VA","Lynchburg",1285,1128,-0.0026525198938992,-0.009657594381036,-0.00441306266548985,7746
2014-11-30,"Titus","TX","Mount Pleasant",1286,1255,-0.00159108989657916,0.00480384307445957,0.0475792988313856,6523
2014-11-30,"Henry","TN","Paris",1287,890,0.00112485939257593,0.00451467268623025,0.0277136258660508,11216
2014-11-30,"Leflore","MS","Greenwood",1288,869,-0.010250569476082,-0.0246913580246914,-0.0429515418502203,8110
2014-11-30,"Adams","MS","Natchez",1289,1028,-0.0162679425837321,-0.0499075785582255,-0.0688405797101449,8180
2014-11-30,"Platte","NE","Columbus",1290,1118,0.0191431175934366,0.0886075949367088,0.0597156398104265,10641
2014-11-30,"Claiborne","TN",,1291,889,0.00451977401129944,0.00225479143179256,0.0373395565927655,11706
2014-11-30,"Smyth","VA",,1292,1082,-0.0118721461187215,-0.0373665480427046,-0.0365093499554764,9238
2014-11-30,"Stone","MO","Branson",1293,889,-0.0122222222222222,-0.033695652173913,0.0301274623406721,1363
2014-11-30,"Dillon","SC","Dillon",1294,875,-0.00793650793650794,-0.0550755939524838,-0.117053481331988,5903
2014-11-30,"Kleberg","TX","Kingsville",1295,1088,0.0149253731343284,0.0371782650142993,0.0945674044265594,5411
2014-11-30,"Hardin","OH",,1296,940,-0.00634249471458774,-0.0319258496395469,-0.0177638453500522,10000
2014-11-30,"Harris","GA","Columbus",1297,1263,-0.00707547169811321,-0.00707547169811321,0.0144578313253012,9322
2014-11-30,"Brookings","SD","Brookings",1298,1327,0.00759301442672741,0.063301282051282,0.124576271186441,6315
2014-11-30,"Dunklin","MO","Kennett",1299,771,0.0252659574468085,0.0198412698412698,-0.0128040973111396,10624
2014-11-30,"Elk","PA","St. Marys",1300,1109,-0.0211827007943513,-0.0364900086880973,0.0249537892791128,9712
2014-11-30,"Knox","KY",,1301,815,-0.0180722891566265,-0.033214709371293,-0.013317191283293,1802
2014-11-30,"Bee","TX","Beeville",1302,1147,0.0168439716312057,0.0351985559566787,0.0851466414380322,3936
2014-11-30,"Rhea","TN",,1303,989,0.00712830957230143,0.0122824974411464,0.0421496311907271,10120
2014-11-30,"Obion","TN","Union City",1304,825,-0.0155131264916468,-0.0166865315852205,0.0235732009925558,16111
2014-11-30,"Daviess","IN","Washington",1305,843,0.00118764845605701,0.00716845878136201,0.0280487804878049,8883
2014-11-30,"Polk","MN","Grand Forks",1306,1210,-0.00656814449917898,-0.0186536901865369,0.0707964601769911,9680
2014-11-30,"Jefferson Davis","LA","Jennings",1307,1263,0.0104,0.00317712470214456,0.0412201154163232,6561
2014-11-30,"Muhlenberg","KY","Central City",1308,828,-0.00838323353293413,0.00607533414337789,-0.00120627261761158,5860
2014-11-30,"Marshall","KY",,1309,880,0.0114942528735632,0.0208816705336427,-0.0178571428571429,7451
2014-11-30,"Adams","NE","Hastings",1310,1026,-0.00388349514563107,0.00391389432485323,0.0643153526970954,7313
2014-11-30,"Malheur","OR","Ontario",1311,984,-0.00906344410876133,0.0133882595262616,0.0777656078860898,7016
2014-11-30,"Juneau","AK","Juneau",1312,1715,0.0190136660724896,0.132760898282695,0.0294117647058823,5217
2014-11-30,"Freeborn","MN","Albert Lea",1313,1137,0.00264550264550265,0.0070859167404783,0.0115658362989324,11852
2014-11-30,"Delta","CO",,1314,1128,0.0134770889487871,0.0358126721763085,0.00714285714285714,8379
2014-11-30,"Gallia","OH","Point Pleasant",1315,940,0.010752688172043,0.0140237324703344,0.0841983852364475,5045
2014-11-30,"Clare","MI",,1316,820,0.00613496932515337,-0.00121802679658952,0.0512820512820513,17581
2014-11-30,"Marion","AL",,1317,864,0.00232018561484919,0.00465116279069767,0.0549450549450549,8083
2014-11-30,"Wakulla","FL","Tallahassee",1318,1190,-0.00667779632721202,0,-0.0033500837520938,7488
2014-11-30,"Franklin","ME",,1319,968,-0.0152594099694812,-0.0798479087452472,0.0364025695931477,3789
2014-11-30,"Hancock","WV","Weirton",1320,930,0.0472972972972973,0.0739030023094688,-0.0362694300518135,11582
2014-11-30,"Marshall","TN","Lewisburg",1321,975,0.00515463917525773,0.015625,0.064410480349345,10187
2014-11-30,"Cass","TX",,1322,1219,0.0124584717607973,0.0313028764805415,0.115279048490393,8361
2014-11-30,"Logan","IL","Lincoln",1323,1069,-0.0147465437788018,-0.0334538878842676,-0.0369369369369369,7498
2014-11-30,"Bryan","GA","Savannah",1324,1501,0.00133422281521014,0.00603217158176944,0.025974025974026,10232
2014-11-30,"Montgomery","IL",,1325,1054,-0.0121836925960637,0.0213178294573643,0.00764818355640535,9812
2014-11-30,"Wayne","GA","Jesup",1326,1005,0.00600600600600601,0.0120845921450151,0.0612460401267159,5517
2014-11-30,"Garrett","MD",,1327,1436,-0.00277777777777778,0.00209351011863224,0.00560224089635854,14261
2014-11-30,"Carroll","VA",,1328,1052,-0.0028436018957346,-0.0250231696014829,-0.0479638009049774,11830
2014-11-30,"Stoddard","MO",,1329,856,0.014218009478673,0.0821744627054361,0,6193
2014-11-30,"Lumpkin","GA",,1330,1137,-0.005249343832021,0.01246660730187,0.0106666666666667,6806
2014-11-30,"Pontotoc","MS","Tupelo",1331,988,0.00919305413687436,-0.00302724520686176,-0.0149551345962114,6195
2014-11-30,"Jefferson","WA",,1332,1393,-0.000717360114777619,0,0.0288035450516987,12876
2014-11-30,"Vernon","WI",,1333,1035,0.00778967867575463,0.00583090379008746,-0.00862068965517241,6254
2014-11-30,"Pine","MN",,1334,1234,-0.0104250200481155,-0.0151636073423783,0.00816993464052288,10834
2014-11-30,"Neshoba","MS",,1335,1083,0.00463821892393321,0.0216981132075472,-0.0199095022624434,3391
2014-11-30,"Caddo","OK",,1336,711,-0.00698324022346369,-0.0220082530949106,-0.0532623169107856,7605
2014-11-30,"Alpena","MI","Alpena",1337,852,-0.00350877192982456,-0.0273972602739726,0.0118764845605701,13746
2014-11-30,"Grant","NM","Silver City",1338,980,-0.019019019019019,-0.0485436893203883,-0.0306627101879327,5724
2014-11-30,"Giles","TN",,1339,928,0.00215982721382289,0.00869565217391304,0.055745164960182,10137
2014-11-30,"Copiah","MS","Jackson",1340,888,-0.00448430493273543,-0.00559910414333707,0.0301624129930394,2941
2014-11-30,"Pickens","GA","Atlanta",1341,1190,0.0188356164383562,0.0653536257833483,0.165523996082272,2878
2014-11-30,"Randolph","WV",,1342,995,0.0163432073544433,0.0397074190177638,-0.016798418972332,8886
2014-11-30,"Hocking","OH",,1343,1092,-0.00182815356489945,-0.00727272727272727,0.05,5527
2014-11-30,"Harlan","KY",,1344,790,-0.00503778337531486,0.00253807106598985,0.044973544973545,6696
2014-11-30,"Wythe","VA",,1345,1092,0.00831024930747922,0.0018348623853211,0.0263157894736842,4490
2014-11-30,"Jackson","WV",,1346,992,0.0195272353545735,0.0541976620616366,0.00608519269776876,6347
2014-11-30,"McPherson","KS","McPherson",1347,1083,-0.000922509225092251,0.0226628895184136,0.125779625779626,8443
2014-11-30,"Fayette","OH","Washington Court House",1348,1092,-0.020627802690583,-0.0144404332129964,-0.0117647058823529,6613
2014-11-30,"Tate","MS","Memphis",1349,1106,-0.0168888888888889,-0.0382608695652174,0.0433962264150943,7236
2014-11-30,"Carroll","OH","Canton",1350,971,-0.00102880658436214,-0.0221550855991944,0.0221052631578947,8733
2014-11-30,"Ripley","IN",,1351,1009,0.000992063492063492,-0.00786627335299902,-0.0279383429672447,6017
2014-11-30,"Trempealeau","WI",,1352,1047,0.00673076923076923,0.0325443786982249,-0.00758293838862559,6598
2014-11-30,"Haralson","GA","Atlanta",1353,1024,0.0209371884346959,0.0502564102564103,0.074501573976915,2518
2014-11-30,"Lake","MT",,1354,1003,0.0131313131313131,0.0513626834381551,0.0329557157569516,5422
2014-11-30,"Van Wert","OH","Van Wert",1355,872,-0.0022883295194508,-0.00796359499431172,0.0393325387365912,8708
2014-11-30,"Lincoln","WI","Merrill",1356,1006,0.0202839756592292,0.0286298568507157,-0.0650557620817844,16998
2014-11-30,"Perry","KY",,1357,815,-0.00730816077953715,-0.00366748166259169,0.0124223602484472,570
2014-11-30,"Pike","OH",,1358,869,0.00230680507497117,-0.005720823798627,0.0345238095238095,3752
2014-11-30,"Mason","MI",,1359,909,0.0224971878515186,0.0111234705228031,0.0770142180094787,15071
2014-11-30,"Bell","KY","Middlesborough",1360,818,-0.0203592814371257,-0.029655990510083,-0.0144578313253012,1951
2014-11-30,"Jones","GA","Macon",1361,967,0.00207253886010363,0.0051975051975052,0.032017075773746,9315
2014-11-30,"Del Norte","CA","Crescent City",1362,1405,0.00142551674982181,0.0151734104046243,0.0925349922239502,9456
2014-11-30,"Meade","KY","Louisville/Jefferson County",1363,1012,-0.00978473581213307,0.00198019801980198,0.0422245108135942,4490
2014-11-30,"Cass","MN","Brainerd",1364,1244,-0.0326594090202177,-0.050381679389313,0.0247116968698517,12725
2014-11-30,"Adams","OH",,1365,886,-0.00112739571589628,-0.014460511679644,0.0535077288941736,4136
2014-11-30,"Caroline","VA","Richmond",1366,1243,0,0.00241935483870968,0.0315352697095436,10268
2014-11-30,"Jennings","IN","North Vernon",1367,929,0.00759219088937093,0.0119825708061002,0.00868621064060804,8809
2014-11-30,"Carroll","TN",,1368,846,-0.00470588235294118,-0.00470588235294118,0.0342298288508557,10752
2014-11-30,"Bradford","FL",,1369,1060,0,-0.000942507068803016,-0.00469483568075117,5713
2014-11-30,"Ellis","KS","Hays",1370,1210,-0.00329489291598023,0.010016694490818,0.0746003552397869,7910
2014-11-30,"Boyle","KY","Danville",1371,1033,-0.0028957528957529,0.015732546705998,0.0455465587044534,7011
2014-11-30,"Austin","TX","Houston",1372,1415,-0.00141143260409315,0.0114367405289492,0.0960495739736638,5954
2014-11-30,"Lee","GA","Albany",1373,1128,0,0.00445235975066785,0.00624442462087422,8002
2014-11-30,"Gilmer","GA",,1374,1111,0.00270758122743682,0.0268022181146026,0.031569173630455,9071
2014-11-30,"Wyoming","PA","Scranton",1375,1198,-0.0260162601626016,-0.0431309904153355,0.0239316239316239,9821
2014-11-30,"Scott","MS",,1376,1097,-0.0222816399286988,-0.0526770293609672,-0.0385626643295355,5106
2014-11-30,"Washington","IN","Louisville/Jefferson County",1377,891,-0.00112107623318386,0.00564334085778781,0.00791855203619909,5121
2014-11-30,"Saint Francis","AR","Forrest City",1378,716,0.0156028368794326,0.0498533724340176,0.0670640834575261,6116
2014-11-30,"Marion","TN","Chattanooga",1379,982,0.00408997955010225,0.0082135523613963,0.0627705627705628,9774
2014-11-30,"Henry","OH",,1380,1014,-0.00294985250737463,-0.00490677134445535,0.135498320268757,7633
2014-11-30,"Mineral","WV","Cumberland",1381,1036,0.00193423597678917,0.00974658869395711,0.0257425742574257,9166
2014-11-30,"Park","WY",,1382,1270,0.0151878497202238,0.0333604556550041,0.0817717206132879,9012
2014-11-30,"Morgan","CO","Fort Morgan",1383,1244,0.0105605199025183,0.0506756756756757,0.0902716914986854,8442
2014-11-30,"Glenn","CA",,1384,1174,-0.0109519797809604,-0.00170068027210884,-0.0424143556280587,5574
2014-11-30,"Madison","GA","Athens",1385,942,0.00748663101604278,0.0194805194805195,0.0374449339207048,6787
2014-11-30,"Palo Pinto","TX","Mineral Wells",1386,1200,0.00418410041841004,0.00755667506297229,0.00840336134453781,4878
2014-11-30,"Yazoo","MS","Yazoo City",1387,958,0.0126849894291755,0.0609080841638981,0.131050767414404,4164
2014-11-30,"Powhatan","VA","Richmond",1388,1537,-0.00582147477360931,-0.00388852883992223,0.015862524785195,9105
2014-11-30,"Dinwiddie","VA","Richmond",1389,1156,0.0113735783027122,0.00960698689956332,-0.0060189165950129,12911
2014-11-30,"Morehouse","LA","Bastrop",1390,1108,-0.0280701754385965,-0.0570212765957447,-0.0229276895943563,4865
2014-11-30,"Decatur","GA","Bainbridge",1391,899,0,-0.013172338090011,-0.00991189427312775,4922
2014-11-30,"Lauderdale","TN",,1392,830,-0.00954653937947494,-0.0154211150652432,0.0196560196560197,8013
2014-11-30,"Montgomery","NC",,1393,902,-0.0238095238095238,-0.0485232067510548,0.0273348519362187,5245
2014-11-30,"Door","WI",,1394,1152,0.0176678445229682,-0.0179028132992327,-0.0311185870479394,2465
2014-11-30,"Henderson","TN",,1395,881,-0.00339366515837104,-0.00226500566251416,0.0149769585253456,8770
2014-11-30,"Hardee","FL","Wauchula",1396,1100,-0.0116801437556155,0.000909918107370337,0.0576923076923077,4365
2014-11-30,"Carter","KY",,1397,834,-0.00595947556615018,0.019559902200489,-0.00119760479041916,4135
2014-11-30,"Le Sueur","MN",,1398,1336,-0.00224047796863331,0.00754147812971342,0.0300693909020817,9985
2014-11-30,"Peach","GA","Fort Valley",1399,1051,0.00960614793467819,0.0203883495145631,0.051,5862
2014-11-30,"Barton","KS","Great Bend",1400,779,-0.0089058524173028,-0.0114213197969543,0.0236530880420499,9237
2014-11-30,"Wells","IN","Fort Wayne",1401,1018,0.00295566502463054,0.000983284169124877,0.00493583415597236,7716
2014-11-30,"Garvin","OK",,1402,757,-0.00656167979002625,-0.0117493472584856,-0.0501882057716437,9952
2014-11-30,"Simpson","MS","Jackson",1403,1058,0,-0.0139794967381174,-0.056199821587868,1381
2014-11-30,"Custer","OK",,1404,1071,0.00657894736842105,0.00752587017873942,0.104123711340206,8053
2014-11-30,"Barbour","AL","Eufaula",1405,881,-0.0112233445566779,0.00456100342075257,-0.00113378684807256,6929
2014-11-30,"Carroll","AR",,1406,1008,0.0181818181818182,0.037037037037037,0.0423991726990693,6464
2014-11-30,"Cherokee","NC",,1407,1048,-0.0168855534709193,-0.0498640072529465,0.00191204588910134,8368
2014-11-30,"Mason","WV","Point Pleasant",1408,974,0.00723888314374354,0.0552546045503792,-0.0279441117764471,10803
2014-11-30,"Hardeman","TN",,1409,790,-0.0318627450980392,-0.0572792362768496,-0.040097205346294,17236
2014-11-30,"Toombs","GA","Vidalia",1410,947,0.0106723585912487,0.0074468085106383,-0.0778967867575463,4699
2014-11-30,"Cibola","NM","Grants",1411,1006,-0.0108161258603736,-0.0146914789422135,0.0479166666666667,3740
2014-11-30,"Upson","GA","Thomaston",1412,1151,-0.00173460537727667,0.0043630017452007,0.0231111111111111,1218
2014-11-30,"White","GA",,1413,1060,0.00283822138126774,-0.00469483568075117,-0.0166975881261596,9332
2014-11-30,"Union","MS",,1414,1207,-0.00412541254125413,-0.0057660626029654,0.0316239316239316,591
2014-11-30,"Baker","FL","Jacksonville",1415,1169,-0.00764006791171477,-0.00932203389830509,-0.00425894378194208,4019
2014-11-30,"Marion","MS",,1416,1095,0.0272045028142589,-0.00182315405651778,0.00735970561177553,4110
2014-11-30,"Lewis","NY",,1417,1486,0.00677506775067751,0.0227116311080523,0.0442726633872101,6786
2014-11-30,"Elmore","ID","Mountain Home",1418,945,0.00853788687299893,0.0570469798657718,0.109154929577465,8476
2014-11-30,"Edgefield","SC","Augusta",1419,994,0.0215827338129496,-0.0119284294234592,0.0300518134715026,7121
2014-11-30,"Anson","NC","Charlotte",1420,793,-0.00750938673341677,-0.013681592039801,-0.0185643564356436,8630
2014-11-30,"Clay","IN","Terre Haute",1421,874,0.0011454753722795,0.00459770114942529,0.033096926713948,9750
2014-11-30,"Mingo","WV",,1422,800,0.0540184453227932,0.0484927916120577,-0.0510083036773428,5896
2014-11-30,"Logan","KY",,1423,857,-0.00232828870779977,0.0142011834319527,0.0275779376498801,5431
2014-11-30,"Geneva","AL","Dothan",1424,925,0.0109289617486339,0.0475651189127973,0.140567200986436,8165
2014-11-30,"Juneau","WI",,1425,1019,0.0129224652087475,0.0324214792299899,0.0387359836901121,6750
2014-11-30,"De Soto","LA","Shreveport",1426,1403,-0.043626448534424,-0.0583892617449664,0.0918287937743191,3589
2014-11-30,"Grimes","TX",,1427,1306,-0.00684410646387833,-0.00985595147839272,0.121993127147766,2191
2014-11-30,"Oceana","MI",,1428,842,0.0293398533007335,0.0305997552019584,0.0305997552019584,10686
2014-11-30,"Somerset","MD","Salisbury",1429,1263,-0.0023696682464455,-0.0086342229199372,0.0235008103727715,8965
2014-11-30,"Jackson","OK","Altus",1430,747,0.00809716599190283,0.00403225806451613,0.014945652173913,8889
2014-11-30,"Monroe","GA","Macon",1431,1167,-0.00256410256410256,0.0103896103896104,0.0077720207253886,5780
2014-11-30,"Uvalde","TX","Uvalde",1432,1010,0.000991080277502478,0.0140562248995984,0.0587002096436059,6049
2014-11-30,"San Jacinto","TX","Houston",1433,1281,0,0.0126482213438735,0.149910233393178,5549
2014-11-30,"Boone","IA","Boone",1434,1024,0.00490677134445535,0.0343434343434343,0.0987124463519313,8554
2014-11-30,"Nicholas","WV",,1435,948,0.025974025974026,0.0326797385620915,-0.113189897100094,15850
2014-11-30,"Winchester City","VA","Winchester",1436,1323,0,0.0184757505773672,0.0192604006163328,5310
2014-11-30,"Stephens","GA","Toccoa",1437,929,0.00215749730312837,0.0108813928182807,0.0299334811529933,6036
2014-11-30,"Randolph","IN",,1438,754,0,-0.00658761528326746,0.021680216802168,8523
2014-11-30,"Dickinson","MI","Iron Mountain",1439,774,-0.0140127388535032,-0.0312891113892365,-0.00769230769230769,10018
2014-11-30,"Cheboygan","MI",,1440,970,0.0041407867494824,0.0157068062827225,0.0862262038073908,7688
2014-11-30,"Coahoma","MS","Clarksdale",1441,889,0.00679501698754247,0.0136830102622577,-0.025219298245614,4096
2014-11-30,"Jefferson","ID","Idaho Falls",1442,966,0.0157728706624606,0.0309498399146211,0.0603732162458836,7034
2014-11-30,"Ouachita","AR","Camden",1443,777,-0.0139593908629442,-0.0275344180225282,0.00517464424320828,6060
2014-11-30,"Mille Lacs","MN",,1444,1203,-0.00824402308326463,-0.017156862745098,0.00417362270450751,6959
2014-11-30,"Benton","IA","Cedar Rapids",1445,1057,0.00284629981024668,0.0143953934740883,0.00379867046533713,7483
2014-11-30,"McNairy","TN",,1446,814,-0.00610500610500611,-0.00122699386503067,0.0476190476190476,14688
2014-11-30,"Hardin","TN",,1447,844,-0.0276497695852535,-0.0276497695852535,0.0255164034021871,20714
2014-11-30,"Chattooga","GA","Summerville",1448,830,0,-0.0246768507638073,-0.0177514792899408,4012
2014-11-30,"Franklin","KS","Kansas City",1449,910,-0.00109769484083425,0.0144927536231884,0.0224719101123596,6336
2014-11-30,"Cherokee","AL",,1450,1040,-0.0197926484448633,-0.031657355679702,-0.000960614793467819,5340
2014-11-30,"Cleburne","AR",,1451,1055,0.0144230769230769,0.0322896281800391,0.0252672497570457,6276
2014-11-30,"Charlevoix","MI",,1452,1074,0.0209125475285171,0.0729270729270729,0.274021352313167,20415
2014-11-30,"Posey","IN","Evansville",1453,1017,0.0190380761523046,0.0314401622718053,0.0303951367781155,8583
2014-11-30,"Brown","MN","New Ulm",1454,1172,0.0112165660051769,0.0200174064403829,0.0752293577981651,9506
2014-11-30,"Iosco","MI",,1455,832,0.00848484848484849,0.0109356014580802,0.00970873786407767,18359
2014-11-30,"Lyon","MN","Marshall",1456,1229,-0.0120578778135048,-0.0253766851704996,-0.0191540303272147,7414
2014-11-30,"White","TN",,1457,907,-0.00110132158590308,-0.0087431693989071,0.0225479143179256,8966
2014-11-30,"Clarke","AL",,1458,1036,0.0216962524654832,0.0625641025641026,0.116379310344828,8410
2014-11-30,"Union","OR","La Grande",1459,1200,-0.0163934426229508,-0.0139687756778965,0.0344827586206897,6525
2014-11-30,"Grayson","KY",,1460,890,-0.00112233445566779,0.0277136258660508,0.0495283018867924,2313
2014-11-30,"Decatur","IN","Greensburg",1461,1023,-0.00195121951219512,-0.0115942028985507,-0.00486381322957198,6925
2014-11-30,"Gladwin","MI",,1462,855,0.0178571428571429,0.0239520958083832,0.0313630880579011,5704
2014-11-30,"Fluvanna","VA","Charlottesville",1463,1361,0.00294767870302137,0.00889547813194959,0.00147167034584253,7384
2014-11-30,"Lee","VA",,1464,969,0.00623052959501558,0.0189274447949527,-0.036779324055666,6873
2014-11-30,"Johnson","AR",,1465,814,-0.00122699386503067,-0.0097323600973236,0.0187734668335419,7490
2014-11-30,"Montezuma","CO",,1466,1192,0.00675675675675676,0.0153321976149915,0.0267011197243755,7480
2014-11-30,"Audrain","MO","Mexico",1467,853,-0.00233918128654971,0,0.0130641330166271,6497
2014-11-30,"Tattnall","GA",,1468,982,-0.00607287449392712,0,0.048025613660619,3214
2014-11-30,"Seminole","OK",,1469,784,0.00384122919334187,0.0116129032258065,0.0467289719626168,6905
2014-11-30,"Shelby","TX",,1470,1059,0.0182692307692308,0.0474777448071217,0.0632530120481928,3813
2014-11-30,"Randolph","MO","Moberly",1471,849,0.00236127508854782,0.0192076830732293,0.0328467153284672,5871
2014-11-30,"Yates","NY",,1472,1501,0.00535833891493637,0.0231765507839127,0.0358868184955141,6295
2014-11-30,"Prentiss","MS",,1473,898,-0.0110132158590308,0.00335195530726257,-0.0249728555917481,6404
2014-11-30,"Tillamook","OR",,1474,1343,0.0151171579743008,0.045136186770428,0.0778491171749599,12187
2014-11-30,"Cass","NE","Omaha",1475,1267,0.00316706254948535,0.0111731843575419,0.0558333333333333,6228
2014-11-30,"Hart","GA",,1476,1087,0.00462107208872458,0.0111627906976744,0.00462107208872458,6108
2014-11-30,"Wasco","OR","City of The Dalles",1477,1243,-0.0111376292760541,0.00485044462409054,0.0551782682512733,5185
2014-11-30,"Luna","NM","Deming",1478,910,-0.0288153681963714,-0.0520833333333333,-0.0733197556008147,4012
2014-11-30,"Grady","GA",,1479,947,0.00105708245243129,0.00637619553666312,-0.0216942148760331,4344
2014-11-30,"Plymouth","IA",,1480,1015,0.00495049504950495,-0.0087890625,0.0902255639097744,7900
2014-11-30,"Woodford","KY","Lexington",1481,1482,0.0256055363321799,0.0578158458244111,-0.0481695568400771,947
2014-11-30,"Saline","IL","Harrisburg",1482,1160,0.00346020761245675,0.012216404886562,-0.0349417637271215,8563
2014-11-30,"Washington","FL",,1483,978,-0.00102145045965271,0,-0.0111223458038423,5510
2014-11-30,"Churchill","NV","Fallon",1484,1090,-0.00818926296633303,0.00925925925925926,0.00368324125230203,5212
2014-11-30,"Gillespie","TX","Fredericksburg",1485,1552,-0.00385109114249037,0.00258397932816538,0.0703448275862069,4034
2014-11-30,"Salem City","VA","Roanoke",1486,1158,0.00173010380622837,0.00346620450606586,0.0220653133274493,7997
2014-11-30,"Jasper","SC","Hilton Head Island",1487,1193,-0.00500417014178482,-0.0148637489677952,0.0293356341673857,4625
2014-11-30,"Milam","TX",,1488,1109,0.0100182149362477,0.0287569573283859,0.0861900097943193,4928
2014-11-30,"Lincoln","KY","Danville",1489,861,-0.0046242774566474,0.0058411214953271,0.0373493975903614,5587
2014-11-30,"Manistee","MI",,1490,876,0.0162412993039443,-0.0124013528748591,0.0618181818181818,10757
2014-11-30,"Hickman","TN","Nashville",1491,917,-0.00326086956521739,-0.00434310532030402,0.0338218714768884,6111
2014-11-30,"Hertford","NC",,1492,916,-0.0129310344827586,-0.026567481402763,-0.0378151260504202,2878
2014-11-30,"Grant","KY","Cincinnati",1493,974,-0.00102564102564103,-0.00713557594291539,-0.048828125,4340
2014-11-30,"White","IN",,1494,1027,-0.00194363459669582,-0.010597302504817,-0.0191021967526266,10054
2014-11-30,"Juniata","PA",,1495,1141,0.00884173297966401,0.00175592625109745,0.0604089219330855,4529
2014-11-30,"Poinsett","AR","Jonesboro",1496,714,0.015647226173542,0.0530973451327434,0.0408163265306122,6928
2014-11-30,"Fayette","TX",,1497,1238,0.0122649223221586,0.0333889816360601,0.0273858921161826,4693
2014-11-30,"Columbia","AR","Magnolia",1498,849,0.0119189511323004,0.0216606498194946,0.00951248513674197,4833
2014-11-30,"Taylor","KY","Campbellsville",1499,885,-0.00895856662933931,-0.0122767857142857,0.0160734787600459,5952
2014-11-30,"Martin","NC",,1500,898,-0.0207197382769902,-0.0507399577167019,-0.00773480662983425,5177
2014-11-30,"Waushara","WI",,1501,1094,0.0291627469426152,0.0448901623686724,-0.0223413762287757,6245
2014-11-30,"Winston","AL",,1502,1021,0.00591133004926108,0.000980392156862745,-0.0701275045537341,480
2014-11-30,"Dawson","NE","Lexington",1503,1046,-0.00664767331433998,0.0185004868549172,0.110403397027601,7885
2014-11-30,"Fredericksburg City","VA","Washington",1504,1465,0.00825877494838266,-0.000682128240109141,-0.043733681462141,5464
2014-11-30,"Fayette","IN","Connersville",1505,766,-0.00390117035110533,-0.00905562742561449,0.0145695364238411,7675
