"RegionName","City","State","Metro","CountyName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Villages of Palm Beach Lakes","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",146400,148300,150800,153100,156300,159200,160300,159800,161400,162800,163300,164000,164500,161700,159800,161500,162000,162300,162800,160600,157300,157300,159500,160400,162000,164300,165700,165900,166000,164400,162400,164300,168300,170200,169600,168300,166700,166900,167600,165000,162300,163300,166700,168500,167200,165900,167800,170600,172800,174400,176400,179500,183200,185600,187700,190500,190500,188000,186600,189600,192900,195200,197900,198200,197900,198800,198200,197700,202900,210900,218200,221400,222000,222300,221300,220800,221800,222800,224400,224800,224900,227900,232700,236100,237700,238000,237200,237700,240100,245400,253400,262200,268000,270500,272900,278300,286500,295500,307100,320900,333600,343900,351700,359400,369800,380100,387100,392200,399400,410100,421300,430500,438500,444500,449500,455200,459500,461400,464300,466400,465000,460900,456700,451800,444800,436500,428000,419800,414300,413300,408800,401900,396500,391300,384500,377300,368700,360300,352900,346700,340400,333100,326000,319400,312300,305600,298900,292400,286100,280500,275700,271500,263600,253800,245100,239400,235300,231500,227600,225500,226000,227000,227300,227000,227200,226700,224600,222500,222100,221400,220500,222000,223700,222300,219100,215400,210800,207200,205700,205000,204700,203900,201800,198800,195400,192400,190200,188400,187600,187800,187900,187100,186000,186400,187600,187200,186000,185900,187900,190500,193400,197400,202800,205200,205700,207700,212400,217000,222700,229700,235300,238000,240600,243700,249400,258900,267900,273800,279800,284700,286700,289100,291100,291700
"North Gateway","Phoenix","AZ","Phoenix","Maricopa",187500,188200,189600,190400,190800,193400,196000,197500,197700,197900,197900,196100,194500,194600,195300,195000,195100,196400,199600,203300,205800,208200,211300,213800,214700,214600,213700,213000,212100,211400,210500,210600,212400,215400,218900,222600,224200,225200,226600,228500,229200,228800,227700,227600,227600,226800,226200,228700,233700,238400,242100,246000,248300,249300,248400,245700,244700,246500,248000,247800,247900,248800,250700,253700,257900,261200,263600,264800,266200,269200,274200,278300,281000,281300,280200,278700,279600,281500,283400,286500,289900,290000,288400,289300,294000,297300,300200,304900,309100,309500,310900,316300,322800,329000,334500,338800,341000,344200,347900,352000,356300,364700,374100,381100,387100,395200,404600,413800,423800,437700,454000,468600,483300,498100,512000,525100,531900,533000,534300,537700,539600,540200,540700,542100,543400,544300,545500,545800,544800,543100,537900,531000,526400,522700,516800,512300,506900,496700,487600,481000,475100,467400,459900,450000,439600,433000,426400,412700,396300,384300,374500,362600,354200,352200,350300,344100,335100,323600,313900,309100,308200,307600,304300,300800,297800,295100,293300,292200,290400,289500,288200,285600,281100,277100,274800,272900,270300,269100,271800,274700,276000,276100,276700,277100,278900,282300,284800,286700,290600,295000,297600,302000,308700,315500,321100,326200,331200,336900,342100,344500,344900,344900,346300,349800,357600,365100,371700,378000,383600,385400,386900,390800,394600,395100,393000,393500,394400,393900,392300,392200,391100,389100,388900,390300
"Finn Hill","Kirkland","WA","Seattle","King",226300,224300,223000,223100,223200,222900,223700,225800,227600,230200,233200,236500,240600,244300,245600,246000,247400,249700,251200,253200,256400,259600,262900,267200,271000,275000,278100,280400,283100,285900,287200,289400,292000,294200,295700,296500,296000,296700,299300,304900,310200,312800,315300,319600,322300,322900,323200,323500,323700,324200,325300,323900,323700,327600,332800,336600,340900,344000,346100,348600,351400,353500,355200,356800,358400,360300,362200,363600,364500,366000,366700,367700,368800,368200,366800,366400,367500,370800,372200,371800,374300,377800,379900,382600,385800,387200,391300,396100,399500,400800,403800,405500,408000,411600,416400,419900,424300,430200,436400,441500,444100,446800,454100,462500,467500,470600,474500,480000,486200,493900,501800,510100,516800,521500,525600,532000,536800,542600,551200,559700,567500,577800,587200,594300,601100,606200,607100,608500,611300,611800,613200,620200,628200,631300,631400,634300,640800,645200,643300,638000,634000,633100,628500,616400,604100,599500,597200,591400,587800,587700,584400,578400,575500,575000,573200,568100,561800,555300,550000,547600,542500,535500,531900,532000,530300,528400,524900,525100,528000,526500,519300,512600,506700,500400,496400,495700,495100,492500,489500,487900,486600,483100,478500,476900,477200,481100,488000,491800,491200,493100,496400,498700,500100,502300,503700,504300,506700,511800,518700,526600,532600,533900,538100,547900,556000,560700,569700,577000,581200,585200,590200,591600,595700,602100,610600,612400,612300,617300,627300,632600,635700,634500,631800,631100
"Creekside - Wagner","Stockton","CA","Stockton","San Joaquin",163200,161100,160200,159800,159000,158000,157900,157800,156600,154700,153500,153300,153500,153700,153700,153000,151700,151100,151400,152600,154400,155900,159300,163300,164800,164500,165200,165800,166700,167400,167500,168700,169500,169100,168700,169200,169500,169800,171400,173400,174100,173900,173500,173600,175500,178500,181100,183700,185700,187200,188900,191700,194900,198000,200400,202100,203700,205700,207700,210300,214300,218800,222400,224800,227000,229200,232100,235300,238800,241500,243500,245600,248000,249500,251200,254400,259900,265200,268100,268800,270500,273500,276300,278200,280700,282200,281600,281500,283500,286700,290500,294000,296900,301400,306200,310200,315700,324100,333000,342000,351400,361000,371300,384200,397000,407100,416300,427200,437000,446300,457000,465000,468100,470800,475200,477900,478000,477200,477600,480300,483700,486100,486500,483700,480100,474700,466900,460100,454300,447500,440700,433200,427700,426600,426600,424300,418100,410200,403900,397300,387600,376800,366000,354400,338900,321900,308000,297700,289500,281800,273700,266600,262800,261800,260900,258000,255800,253100,248700,244300,240800,237200,233300,230500,228300,224700,221200,219900,219200,217100,213800,210200,207800,208100,210400,210400,208700,209000,208800,205600,200800,194500,188300,184900,183900,182900,181500,180200,178900,178000,176900,175300,174900,177400,180800,183300,184700,187100,189800,191700,192800,193600,196400,202400,209000,214800,221300,228800,234600,237400,238900,241000,243700,246200,247700,249800,252800,256900,261100,263600,264600,265500,267100,268800
"St.Johns","Portland","OR","Portland","Multnomah",126800,125800,125000,125200,125500,125500,126100,126800,127500,128200,130000,131600,132600,133500,135900,137400,137200,137100,137800,138600,140100,141100,141900,143500,145600,146200,145100,144800,146300,147400,147700,149700,152300,153100,152200,151800,153500,155500,156200,157500,159300,160400,160400,159600,159400,160900,162100,162200,162300,162900,163800,163100,162500,162800,163700,163600,162400,162500,163600,163300,161800,161900,162700,163500,162900,163100,163800,164500,164800,165400,166600,169300,171800,172300,172000,172800,175700,178400,180600,183000,185500,186300,187200,188500,190100,192200,194600,197100,198900,198900,198400,198500,199100,199700,200700,201900,204300,208700,213100,215500,216600,218700,221100,224300,227800,231600,235300,239200,241800,243300,246000,249900,254300,259000,263300,266900,269700,273000,276000,279300,282300,283500,282500,283300,283900,285500,288900,291000,291100,292500,295900,298600,298900,296300,294400,294000,295100,295700,295000,295900,300100,301300,299800,297400,295300,294900,298600,299600,298700,295100,291300,286900,284200,283200,280100,273200,270100,273200,275600,276300,276400,276400,276400,276800,275500,272400,269400,270700,272900,272200,270100,269500,268900,268400,268100,269200,270400,269900,267400,265000,262000,258300,253100,247900,242800,240300,239900,239400,237000,236000,236800,238600,241600,244600,247300,249800,252900,257300,260500,260700,261200,265800,271400,274600,275200,275800,276200,278600,283800,286800,287500,289000,289900,289500,293700,299900,302900,305700,309900,310300,310300,312500,314900,316500
"Lincoln Heights","Spokane","WA","Spokane","Spokane",126500,125700,125000,124900,125100,125000,124800,124400,124100,123800,123400,122900,122800,123000,122700,122000,122100,122300,122500,123100,124500,125300,125700,126600,127300,126800,126600,126900,126900,126900,127000,127000,128100,128800,128900,129100,130000,130700,131400,131600,130500,130000,130700,131100,131100,131900,132700,133300,133000,132600,132500,132500,132700,132700,132000,131200,130500,130000,130100,130500,130800,131300,132000,131700,131200,131200,132100,133000,133700,134000,134500,134800,135300,135500,135700,136100,136200,136100,135800,136200,136900,137100,136400,136300,137500,139700,141200,142300,144000,145400,146300,146800,147100,148100,150100,151700,152200,151800,151500,152800,155200,158000,160600,163200,165800,168400,170000,170700,171600,173700,176100,178200,179800,181400,183200,185900,188500,189800,191400,194900,198300,201100,205400,209800,213500,217000,220400,222200,222900,223000,224400,226600,228300,228300,227300,226500,224800,222400,220300,219300,217900,218300,218900,217600,215900,215800,214600,213000,212700,212400,210700,207800,206800,207400,207500,207000,207800,208500,208600,208100,208700,209700,210900,212000,212900,211900,210400,208900,207200,205800,205600,204800,203000,201200,200000,199000,198300,197800,196400,194700,194300,194600,193900,192000,189200,186600,184900,183700,183000,183300,183600,182700,181800,181400,181500,181900,182100,183400,185300,186400,186900,186700,185800,185400,185600,186300,187400,189300,192200,193500,193300,194000,194500,193700,195200,200000,201100,198300,196800,197600,197600,197800,198800,200000
"North Clairemont","San Diego","CA","San Diego","San Diego",210900,205600,201400,199100,199200,199300,198100,195800,192700,191500,193700,195800,196900,199400,202600,203100,202300,203800,206800,208700,211400,216700,221300,226100,229900,233700,236900,238700,237600,237100,239500,245200,250800,251700,251500,253500,256400,261400,269500,277400,282900,288900,294700,298300,300400,305400,311900,316400,320700,326200,332500,337500,340200,341400,341900,342800,347200,354900,362100,368000,371100,369800,366200,364900,367500,371700,378200,387000,391500,388800,383600,381400,384900,394300,405400,419700,431500,435800,439000,447500,456200,462200,469700,481100,495600,503200,504900,502400,506400,516800,531800,543900,556200,570400,587900,601800,612900,623500,636600,653000,671400,682800,687300,688000,689200,689700,685400,682700,688300,698900,702200,701900,703500,705100,701600,700200,704300,707200,708600,714000,714800,706500,693400,680900,672300,671300,668500,666100,669000,669400,664800,658100,650600,647000,653600,663300,665000,661200,659000,655500,645300,637300,630700,625000,615000,604500,597300,594400,589100,589900,594600,589800,584200,587300,596500,599000,595400,589300,587700,582400,576600,568400,560900,559200,558300,556000,561500,569300,572800,576500,579700,580900,582700,582400,576400,565500,555100,549400,542600,535100,537000,542900,545400,547400,553600,556900,558600,560000,561200,562900,564500,565100,565600,566900,565700,564200,562300,563000,570300,583900,598000,605600,608700,615800,625100,635900,647400,662300,672100,677300,683100,695300,702900,704200,700200,695000,690900,689100,683500,675100,666500,663700,668200,675000
"Chimney Lakes","Jacksonville","FL","Jacksonville","Duval",141400,138100,136400,136600,135300,133200,133200,134300,134100,133100,132200,131100,130800,131200,130700,128700,127800,128700,128600,127500,127300,128000,128700,129100,129300,129100,128000,127300,128400,130100,129500,128700,129300,130500,130200,130800,132600,136400,140100,143300,145900,147500,148100,148700,148900,150700,153100,154000,154700,154400,153600,154200,156300,156700,158200,160600,162700,163100,164300,166000,167900,169500,170800,171100,171100,173100,176300,178400,179900,181400,183000,184200,184500,184500,186000,187500,188100,189200,190300,191500,193500,195800,197000,197900,199900,203800,206500,206900,207000,207300,207600,208900,209700,210300,211600,213600,214800,215600,217600,220900,224400,227600,229900,230800,232200,234500,237400,240300,244000,247300,250800,254900,259000,262000,266500,271300,274500,277000,280100,283700,286200,288800,292400,296900,301900,306300,308300,309400,311100,311800,311500,310400,308300,304300,297900,291400,287600,285300,283100,280400,275800,271200,267800,263900,260700,258700,256600,253700,249000,244000,240600,238700,237800,237700,236700,235100,232600,229100,227200,226400,224300,221100,218100,215100,213600,212200,209400,208100,208200,209000,210000,210600,209400,207600,206900,206500,204800,203000,201800,199000,197400,196600,194500,191700,189900,188000,185800,184400,184000,183900,183800,183500,182600,182200,181300,180600,181400,182800,182600,181800,181700,181900,182800,185200,187900,190700,194400,197800,199800,201700,203500,204900,207000,208900,210400,211600,212300,211900,209500,207500,207700,209100,210300,211800
"Upper Eastside","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",523300,523300,513600,509900,508600,499400,489700,487200,485200,484700,481200,472400,458300,453600,452800,449000,443000,443900,447900,446500,437400,431800,432700,433500,436700,443000,445800,448100,452000,454300,455800,454900,454000,455900,459400,461000,462200,463600,471100,473800,471000,467200,470700,477300,486000,494200,503500,508500,510500,513400,513200,512500,520900,539800,555900,566800,577500,585800,592700,603600,611900,614200,624100,634700,637200,636700,641600,646500,653700,662300,669300,684500,709200,727000,734100,754400,781800,793000,787800,785000,792000,808100,826600,839700,850100,865000,874100,878200,892400,912300,920800,930600,945300,951800,954900,960400,960900,958900,962400,972100,982000,1002500,1034700,1069900,1097600,1119200,1140200,1161900,1184000,1217200,1257400,1288700,1304900,1329400,1360200,1391400,1401800,1416600,1434900,1451600,1459700,1481000,1515500,1534900,1524800,1497200,1492800,1506300,1525400,1540100,1550900,1546200,1537900,1524800,1519700,1518600,1527600,1540700,1544800,1522700,1505800,1495800,1481700,1453000,1426800,1407300,1384400,1361700,1340300,1310600,1282400,1266100,1271600,1284300,1284800,1282900,1294600,1289500,1264700,1248300,1249600,1267100,1285300,1287200,1253700,1217000,1201300,1200900,1202300,1222400,1247400,1257300,1257300,1258200,1248800,1225500,1210600,1214200,1219600,1226200,1231500,1226000,1225200,1241700,1261600,1266500,1261400,1273700,1295700,1300100,1299400,1306800,1311100,1319500,1336500,1364400,1388600,1402500,1411600,1424800,1433600,1447300,1476000,1512300,1535800,1552700,1559900,1554800,1556100,1563100,1574600,1602400,1642100,1664000,1678700,1704800,1744200,1745400,1713200,1694800,1709500,1727900,1748800,1771000
"Shadyside","Pittsburgh","PA","Pittsburgh","Allegheny",248900,248500,251300,254800,256600,258700,259600,258200,257500,258500,257800,256900,258900,259500,256900,256000,257100,257600,256700,256400,256600,257400,258400,258500,258000,259200,262100,264000,265300,267200,270500,274600,278300,281200,283300,284200,284100,285000,286200,285900,285300,284400,284700,285900,285600,284700,286500,288600,289500,289800,290000,292000,294400,295800,298500,302300,305900,309100,311100,312700,315800,320100,322500,324700,326700,328600,329600,330800,333000,335600,336400,337300,339900,340500,340600,339900,339900,340600,342000,342100,341900,342200,343800,346700,349900,353200,356100,359100,360700,362100,363700,364900,365000,365700,367300,369300,370000,370600,372600,375700,378300,379800,378400,376800,379200,383100,386200,386800,385500,386000,388500,388500,388900,392400,397700,402600,405700,407600,409000,411000,413400,413800,412200,411000,410800,411300,412000,412700,411900,411700,414100,416800,417600,418100,418300,420700,425200,428000,428900,431200,434000,434600,432300,430100,431000,433400,437100,440900,443300,443600,444000,445600,448500,450900,452600,454600,457800,461000,464200,466200,467600,469200,471800,472500,470300,467800,467600,468000,469500,471400,472200,472700,474200,473400,470400,467800,466000,466400,467600,470000,473500,475500,474400,474500,477300,480600,483300,485400,490600,497600,503000,504400,504700,505700,508900,511900,509800,508100,511400,518800,523800,524400,523800,525900,525700,525200,526800,526400,524500,529900,536100,541400,548600,559300,568500,577200,581700,588600,598100,608000,617300,627000,636400,645800
"Georgetown","Washington","DC","Washington","District of Columbia",,,,,,,,,,,,,,,,,810400,813000,812800,817800,827800,835100,837900,840800,843600,847900,855700,865100,871600,877100,883100,888700,897800,909900,920000,929200,940800,952600,962800,970000,975500,984600,996800,1007700,1019600,1034900,1053900,1075700,1095800,1111800,1125100,1138000,1152400,1162500,1167400,1175300,1185300,1194200,1205800,1219500,1240000,1266900,1297300,1330600,1362000,1390800,1422000,1448200,1466700,1483900,1497600,1511000,1529100,1554000,1579300,1600300,1621400,1642500,1662400,1688600,1718600,1741400,1762100,1782000,1795900,1805600,1816600,1833300,1854000,1878900,1904900,1925500,1940800,1964700,1996400,2023400,2043500,2066300,2096800,2129300,2162300,2196600,2224500,2246600,2272100,2300200,2322100,2341400,2361700,2384100,2407200,2426200,2436900,2442000,2452300,2468400,2478600,2483300,2491200,2500600,2506400,2510400,2507600,2500700,2495400,2493700,2495200,2499100,2502100,2504100,2508000,2513600,2521100,2522400,2522900,2526600,2526400,2516900,2513400,2521100,2525700,2516300,2503200,2495100,2485100,2479200,2481500,2482000,2472300,2466000,2466700,2468800,2472600,2473500,2477900,2491600,2513600,2525500,2527900,2524900,2546600,2590200,2621300,2620800,2621400,2634000,2639900,2640000,2644900,2653800,2657900,2662700,2657100,2638600,2612700,2596600,2587400,2586500,2582800,2582300,2586700,2593900,2594100,2595500,2593200,2592200,2596500,2606000,2612700,2619100,2627600,2642200,2651700,2648700,2647400,2660400,2681700,2697200,2709900,2724800,2745000,2757900,2763100,2774400,2794100,2809700,2824400,2845100,2860400,2872200,2883800,2894800,2904300,2921300,2950700,2933100,2882900,2860700,2862700,2853200,2861800,2873600,2870800,2864500
"Beverly Glen","Los Angeles","CA","Los Angeles","Los Angeles",1658300,1688900,1715200,1723900,1731600,1750200,1767800,1777400,1779400,1783300,1792400,1797200,1794100,1792300,1788600,1786100,1791900,1800900,1801400,1798900,1800000,1809200,1823300,1833700,1836300,1837900,1847900,1863700,1872100,1872200,1877500,1881300,1879500,1877700,1878700,1879200,1882900,1883800,1887900,1895700,1899300,1898200,1899500,1908100,1924400,1941400,1952900,1963900,1968800,1971600,1976000,1984100,1989500,1994100,1999800,2008900,2012200,2019400,2033300,2043500,2046100,2050600,2052100,2055000,2061400,2065900,2067500,2073100,2082700,2085900,2084800,2091500,2102600,2107300,2110200,2112200,2116900,2127200,2142100,2158000,2177200,2196900,2215800,2232300,2247800,2260100,2275400,2289500,2302400,2321400,2345300,2362000,2375400,2397400,2418300,2434800,2456900,2497000,2540300,2584000,2625700,2664800,2700300,2734100,2767500,2803400,2839200,2876100,2907200,2920000,2920400,2931800,2950500,2968000,2986700,3014500,3041500,3050400,3061300,3074800,3097600,3126400,3161800,3196200,3236600,3255900,3251000,3240200,3228800,3221300,3222600,3230800,3241600,3264200,3283200,3283200,3272400,3275300,3283200,3280900,3269400,3263000,3260600,3251600,3228700,3204900,3188300,3167800,3148800,3125600,3097500,3070500,3054900,3036800,3013200,2990500,2973700,2951300,2921800,2887200,2854300,2843900,2855100,2871100,2903700,2952600,2975600,2968400,2957700,2943500,2937300,2940300,2931400,2915200,2919400,2940500,2949400,2937300,2926000,2916800,2897900,2882600,2881900,2900600,2929200,2948700,2959500,2969900,2980600,2990200,3006100,3020200,3031900,3048800,3063600,3075900,3101300,3144600,3188900,3230800,3253600,3282900,3345000,3401000,3413100,3425200,3455500,3485400,3522000,3563900,3574500,3564900,3568100,3582000,3577900,3660900,3858600,4049900,4177800,4297700,4387100,4434700,4485200,4532300
"Western Branch South","Chesapeake","VA","Virginia Beach","Chesapeake City",208400,211300,213800,214500,214100,214000,213900,214100,213000,211400,209800,208700,208600,208200,207500,207900,207900,206700,206400,207100,210600,215600,219100,221200,223100,223600,225000,226600,226700,226500,229000,231500,231600,231400,231500,230600,228300,225800,223800,223000,222500,223600,226400,228700,228700,229300,230900,231800,232600,234500,235800,235500,234500,233900,234400,235100,235900,237600,240500,242800,244200,244900,245300,245900,246600,247000,247100,247800,249100,249900,250000,250300,251600,253800,256300,258200,261100,263600,265000,266200,268600,272300,277800,283600,287500,290900,294100,298100,304200,310200,312800,314700,318700,323400,327800,332000,335700,339200,343500,349800,357000,364800,372900,380600,387900,394500,400100,405600,412500,421100,431300,441200,449000,456700,464400,470600,474500,477900,480300,483200,486900,489700,492500,495300,496400,495700,494100,492500,489800,487200,485900,485400,485100,486600,487200,484300,480600,476900,474900,475800,478300,478700,477700,477600,475800,468800,458400,450300,443400,436900,432000,428500,424100,418600,413000,407700,404200,402000,400500,399200,398500,398000,397400,395600,393400,392400,391500,389200,387300,386200,385100,384200,383200,382200,381100,379600,378300,377300,376400,374800,372700,371300,370700,369700,368000,366800,366000,365400,365300,366200,366300,366400,366600,366400,364900,363800,363800,363400,361800,361400,363000,364700,366200,367200,368000,369500,372100,373800,375500,378300,380200,379800,378200,376400,375300,375800,377100,378700,380800,382800,384000,385300,386900,388500
"Greater Wythe","Hampton","VA","Virginia Beach","Hampton City",132500,128300,127400,130400,133000,132300,130900,130900,130700,129300,129300,131400,133600,134800,135100,134200,133600,134200,135500,137000,137600,136700,136100,137300,138800,139600,139800,140400,140700,141600,142100,142400,144900,147900,148100,147100,147400,147500,148400,147700,145300,144000,144500,144400,144100,144300,145100,145600,145700,146600,149000,150600,150500,150100,151300,153600,154800,154300,153000,152500,153900,156700,157400,157200,158500,161800,163100,162400,162700,166700,170900,173700,175400,174400,171600,170700,172300,172000,172000,173300,174000,174300,176000,177000,178300,181800,184400,183600,181800,181200,181400,182600,184400,184900,185900,188700,191700,194700,200400,208200,215900,223000,229500,234000,236500,237800,238300,241100,245600,247600,248700,253000,259100,264500,269600,274200,279300,284200,289300,293700,295400,297500,301800,304400,304000,301200,297000,294300,293900,293300,292000,290700,290900,291800,291500,290700,292900,297500,302800,306200,306500,306200,308500,313800,318600,320700,318500,313400,305500,300000,295500,292000,293000,299800,303200,298600,291800,287500,287800,293700,300300,302500,303300,306900,307900,304900,299500,294900,292000,292900,292200,289000,286300,285400,285700,284000,279800,274400,274300,276000,276500,273400,271400,269700,268700,266000,262800,261900,262300,263800,263200,258800,253400,250800,249100,246800,245400,246700,248000,246400,244800,243400,241700,240300,239400,239000,240700,242700,243700,243600,242300,241600,243200,246100,249700,257700,268600,276900,279500,279200,277900,279300,282600,285000
"Miramar Ranch North","San Diego","CA","San Diego","San Diego",342000,337900,336700,338600,339000,334900,329200,324300,324600,329500,332700,333500,335000,338200,338200,336400,337400,345700,354300,359800,365300,375100,383700,389400,393100,397400,400400,403100,405200,406900,408800,413300,416900,417600,418000,419200,422300,427900,434100,440600,447700,454200,457800,461300,465200,471100,478500,485800,494900,507400,518800,527500,535500,540400,546900,555500,564600,575800,589800,599700,603900,607300,614300,617900,616100,613400,613800,616500,620200,621400,622500,624900,627900,631900,640300,653700,669600,687200,702000,712000,716000,716700,716300,718500,722800,727200,731400,735700,741700,748900,760200,773900,789700,807800,831500,860800,889700,909400,921100,932100,941800,948400,951300,953700,959000,967300,972600,974300,972000,969800,969200,969600,970300,975100,981100,984100,982400,983200,982200,977300,974300,975600,975900,975600,976600,976800,976300,974300,972100,964400,954900,946300,944300,943600,942700,942500,943700,938700,932200,927900,919900,905900,886500,863900,843300,829700,819300,808400,793800,781700,774400,770500,769200,770900,776600,785600,790700,790500,791100,792700,795900,799600,801600,801000,799600,800000,803200,806900,808900,808300,804500,801500,802700,803800,800600,798900,802800,805800,804500,800700,796100,791900,789300,785200,780900,780000,783100,784100,782300,780200,782800,785700,787800,790600,791900,791900,793500,796500,799500,803200,808100,817200,827500,839200,852600,869600,892400,914600,926200,930100,930300,929800,930600,932000,933700,939600,948300,952400,948700,945500,946000,947600,950100,953400
"Somerset","Bellevue","WA","Seattle","King",328500,323600,320100,318600,318900,320900,324000,326700,329100,331700,334600,337900,342600,347600,351400,354600,357900,361300,364000,366000,367800,369800,373800,378300,381900,385800,390400,393300,395900,399200,400700,403400,409200,415900,420300,423200,425700,428600,430400,430400,430300,429700,431100,435900,441700,446200,450100,452300,452700,454500,460000,465500,468700,471600,474800,476300,477600,478700,480300,484000,489500,493000,495000,498100,499700,500100,502000,504700,506100,505800,503300,502400,504800,509600,515300,523200,529400,532000,529800,525600,523500,525100,528200,530400,530900,529600,528300,525700,523600,524600,530400,538400,544900,551000,559000,567800,575300,578000,577900,581600,589000,596300,604900,614600,622100,625800,629800,639300,652200,665700,676600,684900,694900,707200,716800,724000,732800,743100,750800,753200,755700,764100,775500,785200,792600,800600,810300,819900,828100,834700,841800,848400,853000,855300,859500,862200,865900,865600,858900,847000,837600,830000,822100,814600,810200,808400,806500,804200,801100,796600,789000,778500,770700,765700,762100,756600,746100,732500,720700,710900,700500,691800,686600,687200,689900,691000,690100,689100,687100,684800,681100,677800,675600,674900,673500,672800,673900,675900,676200,676700,680100,685000,687700,689000,690000,691900,694800,696900,695600,694000,695000,697300,698600,702300,711300,722500,730700,735400,744100,755900,763000,767400,774600,780200,785400,792200,798700,803600,808800,816500,826500,835500,841800,846500,848700,853600,863500,871300,872900,876700,883400,888600,893100,897800
"The Fan","Richmond","VA","Richmond","Richmond City",,,,,,,,,,,265700,270700,275600,282600,287700,288200,284500,281200,276800,272000,269500,267300,266000,270600,279500,283500,286800,292300,297100,299700,303600,309300,315500,318400,320200,323500,329500,334000,334400,330900,330700,332300,334300,339200,346100,345400,341500,344500,349700,354200,362900,374500,383700,388900,390900,397900,409600,418300,423900,426800,431900,440900,453000,458000,458800,455200,454700,454900,455000,454000,453800,457000,463400,468000,466100,468100,474000,482900,488500,495400,502300,512400,520700,526000,528100,534000,547500,561300,566700,569500,575800,580300,582300,586700,597300,608700,614200,614400,613200,615400,621400,626700,629100,627800,625500,626500,630700,635500,643700,652900,659200,661000,662100,667200,679300,692700,702400,707100,712000,718600,724700,727000,730100,736100,743200,746500,745900,746800,752500,756700,755900,755900,758900,762600,762800,760700,759300,758700,758300,762200,772400,783000,788500,784800,778700,771200,765100,764300,764600,761700,759000,752500,740300,730600,723200,714900,708500,707700,708100,703000,696400,695200,694300,690500,683600,677100,675200,678200,678200,675300,672900,672900,674200,676600,677400,678600,681000,682600,680200,679600,679500,676800,675300,676600,675900,674500,675600,677800,679300,681400,685800,687900,688500,690600,693500,696600,698600,697600,695700,694600,694700,698000,704000,707800,706500,705800,703500,702300,708900,718100,722800,724300,723000,718100,711300,710700,723000,741500,755700,761100,765500,769500,772000,773100
