"RegionName","City","State","Metro","CountyName","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",50.6582,56.1909,57.6077,56.4262,52.0329,49.8542,45.6906,42.1465,42.6182,38.6439,33.6085,36.8874,44.6437,48.4111,50.4971,43.2936,48.8263,46.695,42.7665,42.2145,40.4641,39.0294,35.9795,39.298,37.3413,39.8212,41.0464,40.3042,42.823,45.9528,43.699,40.4642,41.8655,35.119,36.8471,32.3741,32.1672,32.7883,34.6526,35.8657,39.569,40.2534,39.5248,38.0615,36.0656,33.8286,29.5363,12.6534,27.6894,33.8873,37.6195,34.0677,40.8273,40.255,36.6733
"Paradise","Las Vegas","NV","Las Vegas","Clark",19.2532,21.8557,27.8085,32.0029,35.8744,37.53,36.4537,33.9234,37.1889,31.5059,27.3275,29.9265,29.4624,29.0023,32.1724,25.3125,29.1092,28.8288,26.283,28.751,26.0747,23.819,20.0078,18.7554,15.3071,13.6364,13.1113,13.472,14.2257,14.5998,15.292,14.6488,15.654,14.4322,14.8122,13.0548,11.4499,12.0582,13.2567,18.3292,22.4595,24.8125,24.5062,26.3085,26.8608,26.442,26.335,10.983,19.3647,23.7944,27.9164,29.7115,30.8511,31.5822,29.1262
"Maryvale","Phoenix","AZ","Phoenix","Maricopa",25.8581,32.014,39.8637,39.6799,41.5789,41.7015,39.2839,36.0998,35.5431,30.2192,25.2252,25.2673,20.3105,15.4358,15.3462,13.1449,11.4544,11.5108,12.6739,13.6651,12.7511,11.1319,10.5018,8.4469,8.7324,11.4074,12.8205,18.1818,19.0328,22.6772,24.7818,22.5256,21.8391,20.5082,17.8333,17.3077,21.6495,19.4605,21.1429,29.4915,27.9035,38.1429,42.1196,40.7303,38.8594,36.8421,37.0725,15.7353,24.024,30.2721,33.1804,34.697,36.3497,38.0117,34.3305
"Upper West Side","New York","NY","New York","New York",20.1741,27.7076,29.1628,30.0699,29.8997,32.4251,31.9688,32.7368,28.5005,19.4175,15.2621,19.4684,21.4556,22.3354,22.1354,19.0661,26.4948,22.7879,23.2078,25.067,21.3731,20.0963,21.519,21.226,23.1871,23.4269,22.7862,20.9302,20.1264,17.2308,17.1149,14.5688,13.7128,12.8032,13.0703,12.3123,12.5767,12.709,12.7103,12.9771,15.0905,14.5383,13.2394,13.4106,11.7117,11.7378,14.9434,5.4785,10.6278,12.5533,16.9014,17.5113,18.108,20.6691,19.3683
"South Los Angeles","Los Angeles","CA","Los Angeles","Los Angeles",23.1343,24.0484,28.2051,33.3333,32.5383,30.3957,30.6338,31.3131,33.1046,32.3052,27.7213,31.0016,30.1056,29.0572,31.2402,26.491,37.4194,37.4593,31.9885,32.0724,31.7324,30,28.8889,31.1304,28.4192,28,25.6654,26.8102,21.9844,22.9039,21.8884,21.1302,19.3277,18.6969,21.4854,16.6205,21.8289,27.3481,25.0737,23.0088,27.673,26.3975,29.1525,29.304,25.7764,24.6006,21.4876,10.8974,17.9811,23.053,26.1765,24.5223,23.1034,26.0586,20.4545
"Sherman Oaks","Los Angeles","CA","Los Angeles","Los Angeles",29.0272,33.3596,38.2545,40.683,41.2795,41.5922,37.7946,34.2489,34.0444,32,26.971,31.2704,36.2212,36.8169,36.785,29.9904,38.883,40.0215,39.5616,33.7472,34.5165,32.6923,29.3706,26.9962,24.7175,24.4713,21.2168,20.9732,21.7172,23.6036,21.9557,20.1814,19.3023,16.5975,19.057,16.9091,16.8081,16.8614,20.2055,26.5677,28.6972,30.4348,30.7832,31.7021,32.3829,30.0971,26.5239,14.8837,28.2844,33.5777,37.0904,40.1575,38.9041,39.1123,33.5907
"Upper East Side","New York","NY","New York","New York",19.7189,27.9936,28.7664,29.3567,28.1538,29.1257,29.8767,28.8587,27.2451,22.05,19.2,24.9734,27.1516,26.6367,24.9464,21.3668,27.5102,24.7639,25.3247,25.8278,22.7038,25.3684,24.2334,22.404,23.152,25.8316,25.8242,23.7825,22.4946,21.972,22.9592,21.3675,18.125,16.0643,14.1618,12.6554,12.7865,13.0999,12.5926,11.1455,14.3885,16.25,12.7557,14.4699,13.0667,13.5021,18.4077,6.5531,10.8167,13.3788,18.5201,17.9721,20.4545,23.9556,23.4579
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",15.7332,15.47,21.2468,25.4991,28.8732,31.7708,31.8088,28.8184,36.4887,31.1387,26.542,28.7284,26.7368,26.6904,29.3319,26.6282,31.1957,30.1081,27.5462,28.8325,25.1211,23.1476,18.3414,15.8001,14.4917,13.0466,11.3176,10.8696,14.1374,12.543,14.8416,12.2669,14.0673,12.3482,13.0879,14.5361,14.1393,15.9878,14.5455,17.443,20.804,23.9654,25.2319,25.5,26.5683,24.7359,25.1941,9.4774,18.4475,21.2921,24.2188,27.8626,27.881,31.0473,27.9359
"East New York","New York","NY","New York","Kings",15.655,19.1597,18.3908,20.2899,18.7123,17.8218,18.5682,16.1765,16.7076,13.7019,13.1696,20.6799,20.1102,20.0477,19.656,18.2635,21.9219,17.3502,13.9241,13.5762,13.7584,14.511,16,15.6364,13.3333,13.2616,13.7931,12.7413,13.6929,14.6245,12.7389,12.5,16.0656,15.8228,17.0279,17.1254,12.3077,11.336,9.9138,8.1448,8.427,13.7056,10.0386,10.7807,10.6267,11.2219,9.7561,4,6.5789,7.8498,9.2369,7.8358,8.1395,9.7872,9.607
"Southeast Los Angeles","Los Angeles","CA","Los Angeles","Los Angeles",20.6977,24.263,28.6041,31.8396,31.1659,31.6514,29.0323,30.8235,27.3973,29.9145,25.3968,30.6889,31.5315,30.3609,30.2714,22.1402,31.0195,32.809,30.8316,35.5658,31.3679,32.4645,31.1213,29.1771,26.4305,25.8242,24.2165,24.1692,22.508,22.0183,19.7802,19.2771,18.9831,22.0974,21.3287,17.5676,15.0943,15.9664,19.0265,24.424,29.0816,29.902,29.9539,26.4423,24.8848,26.0465,26.9912,8.6364,17.3516,18.7793,22.2222,23.1132,25.7919,22.5,20.0837
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",17.5696,19.845,25.8273,29.9825,32.3872,35.077,33.6761,31.189,37.8471,32.8358,29.2486,31.2459,31.4678,29.9744,33.1646,27.91,32.0215,31.1531,27.2086,25.6616,23.7288,21.6374,17.9968,15.4967,13.2542,12.2317,13.15,12.5321,13.714,14.3935,14.8885,12.3888,13.0064,12.119,13.0631,12.6241,14.3066,14.6395,15.8838,18.564,20.7927,24.1212,26.4758,28.3056,31.1688,28.33,27.2973,11.7647,20.9025,24.8344,27.3043,30.5663,30.6323,32.1539,31.1097
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",35.7208,40.7136,47.0127,49.3596,48.9202,51.5827,50.1786,47.0641,45.4945,39.9743,33.6574,33.461,32.3642,28.1717,28.7699,25.778,25.1977,22.8406,21.3762,22.5116,22.7848,20.0504,17.7289,15.6089,14.5631,15.7115,16.7508,18.9084,21.7047,23.7805,23.9019,25.6861,27.9762,25.459,23.8824,23.1043,23.6559,25.9259,29.611,33.2963,40.2582,46.6447,45.8963,44.2604,42.4437,42.3232,46.4083,23.8095,38.676,44.4033,45.8294,47.2892,46.6382,49.413,45
"Astoria","New York","NY","New York","Queens",13.079,15.4995,13.0396,15.1481,14.752,15.1394,13.3333,12.5369,11.6379,9.3185,9.6916,17.0886,20.915,22.6537,20.5128,15.903,20.0573,19.1781,18.1319,17.4785,16.129,9.4395,10.1064,11.5385,9.3985,11.9342,13.9303,13.1707,14.4628,14.4487,18.8073,14.7783,12.7907,11.4458,12.2995,15.3285,16.5354,16.0714,8.3333,11.4286,18.8119,17.9487,14.0625,15.9292,11.7647,7.4627,7.4689,3.2922,7.6271,12.8099,11.2,12.8906,11.2,11.2033,9.0909
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",38.8549,41.5215,45.6245,48.8333,50.8885,51.4368,50.2936,48.2282,44.9495,38.6738,33.4784,35.3903,33.364,30.8333,29.5739,23.6781,26.3506,26.2304,25.6438,26.0844,24.1379,23.1203,21.9041,23.132,24.0953,23.9787,23.2044,28.7054,31.6759,33.5437,32.4048,29.6188,34.2421,32.2513,33.018,27.4081,27.8122,30.5704,32.1462,39.1928,45.2335,47.5536,47.7941,46.3415,48.4115,50.683,52.008,25.968,42.4585,47.6881,50.8065,51.7217,52.0314,51.4674,48.1865
"North Mountain","Phoenix","AZ","Phoenix","Maricopa",35.9366,40.3422,45.4443,48.9762,51.0968,50.6004,48.7208,47.6376,46.4965,41.1176,34.3291,34.1158,33.7522,31.2539,31.9289,26.5847,28.0546,28.3968,24.91,25.372,23.4177,22.3325,22.3923,22.8409,22.7047,26.4151,26.4741,28.886,30.7398,34.414,33.121,30.7796,34.0942,33.6795,30.5249,29.932,31.6369,32.1762,32.5269,38.6973,42.0635,50.365,45.7998,44.9938,48.3871,49.8945,50.0492,24.532,41.4585,46.3102,48.5746,46.3606,45.9732,46.6976,42.8737
"Washington Heights","New York","NY","New York","New York",23.8971,38.5281,38.9381,36.3229,29.386,27.6786,33.1754,40.3061,41.7112,39.2344,31.3901,34.1709,27.4194,21.2121,26.9504,22.7273,24.3243,29.8507,27.6316,27.3973,21.3333,28.5714,17.1875,18.8235,13.4146,23.3766,21.7949,22.3881,23.5294,8.9552,8.6207,9.434,15.3846,17.9487,16.2791,12.766,17.9487,19.4444,13.3333,13.6364,13.9535,12.2449,12,13.9535,13.6364,12.2807,10.6061,2.3346,6.8182,6.5693,7.4699,10.2564,10.0257,13.2013,14.0741
"Far North","Dallas","TX","Dallas-Fort Worth","Dallas",39.7686,46.6769,48.2882,49.1277,45.525,44.0261,40.7171,39.3499,37.3977,37.9368,33.3333,38.1843,43.3762,46.7939,48.5294,43.4953,46.905,44.0114,39.6264,37.3085,35.2941,33.8395,34.2023,38.5684,40.0203,41.8744,42.4686,43.7972,45.0176,43.949,39.7558,34.4985,33.0684,30.5263,31.5508,30.0792,29.4856,32.6873,34.7185,34.6304,40.3727,39.5899,40.6551,36.7033,34.4519,31.8471,29.9435,10.19,20.2765,28.0347,32.9032,34.0295,40.8223,37.9257,37.0438
"Hollywood","Los Angeles","CA","Los Angeles","Los Angeles",33.3333,40.9836,45.1923,41.5094,41.3043,43.4629,43.4483,44.1406,40.9836,41.5385,33.0961,40,38.4615,32.13,36.9295,30.6773,36.8664,41.5789,34.0909,30.303,28,35.514,29.7561,28.7293,28.125,23.8994,21.4286,22.6277,24.1379,29.8507,27.6923,26.2136,24.7525,20.202,15.4639,12.3711,15.7407,23.6641,24.812,20.5298,26.9461,27.6836,29.932,33.6066,33.6283,22.5,23.1343,8.1081,18.4713,23.1788,36.4865,36.6197,32.6923,26.1628,28
"Williamsburg","New York","NY","New York","Kings",14.6825,16.047,16.2264,15.1277,15.2,16.5064,16.6058,15.304,13.9344,12.8834,9.6296,12.2172,11.4035,15.4242,12.4601,10.3774,10.6796,7.8431,7.2973,8.1395,6.5714,4.9875,5.8104,3.6212,6.25,10.5442,12.3596,11.6,12.1951,12.6087,10.6796,9.375,6.875,6.7797,6.135,5.102,7.0755,9.7436,10.1796,6.6667,10.5263,16.092,9.9707,10.2679,12.1827,8.8889,9.6618,8.8496,14.1304,16.6667,18.3594,16.2698,16.9118,17.7083,16.0448
"Bedford Stuyvesant","New York","NY","New York","Kings",14.7208,20,16.8766,15.4054,16.9192,20.339,19.0981,22.4299,20,18.1564,17.2805,19.6429,15.7143,18.8925,17.3285,11.588,12.9464,15.9574,10.396,13.1868,14.0351,10.3846,8.2305,6.6667,6.6964,8.2902,8.982,7.7419,6.7114,9.3333,10.0671,9.3333,6.7164,5.8824,4.0816,5.8824,5.8442,6.9231,8.7379,8.9431,13.0435,10.5556,10.4615,7.5718,13.0137,14.4737,11.0803,0.9836,2.5,6.4151,7.9295,10.3604,12.037,12.987,9.4891
"Camelback East","Phoenix","AZ","Phoenix","Maricopa",37.6992,41.5112,47.0843,49.5575,49.7624,48.4143,46.3928,43.5844,42.2958,36.7026,30.8844,32.7343,33.3151,32.9867,31.697,25.1253,28.648,28.1559,26.9207,27.6913,25.5944,28.0608,28.6307,28.9702,29.052,27.0633,28.8363,28.9362,31.6894,35.4037,35.4,33.4365,36.1381,35.9002,37.1373,32.6128,30.6703,31.9849,34.0909,37.3832,42.6894,45.4545,43.9655,43.5633,44.4546,45.9677,48.6375,21.3938,37.0518,45.0704,46.8203,47.4976,48.9302,48.5068,45.6204
"Flatbush","New York","NY","New York","Kings",16.8539,20.979,22.2477,23.0404,21.8679,18.6207,18.7179,18.806,17.6,16.9533,16.1137,23.1454,20.6349,19.8083,22.3729,20.2091,18.595,13.1455,14.0845,14.1361,13.6612,19.3548,18.3007,18.0451,20.5128,24.1071,20,21.0526,18.2796,14.433,7.8431,8.7379,14.4444,9.7826,9.1837,5,5.8252,2.9126,7.5269,16.3043,20.9877,20.202,17.7966,22.449,20.6612,20,14.5,1.9802,4.4335,7.619,8.2569,8.6735,11.7117,14.0271,16.8142
"East Side","El Paso","TX","El Paso","El Paso",31.7776,38.3138,37.1875,38.4018,34.9642,33.8462,32.419,27.6166,25.0291,23.6,28.6842,25.7609,30.7898,29.533,32.8912,29.8269,28.8336,28.9541,28.9509,31.1522,30.1887,33.0447,31.8713,33.2317,33.6434,34.7384,33.864,35.5072,38.8554,36.4943,33.5219,33.3333,33.0781,30.4478,35.3024,35.007,35.3825,34.5269,35.724,41.0256,39.3064,39.233,35.0983,32.4881,32.3442,35.2239,34.3662,14.2661,27.1523,36.3893,41.9312,45.8886,41.2596,41.5287,39.6252
"Southeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",27.6867,29.8851,34.0509,35.3818,35.7934,35.1607,35.6,31.7025,29.1016,28.0603,24.4186,26.9294,34.0909,31.4402,29.9376,20.1014,26.6515,24.2788,27.1978,25.4743,25.7534,30.1724,25.9777,24.93,30.1242,27.1186,24.4755,23.1076,20.0803,21.9298,22.3214,22.6415,21.3675,21.03,22.1649,21.4286,21.7391,20.9756,20.7921,21.9626,23.6967,25.9259,21.6102,23.4234,25.3333,21.1268,19.5122,4.2328,14.4385,22.5664,27.7056,25.7642,27.5424,31.8584,24.2678
"Crown Heights","New York","NY","New York","Kings",14.0719,20.5575,19.2171,18.9394,16.185,26.4368,28.0255,26.7123,22.069,15.2318,13.3758,17.9688,16.9643,19.1111,11,9.434,13.8889,15.2174,15.6463,12.1429,9.1667,13.913,11.8519,11.5646,11.0236,9.4118,4.8485,7.1006,10.1124,6.0773,6.9519,5.2023,7.8313,10.4,4.3689,6.2016,9.0909,15.1515,10.7527,8.2569,11.3208,9.8039,3.2787,6.5476,7.5,8.1818,4.8387,2.4194,4.4118,6.6667,10,7.5581,8.6093,8.5106,11.2069
"Alahambra","Phoenix","AZ","Phoenix","Maricopa",33.9698,39.3915,43.1325,48.539,47.2797,47.0541,45.986,44.6319,41.9207,38.2065,32.7031,33.7818,32.0902,30.303,31.3707,23.9627,26.0343,25.0256,21.9316,21.383,22.6829,24.0291,25.7143,22.6449,19.0037,24.3043,26.7925,28.2883,31.4236,31.8471,30.6056,29.7428,32.392,35.2313,35.1119,34.8754,33.2731,34.0866,32.613,37.3942,42.5532,45.082,44.5095,44.5498,44.6032,43.5508,45.275,20.2817,37.2957,41.8269,43.6597,45.0533,46.4832,48.8823,43.2153
"Jamaica","New York","NY","New York","Queens",17.2336,24.019,23.6721,25.2488,23.2779,21.6895,22.4335,18.5044,17.9847,14.1447,14.2415,18.541,19.9434,20.2153,21.0323,19.2211,21.2042,21.7514,22.1418,23.4139,23.5465,22.8693,16.8508,17.1131,13.4228,15.3846,15.6303,14.0647,15.8505,16.6667,15.8667,16.8794,16.885,12.5,13.8462,11.1607,11.0644,12.987,12.1884,10.3208,11.4467,11.0193,9.0588,10.3862,13.4328,15.2225,14.1876,2.9973,8.2919,12.3529,13.7681,15.6827,14.9385,16.8357,16.1826
"Roosevelt","Fresno","CA","Fresno","Fresno",24.6285,28.8591,31.4031,32.1199,33.3333,38.2231,35.4125,36.5591,34.6154,32.1101,22.4206,23.7069,22.5882,21.2,26.1438,23.8095,22.716,23.75,24.2647,23.7852,24.8042,27.0732,21.7284,19.8847,18.9922,21.7195,15.814,13.4529,21.3592,16.5179,20.1794,19.9074,20.0957,23.6181,21.8085,18.4358,20.6061,27.8912,23.0769,23.2394,28.777,29.6053,26.6272,27.6471,27.5,24.6231,24.0343,12.2727,23.9024,29.0816,31.068,29.064,26.699,28.91,21.7213
"Williamsbridge","New York","NY","New York","Bronx",20,19.6721,14.8594,14.1762,17.5824,20.3187,19.0476,17.3333,18.0556,15.9363,15.9259,22.0588,22.1698,21.0526,21.2851,15.6398,22.439,17.9104,16.8421,18.3432,17.931,14.4654,13.2867,14.3885,20.4545,21.4815,17.8571,17.1875,21.4876,18.9781,15.3846,14.5455,17.5439,12.9032,13.5747,13.9896,14.4186,13.3721,13.3721,19.1617,19.0789,21.0227,20.442,16.7598,13.624,12.3173,14.0078,3.7611,9.0253,13.1086,14.3396,14.8148,13.3333,21.5385,19.9074
"North Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",36.7453,39.9552,42.7463,44.4655,44.1421,44.1228,42.3426,40.8621,39.0381,34.3776,30.5232,33.0218,32.7026,29.8542,29.5447,25.5656,29.7217,30.0394,29.2221,30.0178,27.0073,29.4498,27.6989,29.1433,30.5569,28.6814,27.0954,28.6111,29.2885,32.2734,30.501,30.4035,33.3858,35.4966,39.2532,34.9727,33.9614,33.3669,34.4,36.7015,37.3713,40.7367,39.5621,37.9715,41.2572,46.7527,50.2954,22.2179,37.4408,44.4875,47.7219,46.4943,45.0505,43.4343,42.6593
"East Harlem","New York","NY","New York","New York",15.71,24.0283,26.1168,24.7273,28.0142,21.3058,21.2838,18.209,13.2308,14.6597,19.378,27.6786,28.9308,28.972,26.7857,20.0837,20.2479,13.5593,14.4737,15.5779,14.0777,17.6796,13.3333,15.8654,18.4685,18.4332,16.2562,14.6226,13.9423,11.6162,13.2911,12,8.0214,5.3892,5.5249,5.6604,11.1111,14.5695,16.2602,15.1786,9.6154,8.7379,11.6505,12.6582,11.4583,11.8182,12.5749,5.1429,12.1212,11.6822,15,14.2105,19.2982,18.4524,15.0943
"East San Jose","San Jose","CA","San Jose","Santa Clara",16.8164,18.0939,21.3873,22.1333,24.7839,28.1525,26.8786,29.4294,24.9249,20.6349,14.3662,14.6907,17.5325,17.8322,18.75,14.91,20.2703,17.3759,13.9373,17.0909,17.9688,17.8988,12.5954,9.0476,10.9756,9.0909,11.3636,12.1387,11.1765,8.4746,8.9744,6.8966,4.5045,4,7.4324,10.5691,9.9174,8.7591,14.6853,20.2532,18.7097,19.3548,21.5686,16.9231,20.3704,16.1905,16.0714,8.547,13.6986,15.7233,15.9509,16.7539,29.4479,24.2775,22.6316
"East Flatbush","New York","NY","New York","Kings",13.0303,17.378,15.016,18.5567,22.5455,21.4789,17.7419,15.2466,15.3846,14.3541,18.1416,22,25.9259,27.1255,21.371,14.0187,18.0952,19.6172,20,19.3548,14.2857,12.2995,10.4972,8.2418,15.4839,19.8718,20,17.3077,16.2338,14.9068,15.508,15.1961,12.3223,10.0402,12.3016,11.1111,11.4173,11.9048,9.2486,9.0909,5.8824,7.7465,11.8056,11.0236,12.5749,12.766,11.3402,3.352,9.5541,11.2426,15.1515,16.0714,11.4754,14.2857,10.4575
"Harlem","New York","NY","New York","New York",13.8929,19.4828,17.1717,18.6916,21.7557,24.4231,22.2649,22.8395,20.8333,10.9565,10.7425,15.2866,16.0271,16.1479,17.381,13.6483,13.7741,13.0058,13.467,15.3355,17.1617,20.8754,18.5065,16.9014,11.5942,11.6147,14.1994,16.0377,17.8886,16.3435,13.7324,14.2322,8.8608,8.5308,7.6613,7.7922,9.5833,9.5455,10.7692,12.1359,12.3656,13.5294,9.7166,8.5202,6.8259,6.4103,6.5534,2.2005,4.2194,5.8271,6.5511,6.6421,8.2218,9.9609,9.0713
"Bushwick","New York","NY","New York","Kings",20.1087,22.619,18.7845,16.2011,6.6667,8.3333,10.3704,9.375,10.0775,5.5172,7.8947,9.4203,15.2,18.3544,18,15.8333,12.605,13.4615,7.5472,9.3023,9.6774,7.3684,9.5238,9.4737,8.0808,10.989,12.0482,8.9744,10.1449,15.873,11.5942,4,8.6207,10.5263,6.25,4.5455,3.8462,6.6667,8.6957,9.2593,4.7619,3.7736,4.2017,7.6087,11.1111,10.9489,7.947,3.1008,9.4737,9.1837,7.619,14.6552,12.3077,18.4211,15.1515
"South Mountain","Phoenix","AZ","Phoenix","Maricopa",31.9315,36.8637,41.8703,46.4613,45.4545,45.9237,45.6664,44.1643,41.1234,35.8311,29.3081,28.2051,28.6495,25.7882,24.8705,19.5024,19.5243,19.6059,16.4968,17.5124,16.0329,12.1245,11.2,12.2924,12.766,12.476,12.8655,15.6904,18.0124,21.6942,21.4433,20.5021,23.7864,20.3661,22.9469,21.8391,21.2987,21.8997,23.3871,28.9044,34.5898,37.9377,36.1538,38.1818,40.367,41.2639,41.9183,18.9046,31.8533,38.835,42.2053,39.9632,42.6716,41.8048,37.9928
"Corona","New York","NY","New York","Queens",20.9957,24.5726,22.3108,23.0599,25.7653,26.6484,25.1397,21.0375,21.3068,16.9192,15.2672,21.9512,27.3196,20.202,22.1106,20.3704,20.8163,25.6637,23.301,22.7979,20.4878,11.33,13.0435,12.3457,13.1868,14.7368,16.1572,18.8172,12.5683,10.7345,12.1547,8.5106,8.3333,5.1136,6.0606,9.0909,6.4935,8.8235,7.6336,8.0357,15.6863,17.3077,15.5963,14.8148,13.1148,10.5263,7.6923,6.1453,9.5506,11.3924,11.5108,14.6341,9.0226,10.0671,11.1111
"Enterprise","Las Vegas","NV","Las Vegas","Clark",18.6503,20.686,26.8452,30.4098,32.6736,36.6745,36.5882,32.9863,37.653,31.8091,27.0949,29.5288,27.0949,27.7238,31.7327,29.3069,31.4815,30.6507,27.6019,26.6124,22.889,20.6884,18.2887,14.873,12.625,11.4347,11.5483,12.3833,13.3135,12.6798,14.3665,12.1906,13.4437,12.3024,11.9048,11.065,10.8559,11.9748,14.4974,18.3686,23.9744,27.4745,27.1745,28.5529,31.6261,29.0323,26.9812,11.5854,21.1353,25.1978,29.4253,31.9803,31.8909,36.1585,33.5758
"Concourse","New York","NY","New York","Bronx",27.8689,23.5294,20,16.9014,18.3099,15.625,15.5172,14.5161,13.7255,11.1111,7.6923,19.6078,17.3077,23.4375,24.0741,23.4043,16.6667,18.5185,13.6364,9.5238,5.2632,5,8.3333,19.2308,16.6667,18.75,15.3846,8.3333,26.6667,11.7647,6.25,7.6923,,,,23.5294,41.6667,20,20.8333,29.1667,16.6667,8,7.1429,16.6667,10,3.3333,12.3077,2.0833,7.5472,10.1449,10.4478,7.6923,10.2564,14.7059,19.3548
"East Memphis-Colonial-Yorkshire","Memphis","TN","Memphis","Shelby",40.2865,44.2768,47.8378,47.6276,44.287,37.7532,34.4521,30.6723,36.5488,33.0852,30.581,39.6088,40.7595,40.8759,43.8174,37.1272,44.6348,42.9609,38.2114,40.194,38.2647,39.2739,38.4536,39.1477,39.5349,43.121,43.5143,44.4985,34.3911,36.5417,42.7481,42.7873,43.3938,42.1053,45.1539,43.5146,39.336,40.4908,43.0085,46.1869,47.2503,45.9459,42.8246,38.5572,37.5318,38.3193,37.3293,14.3223,29.3436,35.894,41.0091,42.5693,41.7596,45.3771,39.7985
"Sunset Park","New York","NY","New York","Kings",10.8108,13.3929,15.8228,17.8344,19.1617,27.451,28.3688,23.3577,18.7919,13.125,15.2778,15.4472,14.5455,13.8614,21.4286,18.4783,20.8791,18.9873,16.129,15.3846,9.2593,8.6207,8,7.6923,8.1081,9.6774,11.1111,17.1429,10.8108,12.5,8.1081,8.1081,6.6667,8.3333,9.7561,7.3171,4.878,8.8235,8.3333,8.6957,3.4483,6.4516,5.6604,7.5,12,8.3333,7.6923,2.0833,5.6604,5.7692,5.7692,15.2174,13.3333,13.4615,10
"Alief","Houston","TX","Houston","Harris",30.8157,38.8443,42.3077,41.1765,39.1785,38.5113,36.4912,35.3047,35.0909,32.696,28.6988,36.3458,36.7556,35.119,32.3293,31.5369,35.2459,33.8677,36.1522,33.5586,33.0317,35.8079,33.7634,35.0679,30.3093,27.7778,27.5294,30.3571,31.0078,26.9521,27.4238,27.3529,25.5193,21.2903,21.2219,19.6203,16.2712,20.9003,23.3227,24.8366,28.0899,28.7234,30.1961,24.5968,22.5191,20.6612,18.93,7.0039,13.0802,16.0584,18.3746,22.7273,23.5741,25.1908,20
"South Side","Corpus Christi","TX","Corpus Christi","Nueces",39.2478,44.8309,44.1739,41.1074,37.6902,38.5172,35.5644,34.5528,37.2017,39.7408,31.0048,36.9215,38.4776,31.8308,36.6805,31.3433,28.047,28.6116,26.3941,21.8391,19.5556,20.8122,20.078,16.6052,15.9875,18.8591,24.4353,25.9875,28.1879,25.9681,28.6885,24.3697,21.49,22.4909,26.0241,25.7143,25.3102,22.7102,23.1593,23.9247,27.3906,29.7209,29.5416,24.5586,26.5802,23.9502,22.7474,9.6124,22.08,28.3388,31.0139,31.9502,25.8268,25.3351,26.6376
"North Hollywood","Los Angeles","CA","Los Angeles","Los Angeles",27.0983,29.6875,32.1519,32.2251,33.8235,35.2941,31.9899,31.3984,33.515,28.1768,23.8806,25.2427,32.7586,35.2273,36.8263,34.3558,42.1875,38.1703,34.1538,34.4203,32.1705,29.6154,29.8039,27.5862,25.4808,26.0417,20.3209,25.1572,25.5319,18.8312,19.4245,22.1239,15.3846,12.0968,13.8554,12.2581,12.0805,13.2948,17.8571,24.4898,29.6703,29.6296,28.4024,32.1918,33.9623,29.8246,28.5714,8.9005,19.1257,25.5556,32.6316,37.2449,34.2697,35.3591,33.0049
"Elmhurst","New York","NY","New York","Queens",20.0864,24.1784,22.4319,26.253,26.455,26.7196,25.5937,23.7822,20.8914,17.8313,17.3709,29.5964,31.6,29.3651,22.6721,17.5325,19.7719,14.4186,13.1068,11.9469,12.0536,10.3286,10.4418,10.0877,8.2569,9.1324,13.1148,15.5779,19.3182,18.4971,20.6452,18.2482,16.9492,10.9375,10.9375,12.3967,12.3967,10.3774,14.0187,12.605,10.9091,16.6667,18.1818,18.2796,13.6364,11.3636,13.3971,2.5907,6.7708,8.5227,13.369,14.5251,14.5349,15.3846,16.25
"Borough Park","New York","NY","New York","Kings",31.25,32.3529,32.4675,29.6875,33.3333,30,19.4444,20.5128,16.6667,18.9189,15.3846,17.1429,21.4286,25.5814,22.7273,17.7778,20.9302,26.3158,20,20,25.9259,26.6667,24.1379,17.2414,5.7143,6.25,3.2258,3.5714,4.1667,4.7619,7.6923,6.8966,4.5455,8.3333,16.6667,15.3846,6.6667,12.5,8.3333,9.0909,,,,,,15.3846,15.3846,8.3333,,9.0909,,9.0909,,,
