"RegionName","City","State","Metro","CountyName","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Robandee South","Kansas City","MO","Kansas City","Jackson",,,57.1429,66.6667,53.8462,46.1538,64.2857,42.8571,46.1538,25,16.6667,20.8333,40.9091,52.9412,60,33.3333,43.75,37.5,26.3158,27.2727,,25,28.5714,28.5714,18.75,18.75,15,23.0769,30.7692,37.5,26.6667,30.7692,18.1818,,,,,18.1818,,,,58.3333,,,,,,,45.4545,,,,36.3636,36.3636,
"Sumner-Glenwood","Minneapolis","MN","Minneapolis-St Paul","Hennepin",31.25,60,66.6667,,36.3636,,16.6667,27.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heatherwood","Jackson","MS","Jackson","Hinds",44.186,46.3415,50,48.7179,37.1429,33.3333,28.125,34.6154,50,50,38.2979,48.9362,46.1538,48.1481,49.0196,38,50,48.7179,48.6486,44.4444,33.3333,34.2105,32.5581,42.8571,29.0323,41.9355,48.2759,58.0645,64.2857,52,45.8333,31.5789,15.3846,29.6296,33.3333,34.2105,27.7778,44.7368,47.5,48.6486,66.6667,65.625,54.8387,47.0588,41.9355,37.5,32.4324,23.2558,39.5349,42.2222,60.4651,68.5714,62.5,70,51.8519
"Deer Creek","Columbus","OH","Columbus","Franklin",40,50,46.1538,,,33.3333,33.3333,16.6667,7.6923,20,22.2222,15.3846,30.7692,35.7143,42.8571,37.5,63.6364,,,,,63.6364,47.0588,52.6316,35.7143,53.8462,50,66.6667,57.1429,63.6364,,,,,,,,,,,,,27.2727,,,,,,,,,,,,
"West Tahoe Park","Sacramento","CA","Sacramento","Sacramento",,,54.5455,50,,63.6364,36.3636,27.2727,,53.3333,33.3333,36.3636,73.3333,56.25,47.0588,26.6667,26.6667,46.1538,38.4615,36.3636,,,,,,,,,,,,,,,,,,,,,38.4615,36.3636,,,,,,,,,,,,,
"Norfolk Glen","Aurora","CO","Denver","Arapahoe",16.6667,25,35.7143,50,42.8571,28.5714,27.2727,38.4615,18.1818,,9.0909,28.5714,33.3333,,27.2727,27.2727,,,,,,,,,,,27.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Southern Park","Lexington","KY","Lexington","Fayette",,,,,27.2727,27.2727,21.4286,23.0769,16.6667,6.6667,3.2258,12.5,14.8148,12.9032,17.9487,8,11.4286,17.9487,18.1818,26.9231,22.2222,35.7143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosedale","Mobile","AL","Mobile","Mobile",21.4286,15,26.6667,28.5714,18.1818,9.0909,,,27.2727,21.4286,17.6471,56.25,40,42.1053,50,37.5,33.3333,28.5714,33.3333,,30.7692,33.3333,26.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sherwood Glen","Wichita","KS","Wichita","Sedgwick",,,18.1818,28.5714,16.6667,31.5789,45,42.8571,38.0952,38.0952,33.3333,33.3333,40.9091,50,45,42.1053,46.6667,,,,,,17.6471,30.7692,7.6923,30.7692,,36.3636,,,36.3636,38.4615,25,,,28.5714,50,47.0588,47.0588,46.6667,28.5714,25,,45.4545,33.3333,,,,,,,,,,
"Crescent Heights","Saint Petersburg","FL","Tampa","Pinellas",33.3333,42.8571,46.4286,65.3846,65.3846,65.3846,54.1667,38.0952,41.6667,52,47.8261,40,43.75,40,30.7692,50,45.4545,,9.0909,27.2727,,,,,,,,,,,,,36.3636,45.4545,46.1538,41.6667,58.3333,,,30.7692,,31.25,26.6667,25,33.3333,50,54.5455,27.2727,26.6667,33.3333,,,54.5455,50,57.1429
"Glen Highlands","Oakland","CA","San Francisco","Alameda",30.4348,28,22.7273,18.1818,18.75,21.0526,22.2222,26.6667,28.5714,29.4118,21.0526,,36.3636,,,29.4118,21.7391,34.6154,33.3333,23.0769,,27.2727,16.6667,46.1538,38.4615,,,,,,,,,,,,,25,,,,,,,,,,,,18.1818,21.4286,25,35.7143,18.75,
"Blackstone","Semmes","AL","Mobile","Mobile",,,,,,,,,,,,,,,,,,,54.5455,,,40,20,,,38.4615,27.2727,,,,,,,,,,,,,,,,,,35.2941,33.3333,31.5789,5.8824,12.5,26.6667,20,11.5385,10.7143,11.1111,8.6957
"Royal Oaks","Kansas City","MO","Kansas City","Jackson",31.5789,50,52.6316,58.8235,58.8235,47.3684,38.8889,27.7778,27.7778,27.7778,40,36.8421,45,40,40.9091,33.3333,47.3684,33.3333,31.5789,35.2941,28.5714,41.6667,27.2727,45.4545,72.7273,41.6667,25,33.3333,46.1538,53.3333,60,53.3333,50,58.3333,,,45.4545,,47.0588,57.8947,70.5882,75,58.3333,66.6667,52.1739,52.6316,46.6667,16.6667,31.25,37.5,40,46.6667,56.25,54.5455,46.1538
"Pinehurst","Columbia","SC","Columbia","Richland",47.0588,43.75,50,36.3636,20,28.5714,28.5714,33.3333,25,7.6923,11.7647,14.2857,23.0769,40.7407,29.6296,23.0769,33.3333,43.4783,30,21.4286,13.0435,16.6667,18.5185,33.3333,30.4348,25,18.5185,22.2222,23.0769,17.2414,17.2414,24.1379,24.1379,22.7273,21.0526,31.5789,23.8095,21.7391,22.7273,16.6667,8.3333,10,20,17.3913,22.7273,12.5,24,7.1429,13.0435,28.5714,45.8333,33.3333,32.1429,42.8571,32.1429
"Wills Acres","Sacramento","CA","Sacramento","Sacramento",,,,,,,,,,36.3636,23.0769,,,,6.6667,,23.0769,25,41.6667,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ponderosa-Wingate","Charlotte","NC","Charlotte","Mecklenburg",,,,,,,,,,,,,,,,,,,,,,,,28.5714,45.4545,50,41.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benning Heights","Washington","DC","Washington","District of Columbia",10,16,,,,,,,,,27.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Indian Moon","Albuquerque","NM","Albuquerque","Bernalillo",,,,,,,,,,36.3636,41.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malvern Gardens","Richmond","VA","Richmond","Richmond City",56.25,62.5,62.5,50,37.5,40,,,50,35.7143,45.4545,52,56,56.5217,71.4286,61.9048,78.9474,65.2174,63.1579,61.1111,53.8462,,,,,18.1818,,,,58.3333,46.1538,,,54.5455,57.1429,58.3333,41.6667,54.5455,,,,,,,,,8.3333,,15.3846,,,,,,
"Wells Park","Albuquerque","NM","Albuquerque","Bernalillo",41.1765,44.4444,40,33.3333,31.5789,38.8889,43.75,38.8889,38.8889,50,53.8462,54.5455,35.2941,50,60,54.1667,42.1053,47.3684,29.4118,38.8889,42.8571,54.5455,50,47.619,50,31.5789,26.3158,41.1765,47.0588,29.4118,47.619,40,43.75,43.75,46.6667,43.75,35.2941,41.1765,47.0588,55,52.6316,64.7059,68.75,66.6667,73.3333,46.1538,35.7143,,26.6667,28.5714,50,54.5455,54.5455,,33.3333
"Deweese","Dayton","OH","Dayton","Montgomery",68.4211,68.75,55.5556,60,43.75,40,42.8571,42.8571,47.0588,50,22.2222,31.5789,38.0952,36.8421,38.0952,33.3333,31.25,33.3333,25,42.8571,41.1765,64.2857,75,50,42.8571,42.1053,57.8947,70.5882,55,42.1053,33.3333,37.5,47.0588,53.3333,58.3333,66.6667,46.1538,57.1429,50,52.9412,50,42.1053,35.7143,35.7143,27.2727,,23.0769,27.2727,50,35.2941,34.7826,44,45.4545,41.1765,23.5294
"Golf View","Tampa","FL","Tampa","Hillsborough",50,55.5556,76.4706,57.8947,42.8571,33.3333,25.9259,29.1667,37.5,30.7692,21.4286,26.6667,33.3333,29.1667,18.5185,23.3333,24,33.3333,47.0588,43.75,35.2941,37.5,40,38.4615,33.3333,30.7692,30.7692,26.6667,35.7143,35.7143,35.7143,38.4615,8.3333,14.2857,27.2727,28.5714,18.75,41.6667,33.3333,46.1538,57.1429,72.7273,,,,,,14.2857,50,42.1053,50,18.75,33.3333,33.3333,35.7143
"Windsor Hills","Baltimore","MD","Baltimore","Baltimore City",28.5714,35.7143,40,41.1765,46.6667,64.2857,71.4286,78.5714,78.5714,58.8235,42.1053,41.1765,64.2857,50,71.4286,45,40,31.25,50,,,,,,,,,,,,,,,23.0769,,33.3333,20,21.4286,22.2222,25,43.75,37.5,52.9412,53.3333,58.3333,69.2308,50,23.0769,,,38.4615,27.7778,44.4444,36.8421,30
"Higley Groves","Gilbert","AZ","Phoenix","Maricopa",22.8571,18.1818,14.8148,37.931,48.2759,47.8261,50,50,53.5714,51.6129,43.2432,54.2857,43.2432,28.125,35.7143,38.4615,42.3077,52.1739,39.1304,41.6667,30.7692,26.087,25,12.5,12.5,,15.7895,31.8182,31.25,42.8571,55.5556,41.1765,40.9091,33.3333,25,19.0476,36.3636,39.1304,40,38.0952,50,60,56.25,50,36.8421,36,42.8571,17.2414,47.2222,63.1579,62.8571,70.3704,64,58.3333,42.3077
"FW Vista West","Fort Worth","TX","Dallas-Fort Worth","Tarrant",,,,,,,,,,,,,,,,,33.3333,35.7143,35,33.3333,33.3333,26.3158,21.0526,28,44.8276,50,50,62.5,58.3333,48,37.5,36,28.5714,26.087,26.3158,23.0769,20,29.4118,63.6364,52.9412,56.25,30.7692,33.3333,35.7143,58.3333,71.4286,47.3684,27.2727,48,44.8276,46.1538,41.6667,40.9091,39.1304,31.5789
"Rivertown","Detroit","MI","Detroit","Wayne",19.5122,25.8065,28.5714,37.1429,30.7692,34.7826,16.6667,21.0526,13.0435,8.3333,4.5455,19.0476,5.5556,,,,,4.7619,20,17.6471,15,7.1429,14.2857,22.2222,18.75,18.75,6.6667,,,,,,,,18.1818,,15.3846,,,,,,,,,,,,,,,,,,
"Belmont","Columbia","SC","Columbia","Richland",21.0526,22.2222,23.5294,25,33.3333,26.6667,38.4615,25,8.3333,8.3333,8.3333,25,,,8.3333,21.0526,31.25,33.3333,30.7692,16.6667,38.4615,63.6364,46.1538,33.3333,16.6667,18.1818,30.7692,35.2941,29.4118,25,23.5294,14.2857,20,20,35.2941,37.5,46.6667,57.1429,,,,33.3333,54.5455,50,46.1538,72.7273,25,20,31.25,38.4615,35.7143,23.0769,,,
"Lake Cherokee","Orlando","FL","Orlando","Orange",11.1111,16.6667,23.5294,33.3333,30.7692,35.7143,42.8571,31.25,23.5294,21.0526,18.1818,31.25,18.1818,9.0909,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cottrell Farms","Richmond","VA","Richmond","Richmond City",27.7778,37.5,54.5455,,54.5455,46.1538,50,41.6667,54.5455,64.2857,66.6667,56.25,71.4286,64.2857,46.1538,42.8571,42.8571,45.4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Santa Rita Ranch","Mesa","AZ","Phoenix","Maricopa",34.1463,41.4634,47.7273,63.1579,65.9574,68,61.5385,52.2727,52.2727,37.2549,28.5714,32.7869,21.1538,21.8182,23.5294,20.8333,25.641,19.5122,22.5,26.6667,29.7872,27.0833,15.6863,15.625,14.8148,10.5263,4.7619,15.7895,25,31.5789,50,,45.4545,23.5294,25,17.3913,8,42.1053,36.3636,45,55,45.4545,40.9091,42.1053,27.7778,42.1053,38.8889,29.4118,57.8947,58.3333,63.1579,66.6667,56.25,56.25,50
"Anthony Wayne","Fort Wayne","IN","Fort Wayne","Allen",,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lower Southeast Side","San Antonio","TX","San Antonio","Bexar",,,,4.7619,3.2,5.7471,4.3103,6.1728,16.3265,15.0943,12.963,18.75,14.2857,11.5385,10,7.8431,6.383,4.6512,2.2727,18.1818,27.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inwood Homeowners","San Antonio","TX","San Antonio","Bexar",51.8519,70.3704,70.3704,73.913,75,56,55.1724,55.5556,53.3333,44.8276,39.2857,51.7241,40.7407,40,37.931,40,33.3333,36.8421,31.25,31.25,41.1765,66.6667,55.5556,47.0588,43.4783,38.0952,42.8571,45,56.25,55.5556,56.25,45.4545,,38.8889,53.3333,41.1765,50,50,57.1429,80,58.3333,46.1538,31.5789,37.5,41.1765,50,52.9412,5.5556,31.25,,,,,,
"Shamrock Estates","Gilbert","AZ","Phoenix","Maricopa",23.5294,24.2424,28.7879,29.6875,30,30.5085,35.0877,38.1818,35.7143,29.3103,28.3333,26.4151,24.4898,24.4444,18.75,18,19.0476,17.5,23.913,20,22.5806,13.8889,12.1212,17.8571,11.5385,9.375,16.6667,18.1818,25,17.6471,19.0476,25,34.4828,48.1481,18.1818,12,22.2222,32.3529,40.5405,47.7273,50,39.3939,45,37.7778,30.6122,41.6667,38,11.5385,22.9508,44.186,46.6667,64.2857,74.2857,67.6471,50
"Sylvan Highlands","Portland","OR","Portland","Multnomah",51.8519,54.5455,50,52.9412,56.25,54.8387,51.8519,44,28,26.9231,31.25,45.7143,43.75,51.8519,46.6667,51.6129,51.7241,46.4286,44,23.5294,33.3333,28.5714,40,25,60,55.5556,62.5,44.4444,55.5556,36.8421,50,31.25,46.1538,38.4615,12.5,12.5,16.6667,25,35.7143,23.5294,22.2222,31.25,29.4118,35.7143,53.8462,26.6667,,,40,42.8571,63.1579,68.4211,55,50,47.0588
"Bleheim Square - Research Hospital","Kansas City","MO","Kansas City","Jackson",,,,45.4545,41.6667,50,54.5455,35.7143,50,43.75,44.4444,46.6667,33.3333,28.5714,20,25,25,22.2222,30.7692,35.7143,,36.3636,,,,38.4615,35.7143,,,,,23.0769,27.2727,,,,,,,,25,41.6667,,30.7692,40,57.1429,46.6667,33.3333,,,,,,,
"Burton Hill Trinity Trails","Fort Worth","TX","Dallas-Fort Worth","Tarrant",,,,,,,,,,,,,,,,,33.3333,58.3333,50,54.5455,46.1538,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Historic Edgefield","Nashville","TN","Nashville","Davidson",44.7368,48.5714,48.4848,46.6667,43.3333,46.6667,59.2593,48,51.8519,30,37.037,28.5714,33.3333,56.6667,53.125,46.875,37.931,36.3636,41.1765,29.4118,23.5294,20,37.5,31.5789,26.9231,22.7273,38.0952,47.3684,46.6667,50,53.8462,18.1818,,,18.1818,25,18.75,35.2941,37.5,44.4444,58.3333,21.4286,28.5714,26.6667,41.6667,27.2727,6.25,5.8824,14.8148,11.5385,24,27.2727,31.5789,26.087,31.5789
"Jackson Ward","Richmond","VA","Richmond","Richmond City",48.2759,50,51.8519,50,47.3684,47.0588,37.5,28.5714,35.7143,71.4286,47.0588,50,30,20,21.0526,16,45.4545,41.6667,40,36.3636,28.5714,11.1111,17.6471,17.6471,35.7143,37.5,23.5294,29.4118,33.3333,50,53.8462,41.1765,18.75,5.8824,18.75,17.6471,29.4118,26.3158,29.4118,26.3158,31.25,41.1765,25,12.5,11.1111,8,12,13.6364,25,19.0476,27.7778,31.5789,26.3158,,27.2727
"Rural-Geneva","Tempe","AZ","Phoenix","Maricopa",35.7143,33.3333,27.7778,29.4118,35,47.619,22.7273,22.7273,23.5294,36.8421,33.3333,40,33.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,7.1429,,,,,,,
"Indian Village","Detroit","MI","Detroit","Wayne",43.4783,43.4783,46.1538,48,33.3333,34.6154,34.6154,37.5,22.7273,26.087,21.0526,39.2857,57.1429,46.875,56.6667,50,54.5455,42.1053,42.1053,27.7778,46.6667,47.0588,20,15.3846,,,,18.75,37.5,31.5789,43.75,26.3158,30,40,37.5,40,28.5714,29.4118,17.6471,16.6667,21.0526,26.6667,26.6667,36.3636,,,,,13.3333,11.7647,28.5714,40,33.3333,42.8571,35.7143
"Central West","Trenton","NJ","Trenton","Mercer",55,61.1111,50,65,47.0588,31.25,28.5714,12.5,19.3548,16.6667,16.2791,18.6047,17.7778,8.5714,11.1111,10.3448,10.2041,12.766,11.1111,11.6279,9.0909,12.2807,12.766,13.6364,10.8696,15.5556,11.9048,8.3333,13.8889,15.3846,10.5263,3.0303,3.2258,,,,,,,,,,,,,,,,,,,,,,
"East Central Park","Orlando","FL","Orlando","Orange",33.3333,38.0952,50,50,50,66.6667,47.3684,45.8333,35.7143,40.7407,46.4286,48,44,42.1053,41.1765,40,43.75,40,66.6667,52.9412,35.2941,46.1538,53.8462,21.4286,28.5714,30.7692,,,,,,,,16.6667,16.6667,27.2727,,,,,,,,,,,,,36.3636,50,46.1538,,,,
"Old Dayton View","Dayton","OH","Dayton","Montgomery",27.2727,,,,,,,,,,,,,,,9.0909,45.4545,,,,,,,,,,,,,,,,,,,,,,,,,36.3636,45.4545,,45.4545,,,,,,,,,,
"Brice","Columbus","OH","Columbus","Franklin",37.5,50,57.1429,47.3684,45.4545,52.6316,41.1765,25,23.0769,30.7692,28.5714,35.2941,43.75,46.6667,36.8421,34.6154,50,40.9091,39.1304,42.8571,52.6316,61.1111,69.2308,44.4444,50,33.3333,33.3333,21.4286,47.3684,53.8462,50,58.3333,41.6667,41.6667,36.3636,23.0769,33.3333,27.2727,,,,,,,,,,8.3333,15.3846,69.2308,76.9231,56.25,76.9231,20,23.5294
"Manheim Park","Kansas City","MO","Kansas City","Jackson",45.4545,57.8947,55,41.1765,62.5,47.0588,38.8889,35.2941,31.25,35.7143,30.7692,38.4615,33.3333,41.6667,46.1538,,41.6667,30.7692,25,,,,,9.0909,13.3333,20,18.75,47.3684,47.3684,35.2941,46.1538,36.3636,30.7692,27.2727,33.3333,33.3333,33.3333,38.4615,41.6667,33.3333,54.5455,45.4545,35.7143,30.7692,27.2727,30.7692,54.5455,,30.7692,61.5385,50,63.6364,,,36.3636
"Peyton Forest","Atlanta","GA","Atlanta","Fulton",45.4545,54.5455,50,,,,,,,,,,,,,16.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keewaydin East","Boulder","CO","Boulder","Boulder",40,45.4545,37.5,46.6667,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4615,,,,,,
"Donelson Hills","Nashville","TN","Nashville","Davidson",44.4444,41.1765,38.8889,29.4118,44.4444,41.1765,50,42.8571,50,50,30,22.7273,40.9091,45.8333,60,64.7059,69.2308,41.1765,23.0769,21.4286,16.6667,33.3333,46.1538,54.5455,,,,,,,,,,,,,,,,27.2727,,30.7692,28.5714,,,,,,,,16.6667,18.1818,7.1429,14.2857,7.1429
"South Town Fork Creek","Kansas City","MO","Kansas City","Jackson",15.3846,23.5294,14.2857,23.0769,30.7692,29.4118,33.3333,38.8889,33.3333,26.6667,23.0769,,,,,,,,,,,45.4545,45.4545,54.5455,41.6667,33.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pinewood","Mobile","AL","Mobile","Mobile",,,,,,,,,,,27.2727,63.6364,,,,,,,,,,,,,,,,,,,,,,,41.6667,36.3636,,,50,45.4545,36.3636,,,8.3333,8.3333,7.6923,6.6667,7.6923,8.3333,17.6471,25,,,,
"Waldo Homes","Kansas City","MO","Kansas City","Jackson",51.2821,67.6471,75,73.6842,66.6667,56.7568,50,40,43.3333,50,35.2941,55.8824,45.4545,34.375,45.1613,48.4848,52.7778,51.5152,56.25,48.4848,50,38.7097,38.2353,50,44.4444,54.2857,56.5217,50,52.1739,60.8696,63.1579,42.8571,33.3333,41.6667,63.6364,50,43.75,50,46.6667,50,35.2941,60,60,50,57.1429,31.25,31.25,29.4118,46.6667,62.5,65,59.0909,52.6316,,
"Broad River","Fort Wayne","IN","Fort Wayne","Allen",45.4545,,71.4286,56.25,52.6316,52.6316,44.4444,45.4545,36.3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warwick","Mobile","AL","Mobile","Mobile",30,31.0345,35.4839,40.5405,47.0588,45.4545,34.375,33.3333,28,21.2121,21.0526,33.3333,27.5862,26.9231,31.8182,33.3333,19.0476,17.3913,13.0435,15,10.5263,15.7895,20,25,32,35.2941,40,27.7778,15.7895,11.7647,12.5,31.25,40,,,,25,,33.3333,53.8462,36.3636,41.6667,25,36.3636,42.8571,37.5,47.0588,17.6471,25,33.3333,31.25,17.6471,20,26.6667,50
"Copernicus Park","Milwaukee","WI","Milwaukee","Milwaukee",53.8462,53.8462,41.6667,,,38.4615,36.3636,,,,,,58.3333,66.6667,72.7273,,58.3333,54.5455,66.6667,,,,,33.3333,,,,,,,,,,,,,54.5455,41.6667,33.3333,46.1538,41.1765,50,58.3333,,,,,,,,,58.3333,,,
"The Terraces at Encino Creek Owners Association","San Antonio","TX","San Antonio","Bexar",41.6667,41.6667,41.6667,40.9091,26.3158,42.8571,41.6667,26.6667,30.7692,30.7692,37.5,44.4444,60,61.1111,58.8235,60,64.2857,61.5385,50,,,8.3333,13.3333,33.3333,40,46.1538,33.3333,66.6667,50,,,,21.4286,42.8571,58.3333,69.2308,50,35.7143,63.6364,,,,,,,,,,,,,,,,
"Greenwood","Nashville","TN","Nashville","Davidson",52.9412,46.1538,,41.6667,33.3333,47.8261,47.619,36.3636,47.3684,25,36.3636,32.5,32.4324,44.4444,43.75,35.7143,42.8571,55,43.75,52.9412,50,70.5882,70.5882,31.5789,36.8421,50,33.3333,37.5,30.7692,33.3333,30.7692,,,,33.3333,26.6667,35.2941,23.0769,8.3333,25,41.6667,69.2308,46.6667,43.75,35.2941,50,,15.3846,25,23.5294,19.0476,21.7391,25,28.5714,57.1429
"Majestic Heights","Boulder","CO","Boulder","Boulder",69.2308,64.2857,71.4286,81.25,69.2308,40,41.6667,,,54.5455,35.7143,46.6667,50,43.4783,47.619,45,57.1429,66.6667,38.4615,45.4545,28.5714,36.3636,30.7692,25,25,,,7.6923,8.3333,,,,,,,,,13.3333,26.6667,,,,,,,,,,,,,,,,
"Ocotillo Lakes","Chandler","AZ","Phoenix","Maricopa",47.3684,31.25,50,66.6667,64.2857,69.2308,53.3333,40,33.3333,35.2941,30,19.0476,23.5294,9.5238,13.6364,10,35.2941,25,28,15,13.0435,38.8889,42.1053,38.4615,,,45.4545,40,57.1429,62.5,60,55.5556,46.6667,23.0769,18.1818,18.1818,,,,64.2857,75,87.5,61.1111,52.6316,65,61.1111,47.3684,29.4118,50,58.8235,65,65,66.6667,62.5,42.3077
"Stronghold","Washington","DC","Washington","District of Columbia",,18.1818,7.6923,7.6923,16.6667,16.6667,13.0435,14.2857,7.1429,25,15,14.2857,14.2857,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,,21.4286,,,,
"Hilltop 3","Columbus","OH","Columbus","Franklin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6667,50,54.5455,,,,
"Scottsboro","Nashville","TN","Nashville","Davidson",,,,,14.2857,50,46.1538,38.4615,41.6667,6.6667,7.6923,,14.2857,11.1111,33.3333,33.3333,,,,,,,,,,33.3333,38.4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smallwood","Charlotte","NC","Charlotte","Mecklenburg",39.3939,48.3871,57.1429,53.8462,45.8333,38.4615,26.9231,32,45.4545,47.3684,47.619,43.4783,40,40,47.619,40,42.8571,47.619,31.5789,25,12.5,18.1818,50,40,40,50,46.1538,,,,,,,,,,12.5,12.5,27.2727,45.4545,,,30.7692,12.5,,,,,18.75,17.6471,23.5294,35.7143,37.5,43.75,46.6667
"Warner Ranch","Chandler","AZ","Phoenix","Maricopa",41.1765,37.5,50,58.8235,70.5882,70,57.8947,45,42.1053,42.8571,43.4783,37.5,40,18.1818,23.8095,19.0476,25,,,,,,,,28.5714,38.4615,28.5714,33.3333,,,45.4545,,,,,,,,23.0769,50,46.6667,60,38.8889,41.1765,50,47.619,50,29.4118,50,54.5455,46.6667,43.75,61.5385,66.6667,50
"Wildrose","Corona","CA","Riverside","Riverside",20.5882,29.6296,32.3529,30.5556,21.4286,15.6863,26.9231,20.8333,34.8837,35.1351,26.3158,36,27.5862,20,34.2105,31.5789,36.6667,40.5405,38.2353,34.375,35.8974,48.6486,43.5897,38.4615,35.2941,27.2727,38.0952,36,23.0769,16,16,9.5238,13.3333,23.0769,15.3846,11.1111,,18.75,33.3333,54.5455,62.5,65.3846,58.6207,42.8571,39.3939,44.8276,36.6667,10.3448,38.0952,45.8333,48.2759,57.6923,54.1667,45.8333,25
"Brandon","Atlanta","GA","Atlanta","Fulton",58.6207,61.7647,53.8462,50,50,50,36.8421,30.5556,46.6667,46.4286,52,61.5385,52,38.4615,30,34.7826,34.7826,36.3636,26.087,47.0588,37.5,26.3158,25,27.7778,30.4348,25,22.7273,28.5714,16.6667,7.6923,7.1429,,18.1818,26.6667,33.3333,45,42.3077,42.8571,40.7407,52.381,52.6316,52.6316,43.75,46.6667,43.75,37.5,27.7778,10,19.0476,23.8095,28.5714,26.3158,25,26.3158,22.2222
"Bears Paw","Naples","FL","Naples","Collier",27.6923,30.7692,31.25,26.5625,22.2222,23.4375,24.6377,28.169,34.2105,36.4865,33.8462,37.037,34,45.9459,34.2105,37.5,42.8571,28,30.4348,37.7358,36.2069,39.6825,39.0625,35.0877,36.7347,39.1304,26.3158,15,19.4444,17.9487,18.1818,22.2222,18.75,19.1489,31.7073,28.9474,31.4286,22.5806,20.6897,11.1111,4.5455,7.6923,11.1111,15.3846,19.3548,28.125,36.6667,10.3448,26.087,19.0476,15,17.3913,13.0435,21.0526,16.6667
"Harter Heights","South Bend","IN","South Bend","Saint Joseph",,,,,,,63.6364,61.5385,42.8571,50,46.6667,66.6667,84.6154,72.7273,54.5455,45.4545,58.3333,38.4615,64.2857,,,9.0909,,6.6667,28.5714,54.5455,54.5455,41.6667,53.8462,63.6364,,,,,,,,,,,,,,,,,,,,,,,,,
"Edgewood","Columbus","OH","Columbus","Franklin",38.4615,66.6667,60,62.5,44.4444,30.7692,21.4286,25,23.5294,31.25,22.2222,23.8095,22.7273,38.0952,31.8182,26.3158,27.7778,25,15,10,12.5,14.2857,7.1429,7.6923,25,41.6667,,54.5455,33.3333,50,41.6667,45.4545,,,,,,31.25,41.1765,50,41.6667,,,,,18.1818,38.4615,9.0909,16.6667,,16.6667,27.2727,,7.6923,15.3846
"Westwood Village I","San Antonio","TX","San Antonio","Bexar",,,,,,,,,,27.2727,33.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Gabriel","Albuquerque","NM","Albuquerque","Bernalillo",,,,,,50,41.6667,42.8571,41.6667,33.3333,46.1538,45.4545,54.5455,,,54.5455,63.6364,36.3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3333,53.8462
"Broadmor","Tempe","AZ","Phoenix","Maricopa",,30.7692,27.2727,38.4615,76.4706,62.5,46.6667,46.6667,40,33.3333,6.6667,23.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riverdale","Dayton","OH","Dayton","Montgomery",27.2727,30,18.75,17.6471,5,,5.5556,15.7895,37.5,28.5714,19.0476,27.7778,26.3158,33.3333,31.25,31.25,16.6667,6.6667,18.75,13.3333,21.4286,7.1429,14.2857,14.2857,16.6667,23.0769,15.7895,25,22.7273,13.3333,7.1429,,7.1429,,16.6667,15.3846,27.2727,,,16.6667,,,,9.0909,28.5714,30.7692,23.0769,,,,16.6667,,,,
