"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-11-30,"Marina","CA","San Francisco","San Francisco","San Francisco",770,1992500,0.0309945151609231,0.051673176396073,0.177948566361218,0.0925920396345921,0.0352803750908464,"2014-11","2014-Q4",1992500,0,"2014-11"
2014-11-30,"Northeast Torrance","CA","Los Angeles","Los Angeles","Torrance",771,582400,0.00621976503109883,0.0167597765363128,0.103239249857928,0.0389561109885348,0.00762480150618661,"2006-06","2006-Q2",618300,-0.0580624292414685,"2005-06"
2014-11-30,"Foggy Bottom","DC","Washington","District of Columbia","Washington",772,320300,-0.00155860349127182,-0.0165796745471293,0.0158579130986362,0.0225544957504489,0.00946633001317476,"2007-01","2007-Q1",334200,-0.0415918611609815,"2006-10"
2014-11-30,"Highland Creek","NC","Charlotte","Mecklenburg","Charlotte",773,191600,0.0036668412781561,0.0126849894291755,0.0521691378363537,0.0148342138544182,0.0112622934669162,"2007-07","2007-Q3",203400,-0.0580137659783677,"2006-09"
2014-11-30,"Brentwood-Darlington","OR","Portland","Multnomah","Portland",774,197900,0.0133128520225294,0.0318039624608968,0.0743756786102063,0.019255177408884,0.0294116373267095,"2007-07","2007-Q3",202800,-0.0241617357001972,"2006-11"
2014-11-30,"Pinnacle Peak","AZ","Phoenix","Maricopa","Scottsdale",775,733300,-0.000953678474114441,-0.00326219926600517,-0.00366847826086957,0.0171589316679917,0.00652872512331304,"2006-10","2006-Q4",925400,-0.207585908796196,"2005-03"
2014-11-30,"Washington Virginia Vale","CO","Denver","Denver","Denver",776,281900,0.0258369723435226,0.0722708254089007,0.185449957947855,0.0679787360322797,0.0313153877625445,"2014-11","2014-Q4",281900,0,"2014-11"
2014-11-30,"Hough","OH","Cleveland","Cuyahoga","Cleveland",777,65700,-0.00151975683890578,0.00152439024390244,0.0395569620253165,0.00122212402731248,-0.00631957858984211,"2007-02","2007-Q1",82800,-0.206521739130435,"2003-08"
2014-11-30,"City College Area","CA","Los Angeles","Los Angeles","Long Beach",778,550300,0.0030987969376595,0.0106519742883379,0.0426297840090944,0.0365878382384042,0.00579565870297061,"2006-02","2006-Q1",620000,-0.11241935483871,"2005-05"
2014-11-30,"Glen Eden","CA","San Francisco","Alameda","Hayward",779,440800,0.00318616294947656,0.019898195279963,0.112569409389197,0.116470838745589,-0.00492301759466762,"2006-11","2006-Q4",568300,-0.224353334506423,"2004-08"
2014-11-30,"Springwells","MI","Detroit","Wayne","Detroit",780,37200,0.00813008130081301,0.0304709141274238,0.0276243093922652,-0.0153919609160679,-0.0619297082219352,"2005-10","2005-Q4",71900,-0.482614742698192,
2014-11-30,"Mid-Cambridge","MA","Boston","Middlesex","Cambridge",781,535800,0.00809031044214487,0.017470565894417,0.102015631427396,0.0650926991855953,0.0325628044884849,"2014-11","2014-Q4",535800,0,"2014-11"
2014-11-30,"West Side","CT","Stamford","Fairfield","Stamford",782,293100,-0.00778605280974949,0.00999310820124052,0.0665938864628821,0.00164576081069456,-0.00118635392381428,"2008-03","2008-Q1",369500,-0.206765899864682,"2004-10"
2014-11-30,"Glenbrook","CT","Stamford","Fairfield","Stamford",783,300700,0.000332667997338656,0.00400667779632721,0.0401245243860256,-0.00348830407293677,-0.0150391954510898,"2006-03","2006-Q1",394400,-0.237576064908722,"2003-12"
2014-11-30,"South Lakes Dr - Soapstone Dr","VA","Washington","Fairfax","Reston",784,376600,0,0.00346389555022649,0.043213296398892,0.0390870175191553,0.0113522217315272,"2005-12","2005-Q4",403800,-0.0673600792471521,"2005-06"
2014-11-30,"Angel Park Lindell","NV","Las Vegas","Clark","Las Vegas",785,148900,0.00949152542372881,0.0240715268225585,0.121234939759036,0.059936643740659,-0.0406550027547283,"2006-08","2006-Q3",262800,-0.433409436834094,"2003-11"
2014-11-30,"Jacksonville Heights","FL","Jacksonville","Duval","Jacksonville",786,85600,0.0166270783847981,0.0375757575757576,0.16304347826087,-0.0464822370151234,-0.0248562432750538,"2007-03","2007-Q1",149400,-0.427041499330656,"2002-06"
2014-11-30,"Pine Hills","NY","Albany","Albany","Albany",787,151400,0,-0.00981033355134074,0.00798934753661784,-0.0204761028651009,0.0141916070832475,"2008-12","2008-Q4",170100,-0.109935332157554,"2006-02"
2014-11-30,"Jamaica Hills","NY","New York","Queens","New York",788,556700,0.00650876875790996,0.0276906036551597,0.091140729125833,0.0274935872274518,0.0246690080917937,"2007-04","2007-Q2",624900,-0.109137461993919,"2005-12"
2014-11-30,"River Mountain","AR","Little Rock","Pulaski","Little Rock",789,249100,-0.000401284109149278,-0.00558882235528942,-0.0095427435387674,0.0020194025600464,0.00889016418012067,"2007-05","2007-Q2",254200,-0.0200629425649095,"2006-12"
2014-11-30,"Belmont Heights","IL","Chicago","Cook","Chicago",790,218100,0.00692520775623269,0.023943661971831,0.112755102040816,-0.0148155221485983,-0.0279564769564742,"2007-03","2007-Q1",334500,-0.347982062780269,"2002-01"
2014-11-30,"Lake Hills","WA","Seattle","King","Bellevue",791,481100,0.0092301237675687,0.0203605514316013,0.0765271872902215,0.0481460603537585,0.0405822187243716,"2014-11","2014-Q4",481100,0,"2014-11"
2014-11-30,"San Carlos","CA","San Diego","San Diego","San Diego",792,528900,0.00398633257403189,0.00762049914269385,-0.00113314447592068,0.0379628488342272,-0.00599878714141577,"2006-03","2006-Q1",571800,-0.0750262329485834,"2004-06"
2014-11-30,"Virginia Village","CO","Denver","Denver","Denver",793,312300,0.00806972240154939,0.0249425664588119,0.0665983606557377,0.0609735445820305,0.031510493032826,"2014-11","2014-Q4",312300,0,"2014-11"
2014-11-30,"Beacon Hill","WA","Seattle","King","Seattle",794,363800,0.00497237569060773,0.0116796440489433,0.0640538169055279,0.029552290150747,0.0296586989016658,"2007-07","2007-Q3",378500,-0.0388375165125495,"2006-12"
2014-11-30,"Hyde Park","OH","Cincinnati","Hamilton","Cincinnati",795,290200,0.000689655172413793,0.00693962526023595,0.0510684534588917,0.027410237509202,0.0151445481417407,"2014-11","2014-Q4",290200,0,"2014-11"
2014-11-30,"Van Ness - Civic Center","CA","San Francisco","San Francisco","San Francisco",796,712000,0.00014046916701784,0.00338218714768884,0.109034267912773,0.068340989717893,0.0404337894194629,"2014-11","2014-Q4",712000,0,"2014-11"
2014-11-30,"Harlow","OR","Eugene","Lane","Eugene",797,256800,0.00548159749412686,0.0186433954779849,0.0477356181150551,0.00912297082801627,0.0202741813263951,"2007-09","2007-Q3",283800,-0.0951374207188161,"2005-11"
2014-11-30,"Floral park","NY","New York","Queens","New York",798,549300,0.00807487612405946,0.0261535587521016,0.0711778471138846,0.032025240608085,0.0200039208251763,"2006-10","2006-Q4",585000,-0.061025641025641,"2006-01"
2014-11-30,"Pilsen","IL","Chicago","Cook","Chicago",799,218800,0.00643974241030359,0.0148423005565863,-0.0453752181500873,-0.02855168870174,-0.014262230826675,"2006-04","2006-Q2",289800,-0.244996549344375,"2003-06"
2014-11-30,"Yorkshire","NC","Charlotte","Mecklenburg","Charlotte",800,169400,0.004149377593361,0.0161967606478704,0.0810465858328015,0.0188482315886425,0.0140773110229149,"2007-05","2007-Q2",169600,-0.00117924528301887,"2007-05"
2014-11-30,"Terrace Park","FL","Tampa","Hillsborough","Tampa",801,93600,-0.00213219616204691,0.00645161290322581,0.0493273542600897,-0.00670077119679779,-0.0302073825078358,"2006-11","2006-Q4",178200,-0.474747474747475,"2002-05"
2014-11-30,"Five Points","CO","Denver","Denver","Denver",802,342000,0.0115350488021295,0.0332326283987915,0.114369501466276,0.0592238410488122,0.03726838724796,"2014-11","2014-Q4",342000,0,"2014-11"
2014-11-30,"Gibson Springs","NV","Las Vegas","Clark","Henderson",803,196400,0.00873138161273754,0.0282722513089005,0.14585764294049,0.0537023253199926,-0.0423998156360399,"2006-02","2006-Q1",325500,-0.396620583717358,"2003-12"
2014-11-30,"Glen Oaks","NY","New York","Queens","New York",804,579000,0.00103734439834025,0.0275066548358474,0.11840834460112,0.0437982311218073,0.0194821235652047,"2006-12","2006-Q4",598300,-0.032258064516129,"2006-09"
2014-11-30,"Silver Spring","WI","Milwaukee","Milwaukee","Milwaukee",805,56700,0.00353982300884956,0.0143112701252236,-0.0190311418685121,-0.0644191688777856,-0.0457866547816939,"2006-11","2006-Q4",108000,-0.475,"1999-09"
2014-11-30,"Riverside","MA","Boston","Middlesex","Cambridge",806,565700,0.00712123909560263,0.0148905633297452,0.0619485639196546,0.0553105582874827,0.0326640357911212,"2014-11","2014-Q4",565700,0,"2014-11"
2014-11-30,"Oakwood","NY","New York","Richmond","New York",807,406500,0.00469599604547701,0.00918570009930487,0.00593912397921307,-0.00142073864178138,0.00251918046923683,"2006-06","2006-Q2",469900,-0.134922323898702,"2005-01"
2014-11-30,"Mar Lee","CO","Denver","Denver","Denver",808,182900,0.012174875484228,0.0380249716231555,0.13250773993808,0.0669173368816718,0.00799506434928632,"2014-11","2014-Q4",182900,0,"2014-11"
2014-11-30,"Hillsborough","NC","Raleigh","Wake","Raleigh",809,235300,0.00170285227756492,0.0133505598621878,0.0985060690943044,0.0280541575610578,0.0334056986799534,"2014-11","2014-Q4",235300,0,"2014-11"
2014-11-30,"Silverlake","RI","Providence","Providence","Providence",810,128300,0.00785545954438335,0.0380258899676375,0.13339222614841,0.0119523682390899,-0.0359368279492361,"2006-08","2006-Q3",215200,-0.403810408921933,"2003-03"
2014-11-30,"New Springville","NY","New York","Richmond","New York",811,427000,0.00636342210699976,0.0190930787589499,0.0766515380736258,0.00959073064157456,0.0119694666044501,"2006-09","2006-Q3",444300,-0.0389376547377898,"2005-10"
2014-11-30,"Buckeye Shaker","OH","Cleveland","Cuyahoga","Cleveland",812,68000,0.00294985250737463,0.0134128166915052,0.122112211221122,-0.00634788766010608,-0.023323864491036,"2007-04","2007-Q2",89900,-0.243604004449388,"1998-05"
2014-11-30,"Ocean Beach","CA","San Diego","San Diego","San Diego",813,641700,0.00769472361809045,0.0282006088767826,0.0169572107765452,0.0342332285544127,-0.000326668043195921,"2005-11","2005-Q4",676900,-0.0520017727877087,"2005-05"
2014-11-30,"South End","CT","Hartford","Hartford","Hartford",814,88000,-0.00339750849377123,-0.0156599552572707,-0.0638297872340425,-0.0545657107435904,-0.00835306604182873,"2008-05","2008-Q2",137700,-0.360929557007988,"2004-02"
2014-11-30,"West Los Angeles","CA","Los Angeles","Los Angeles","Los Angeles",815,993700,0.0122236935927473,0.0198070607553366,0.0418326693227092,0.0395038445511364,0.0208775287748137,"2014-11","2014-Q4",993700,0,"2014-11"
2014-11-30,"West Mount Airy","PA","Philadelphia","Philadelphia","Philadelphia",816,293000,0.00549073438572409,0.00583590799862684,0.0811808118081181,-0.00230479674878425,0.0185942239128867,"2010-01","2010-Q1",299800,-0.0226817878585724,"2009-10"
2014-11-30,"Lincoln Village","WI","Milwaukee","Milwaukee","Milwaukee",817,53200,0.00377358490566038,0.0152671755725191,-0.137763371150729,-0.0810939294405026,-0.0452152091593142,"2007-05","2007-Q2",105400,-0.495256166982922,"2000-11"
2014-11-30,"Downtown","WA","Seattle","King","Bellevue",818,643700,0.0102008788449466,0.0362202189311011,0.121037965865552,0.0451772066486595,0.0401102332478187,"2014-11","2014-Q4",643700,0,"2014-11"
2014-11-30,"Westside Connection","MI","Grand Rapids","Kent","Grand Rapids",819,131000,0.00460122699386503,0.00924499229583975,0.0633116883116883,0.0300031916208492,-0.00417721346479316,"2006-02","2006-Q1",139000,-0.0575539568345324,"2003-08"
2014-11-30,"East Price Hill","OH","Cincinnati","Hamilton","Cincinnati",820,52400,0.00575815738963532,0.0135396518375242,0.0715746421267894,0.00347096663338187,-0.0301934134822158,"2007-02","2007-Q1",72500,-0.277241379310345,"1998-04"
2014-11-30,"Belmont Heights","CA","Los Angeles","Los Angeles","Long Beach",821,704100,0.00585714285714286,0.0263848396501458,0.0420304869024715,0.0394684783178052,0.00759364538025253,"2006-08","2006-Q3",716500,-0.0173063503140265,"2006-06"
2014-11-30,"Arverne","NY","New York","Queens","New York",822,298600,0.00403496973772697,0.028236914600551,0.0488233227959255,-0.00752949842774997,0.0151950193505508,"2007-12","2007-Q4",368500,-0.189687924016282,"2006-01"
2014-11-30,"Chevy Chase","DC","Washington","District of Columbia","Washington",823,924200,0.00282118055555556,0.00862163047036997,0.0258630258630259,0.0305494649371116,0.019111749085525,"2014-11","2014-Q4",924200,0,"2014-11"
2014-11-30,"Carroll Gardens","NY","New York","Kings","New York",824,980400,0.00306936771025169,-0.028152260111023,-0.0274774327943656,0.0766148048067978,0.0689930914738044,"2014-05","2014-Q2",1057700,-0.0730831048501465,"2013-10"
2014-11-30,"Willmore City","CA","Los Angeles","Los Angeles","Long Beach",825,289100,0.00416811392844738,0.0115465360391882,0.168552950687146,0.0501088868331707,-0.00787988976942733,"2006-08","2006-Q3",412000,-0.298300970873786,"2004-09"
2014-11-30,"Cambridgeport","MA","Boston","Middlesex","Cambridge",826,586000,0.00999655291278869,0.0230446927374302,0.035518642869765,0.0580229038993647,0.0331806497075235,"2014-11","2014-Q4",586000,0,"2014-11"
2014-11-30,"Windsor","CO","Denver","Denver","Denver",827,119800,0.0101180438448567,0.0327586206896552,0.151923076923077,0.070792822833226,0.0164146217231513,"2001-11","2001-Q4",125500,-0.0454183266932271,"2001-06"
2014-11-30,"Sun City Summerlin","NV","Las Vegas","Clark","Las Vegas",828,234000,0.000427533133817871,0.0125486802250108,0.0617059891107078,0.0427589590768915,-0.0255744429209382,"2005-02","2005-Q1",309900,-0.244917715392062,"2004-01"
2014-11-30,"Stockton Metropolitan Airport","CA","Stockton","San Joaquin","Stockton",829,149000,0.0142954390742001,0.0537482319660537,0.236514522821577,0.112589526030384,-0.0405480371548329,"2006-05","2006-Q2",325900,-0.542804541270328,"2003-01"
2014-11-30,"Atwater Village","CA","Los Angeles","Los Angeles","Los Angeles",830,675400,0.00760853349246606,0.0194716981132075,0.0393967374576793,0.0427682651040864,0.0233100248523972,"2014-11","2014-Q4",675400,0,"2014-11"
2014-11-30,"Park West","IL","Chicago","Cook","Chicago",831,225000,0.000889679715302491,0.0199456029011786,-0.00574458683163942,-0.016566013310739,-0.000221951039054202,"2006-04","2006-Q2",253700,-0.113125739061884,"2004-11"
2014-11-30,"Bay Ho","CA","San Diego","San Diego","San Diego",832,538800,0.00503637381085618,0.0125916181168953,-0.00901232297222733,0.0331190262926369,-0.00759764362057136,"2004-12","2004-Q4",582700,-0.0753389394199416,"2004-06"
2014-11-30,"North Cambridge","MA","Boston","Middlesex","Cambridge",833,547300,0.00606617647058824,0.0227994767333209,0.0685279187817259,0.0628607802775458,0.0285052515133888,"2014-11","2014-Q4",547300,0,"2014-11"
2014-11-30,"Lowry Park Central","FL","Tampa","Hillsborough","Tampa",834,100200,0.0151975683890578,0.04375,0.2,0.0322391374401332,-0.0168003840045871,"2006-09","2006-Q3",174300,-0.42512908777969,"2004-03"
2014-11-30,"Central","OH","Cleveland","Cuyahoga","Cleveland",835,96300,-0.00619195046439629,0.0168954593453009,-0.0465346534653465,-0.0348702801012768,-0.0295608841468539,"2006-06","2006-Q2",134600,-0.284546805349183,"1999-12"
2014-11-30,"Fairmuont","NJ","New York","Essex","Newark",836,191800,0.00313807531380753,0.0100052659294365,0.122950819672131,-0.0209332979847955,-0.00272209353718145,"2007-04","2007-Q2",293100,-0.34561583077448,"2004-10"
2014-11-30,"Turn of River","CT","Stamford","Fairfield","Stamford",837,499000,-0.0021995600879824,-0.00438946528332003,0.0103259769184045,0.00737482619419438,-0.0103477822832567,"2006-01","2006-Q1",609100,-0.180758496141849,"2004-02"
2014-11-30,"Hidden Valley","NC","Charlotte","Mecklenburg","Charlotte",838,82900,0.00484848484848485,0.025990099009901,0.217327459618209,0.0226976653197093,-0.00214574853480165,"2002-09","2002-Q3",89300,-0.0716685330347144,"2001-11"
2014-11-30,"Thalia","VA","Virginia Beach","Virginia Beach City","Virginia Beach",839,202600,0.0024740227610094,0.00297029702970297,-0.016504854368932,-0.0107037837707615,0.0211128999848518,"2007-08","2007-Q3",225800,-0.102745792736935,"2005-07"
2014-11-30,"Blue Hills","CT","Hartford","Hartford","Hartford",840,88900,0,0.016,-0.0078125,-0.0669319971981718,-0.00959709183454682,"2008-09","2008-Q3",141800,-0.373060648801128,"2004-07"
2014-11-30,"Tennyson-Alquire","CA","San Francisco","Alameda","Hayward",841,451300,0.00489868626141171,0.0228921124206709,0.171295094731378,0.119545468154821,-0.0032643500839834,"2006-09","2006-Q3",590900,-0.236249788458284,"2004-09"
2014-11-30,"Muskego Way","WI","Milwaukee","Milwaukee","Milwaukee",842,44100,0.00227272727272727,0.0114678899082569,-0.0963114754098361,-0.0824245632100271,-0.0469078205901132,"2007-01","2007-Q1",94400,-0.532838983050847,"2001-10"
2014-11-30,"North Hill","WA","Spokane","Spokane","Spokane",843,116200,0.00693240901213172,0.00693240901213172,0.00519031141868512,-0.0160633976452248,0.0166629331408343,"2008-01","2008-Q1",135300,-0.141167775314117,"2005-12"
2014-11-30,"University Heights","CA","San Diego","San Diego","San Diego",844,430300,-0.000696702275894101,-0.00829684259045863,-0.0980926430517711,0.0385214862303922,-0.0111177700958573,"2006-02","2006-Q1",489700,-0.121298754339391,"2004-05"
2014-11-30,"East Akron","OH","Akron","Summit","Akron",845,39600,-0.0075187969924812,-0.0149253731343284,-0.0638297872340425,-0.0332716191340189,-0.0392491651828047,"2006-10","2006-Q4",63100,-0.372424722662441,"1996-06"
2014-11-30,"Fremont","WA","Seattle","King","Seattle",846,510000,0.00770598695909899,0.0197960407918416,0.0745891276864728,0.0447193638207701,0.0304865296513344,"2014-11","2014-Q4",510000,0,"2014-11"
2014-11-30,"Crocker Amazon","CA","San Francisco","San Francisco","San Francisco",847,735800,0.0119653417686701,0.031398934679002,0.142369197329607,0.0700470109402564,0.0245030599938616,"2014-11","2014-Q4",735800,0,"2014-11"
2014-11-30,"Calumet Heights","IL","Chicago","Cook","Chicago",848,133200,0.0144706778370145,0.0333591931730023,0.0716009654062751,-0.0311067611906951,-0.010814419145548,"2007-04","2007-Q2",191700,-0.305164319248826,"2003-07"
2014-11-30,"Brookside","OK","Tulsa","Tulsa","Tulsa",849,145900,0.00343878954607978,0.00899031811894882,0.0534296028880866,0.0364278924419035,0.031302452794568,"2014-11","2014-Q4",145900,0,"2014-11"
2014-11-30,"South Broad Street","NJ","New York","Essex","Newark",850,242500,0.00915522263836871,0.0223440134907251,0.121128062875636,-0.0225547102634036,-0.00770444676062265,"2006-10","2006-Q4",357100,-0.320918510221227,"2004-09"
2014-11-30,"Glenmoor","CA","San Francisco","Alameda","Fremont",851,759400,0.011185086551265,0.0294157516605666,0.0576601671309192,0.0607742229349106,0.0186948799367823,"2014-11","2014-Q4",759400,0,"2014-11"
2014-11-30,"Old North Milwaukee","WI","Milwaukee","Milwaukee","Milwaukee",852,45300,-0.0043956043956044,-0.0087527352297593,-0.0341151385927505,-0.0841410888182216,-0.052035943291581,"2007-03","2007-Q1",92500,-0.51027027027027,"1999-10"
2014-11-30,"Santa Anita","CA","Los Angeles","Orange","Santa Ana",853,433200,0.0102611940298507,0.0314285714285714,0.148157964484495,0.0631799692936508,-0.0049851963064782,"2007-02","2007-Q1",586600,-0.261506989430617,"2004-09"
2014-11-30,"Wanskuck","RI","Providence","Providence","Providence",854,120300,0.0050125313283208,0.0100755667506297,0.0273270708795901,-0.0262313715600956,-0.0425885352108734,"2006-06","2006-Q2",210200,-0.427687916270219,"2002-09"
2014-11-30,"Schuylkill Southwest","PA","Philadelphia","Philadelphia","Philadelphia",855,358700,0.00504342953208182,0.0263233190271817,0.0669244497323022,0.0432223148200281,0.0710293274766418,"2014-11","2014-Q4",358700,0,"2014-11"
2014-11-30,"Northgate","CA","San Francisco","Alameda","Fremont",856,723300,0.00766230147673447,0.025521054870268,0.0755390334572491,0.0664270597216039,0.0241586197664423,"2014-11","2014-Q4",723300,0,"2014-11"
2014-11-30,"Point Place","OH","Toledo","Lucas","Toledo",857,71900,0.00418994413407821,0.0141043723554302,0.0345323741007194,-0.0290054824431175,-0.0339857825702431,"2006-03","2006-Q1",103400,-0.304642166344294,"1998-12"
2014-11-30,"Magruder Area","VA","Virginia Beach","Hampton City","Hampton",858,186500,0.000536480686695279,-0.00267379679144385,0.0767898383371824,-0.0177778271495713,0.0152535842069221,"2007-08","2007-Q3",217900,-0.144102799449289,"2005-09"
2014-11-30,"Como","MN","Minneapolis-St Paul","Ramsey","Saint Paul",859,206900,0,-0.000965717044905842,0.0308918784255107,0.0238486271366447,-0.00764346916884029,"2006-05","2006-Q2",236000,-0.123305084745763,"2003-11"
2014-11-30,"Southwyck","OH","Toledo","Lucas","Toledo",860,126500,0.00237717908082409,0.00957701516360734,0.0765957446808511,-0.00772293241127897,-0.0234631950810619,"2005-04","2005-Q2",161600,-0.21720297029703,"1998-09"
2014-11-30,"Midway","MN","Minneapolis-St Paul","Ramsey","Saint Paul",861,161800,-0.00553165334972342,-0.0217654171704958,-0.00675260896255371,0.0221675815317679,-0.0122370259480045,"2007-05","2007-Q2",195200,-0.171106557377049,"2003-02"
2014-11-30,"Overlake","WA","Seattle","King","Bellevue",862,477800,0.00822958430048533,0.0110029623360135,0.0739492020678804,0.0427852696597883,0.0404147889011259,"2007-11","2007-Q4",494700,-0.0341621184556297,"2007-02"
2014-11-30,"South Beach","CA","San Francisco","San Francisco","San Francisco",863,1188900,-0.0017632241813602,0.0169361046959199,0.133689329646229,0.100123229931703,0.0545793015122173,"2014-10","2014-Q4",1191000,-0.0017632241813602,"2014-10"
2014-11-30,"Millenia","FL","Orlando","Orange","Orlando",864,111400,0.0036036036036036,0.013648771610555,0.178835978835979,0.0408258515724187,,"2007-04","2007-Q2",264600,-0.578987150415722,
2014-11-30,"Riverwest","WI","Milwaukee","Milwaukee","Milwaukee",865,125500,0.00480384307445957,0.0153721682847896,0.0546218487394958,-0.0232986099290537,-0.00488601077456174,"2007-04","2007-Q2",150300,-0.165003326679973,"2004-08"
2014-11-30,"Windsor Park","NC","Charlotte","Mecklenburg","Charlotte",866,106600,-0.00280636108512629,-0.010213556174559,-0.010213556174559,0.0142887096220781,0.00631121485727748,"2014-03","2014-Q1",109500,-0.0264840182648402,"2013-07"
2014-11-30,"Ballston-Virginia Square","VA","Washington","Arlington","Arlington",867,454300,-0.001757855416392,-0.00503723171265878,-0.0037280701754386,0.0243045311580556,0.00718791274660124,"2005-09","2005-Q3",468400,-0.0301024765157985,"2005-06"
2014-11-30,"Harvey Park","CO","Denver","Denver","Denver",868,225100,0.0121402877697842,0.0368493781667434,0.186610437532947,0.0737638047259908,0.0176334385613668,"2014-11","2014-Q4",225100,0,"2014-11"
2014-11-30,"Amber Hills","CA","Riverside","San Bernardino","San Bernardino",869,235300,0.00770877944325482,0.0181739506707053,0.13891577928364,0.0630768794103633,-0.0159698868623945,"2006-09","2006-Q3",364500,-0.354458161865569,"2004-05"
2014-11-30,"Grandview","CA","Los Angeles","Los Angeles","Glendale",870,591300,0.00852805730854511,0.012846865364851,0.0855516798237562,0.0529247739449492,0.012524215485072,"2006-03","2006-Q1",644100,-0.0819748486259897,"2005-07"
2014-11-30,"Historic Mitchell Street","WI","Milwaukee","Milwaukee","Milwaukee",871,44500,0.0090702947845805,0.0324825986078886,-0.03470715835141,-0.0760856547073552,-0.0393751067827661,"2006-11","2006-Q4",85200,-0.477699530516432,"2002-01"
2014-11-30,"University","CA","Stockton","San Joaquin","Stockton",872,174000,0.00869565217391304,0.031416716064019,0.112531969309463,0.0564855432544513,-0.0400659984125275,"2005-11","2005-Q4",339100,-0.486877027425538,"2002-09"
2014-11-30,"North-East Coconut Grove","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",873,571700,0.00828924162257496,0.017621929512282,0.0805140805140805,0.0669364091662197,0.0240208413430678,"2006-07","2006-Q3",611600,-0.065238718116416,"2005-11"
2014-11-30,"Del Rio","FL","Jacksonville","Duval","Jacksonville",874,167100,0.00179856115107914,0.00844900422450211,0.060952380952381,0.0155404517921029,-0.00154278234974392,"2006-10","2006-Q4",218700,-0.235939643347051,"2004-09"
2014-11-30,"Ravenna","WA","Seattle","King","Seattle",875,580700,0.0100887110801879,0.0202037947997189,0.056778889899909,0.0464336461630783,0.0353448579356981,"2014-11","2014-Q4",580700,0,"2014-11"
2014-11-30,"Northwest Akron","OH","Akron","Summit","Akron",876,140500,0.00357142857142857,0.0021398002853067,0.0166425470332851,0.00579329141083207,-0.00932537353931906,"2007-06","2007-Q2",156000,-0.0993589743589744,"2001-06"
2014-11-30,"Shenandoah","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",877,315900,0.0160823415889353,0.044297520661157,0.0540540540540541,0.0519760004019891,-0.00228195425852795,"2007-04","2007-Q2",491600,-0.357404393816111,"2004-11"
2014-11-30,"Old Irving Park","IL","Chicago","Cook","Chicago",878,278200,0.00216138328530259,0.00396968603392277,0.121774193548387,0.00437015927042905,-0.00824073448001073,"2006-05","2006-Q2",342700,-0.188211263495769,"2004-05"
2014-11-30,"Mercury Central","VA","Virginia Beach","Hampton City","Hampton",879,158000,0.00126742712294043,0.00829610721123165,0.111111111111111,-0.0189943673269617,0.0204061900018238,"2007-01","2007-Q1",180300,-0.123682750970605,"2005-12"
2014-11-30,"Manayunk","PA","Philadelphia","Philadelphia","Philadelphia",880,211700,0.00189304306672977,0.00379326695116169,0.046465645081562,-0.00684805814051925,0.0138470661592696,"2007-09","2007-Q3",226700,-0.0661667401852669,"2005-12"
2014-11-30,"Kyle Canyon","NV","Las Vegas","Clark","Las Vegas",881,207000,0.00680933852140078,0.0222222222222222,0.132385120350109,0.0281183528300513,-0.0406583937987248,"2006-03","2006-Q1",351300,-0.410760034158839,"2003-09"
2014-11-30,"Edgewater","IL","Chicago","Cook","Chicago",882,240200,-0.00124740124740125,0.00166805671392827,0.110494683310217,-0.00938829457020507,-0.00669896069592768,"2006-05","2006-Q2",279900,-0.14183637013219,"2003-12"
2014-11-30,"Norwood Park East","IL","Chicago","Cook","Chicago",883,296300,0.00816604287172508,0.0273925104022191,0.0109177755032412,0.0145897900682106,-0.00874421098700828,"2006-04","2006-Q2",378000,-0.216137566137566,"2004-02"
2014-11-30,"Boerum Hill","NY","New York","Kings","New York",884,990100,0.0100999795960008,0.0149666837519221,-0.00181469906240548,0.0819483505556382,0.0662093207208816,"2014-04","2014-Q2",1016600,-0.0260672831005312,"2013-11"
2014-11-30,"East Central","WA","Spokane","Spokane","Spokane",885,113100,0.0044404973357016,0.00712377560106857,0.0433579335793358,-0.0026316154447763,0.0274132940792391,"2007-04","2007-Q2",123400,-0.0834683954619125,"2006-07"
2014-11-30,"East Forest","NC","Charlotte","Mecklenburg","Charlotte",886,142800,0.00492610837438424,0.0170940170940171,0.0884146341463415,0.0129535389848963,0.0125146415594535,"2014-11","2014-Q4",142800,0,"2014-11"
2014-11-30,"Reed Park","AZ","Phoenix","Maricopa","Mesa",887,149300,0.00403496973772697,0.010148849797023,0.028236914600551,0.101437948741508,0.00782844772188551,"2006-12","2006-Q4",213500,-0.300702576112412,"2005-03"
2014-11-30,"Phoebus","VA","Virginia Beach","Hampton City","Hampton",888,138200,0.00290275761973875,0.010233918128655,0.102952913008779,-0.0174294103897608,0.0238316254256892,"2008-03","2008-Q1",156000,-0.114102564102564,"2005-12"
2014-11-30,"La Sierra South","CA","Riverside","Riverside","Riverside",889,301000,-0.0013271400132714,0.000664893617021277,0.0874277456647399,0.0871577573556987,-0.014715468381629,"2006-07","2006-Q3",443100,-0.320695102685624,"2004-05"
