"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-11-30,"Paradise","NV","Las Vegas","Clark","Las Vegas",0,168500,0.00717274357441721,0.0236938031591738,0.10347085789129,0.0478251425457616,-0.0408866489348774,"2006-07","2006-Q3",293800,-0.426480599046971,"2003-10"
2014-11-30,"Upper West Side","NY","New York","New York","New York",1,1325500,0.00492797573919636,0.0122957079578433,0.0221314003701419,0.0672504206026889,,"2014-11","2014-Q4",1325500,0,"2014-11"
2014-11-30,"South Los Angeles","CA","Los Angeles","Los Angeles","Los Angeles",2,329400,0.00243457090687766,0.0201300712294828,0.14375,0.0776872327892641,0.00942652563913859,"2007-04","2007-Q2",455100,-0.276203032300593,"2005-04"
2014-11-30,"Sherman Oaks","CA","Los Angeles","Los Angeles","Los Angeles",3,504400,0.00338173861149791,0.00538170221247758,0.0738769427294017,0.0523594482315928,0.00741067437811549,"2006-08","2006-Q3",591700,-0.147540983606557,"2005-05"
2014-11-30,"Sunrise Manor","NV","Las Vegas","Clark","Las Vegas",4,132300,0.0099236641221374,0.0295719844357977,0.183363148479428,0.0577885731174943,-0.0416261975138869,"2006-09","2006-Q3",259400,-0.489976869699306,"2002-11"
2014-11-30,"East New York","NY","New York","Kings","New York",5,323800,0.00123685837971552,0.0128245229903034,0.0512987012987013,0.00186336696484601,0.0228181676449337,"2007-11","2007-Q4",390300,-0.170381757622342,"2005-11"
2014-11-30,"Southeast Los Angeles","CA","Los Angeles","Los Angeles","Los Angeles",6,281000,0.00716845878136201,0.0225618631732169,0.164043082021541,0.105606036542857,0.0120822965313159,"2007-02","2007-Q1",409400,-0.313629702002931,"2005-03"
2014-11-30,"Spring Valley","NV","Las Vegas","Clark","Las Vegas",7,181600,0.00609418282548476,0.0230985915492958,0.110703363914373,0.0575211488794027,-0.0411689910030109,"2006-03","2006-Q1",305300,-0.40517523747134,"2003-12"
2014-11-30,"Deer Valley","AZ","Phoenix","Maricopa","Phoenix",8,185100,0.00762112139357648,0.0209597352454495,0.0358142137660884,0.0471715070669037,0.00872424102195013,"2006-02","2006-Q1",258200,-0.283113865220759,"2005-03"
2014-11-30,"Astoria","NY","New York","Queens","New York",9,636200,0.00315357931251971,0.01792,0.0670915800067092,0.047523361847168,0.0490295077837219,"2014-11","2014-Q4",636200,0,"2014-11"
2014-11-30,"Paradise Valley","AZ","Phoenix","Maricopa","Phoenix",10,269800,0.00484171322160149,0.0112443778110945,-0.00295639320029564,0.0423190199668184,0.0157794794975559,"2006-02","2006-Q1",350000,-0.229142857142857,"2005-04"
2014-11-30,"North Mountain","AZ","Phoenix","Maricopa","Phoenix",11,149100,0.00675219446320054,0.0170532060027285,0.00947867298578199,0.0429947967314597,0.00299994968302886,"2006-07","2006-Q3",222300,-0.329284750337382,"2005-01"
2014-11-30,"Washington Heights","NY","New York","New York","New York",12,580600,0.00519390581717452,-0.00291945732440323,0.155192996418623,0.0637322830279423,0.0605916407813749,"2014-08","2014-Q3",582300,-0.00291945732440323,"2014-07"
2014-11-30,"Hollywood","CA","Los Angeles","Los Angeles","Los Angeles",13,636400,0.00871770486606435,0.0282759735013734,0.15877640203933,0.0495945047651034,0.0226093799674247,"2007-10","2007-Q4",640600,-0.00655635341867,"2007-09"
2014-11-30,"Bedford Stuyvesant","NY","New York","Kings","New York",14,725900,0.0149608501118568,0.0560081466395112,0.305575539568345,0.13294224405522,0.0998295141013781,"2014-11","2014-Q4",725900,0,"2014-11"
2014-11-30,"Camelback East","AZ","Phoenix","Maricopa","Phoenix",15,238000,0.0136286201022147,0.027190332326284,0.0144927536231884,0.047850226777846,0.0239721312693915,"2006-06","2006-Q2",288200,-0.174184594031922,"2005-07"
2014-11-30,"Flatbush","NY","New York","Kings","New York",16,850600,-0.0025797373358349,0.00710395453469098,0.198703494926719,0.0638498160167129,0.0663816126026546,"2014-10","2014-Q4",852800,-0.0025797373358349,"2014-09"
2014-11-30,"Crown Heights","NY","New York","Kings","New York",17,812400,0.0170255383074612,0.0513782839394332,0.277760301981755,0.140127084461155,0.0975423767658665,"2014-11","2014-Q4",812400,0,"2014-11"
2014-11-30,"Alahambra","AZ","Phoenix","Maricopa","Phoenix",18,122700,0.00738916256157635,0.0267782426778243,0.031959629941127,0.0273772757711965,-0.00622026009457921,"2006-12","2006-Q4",206200,-0.404946653734239,"2004-08"
2014-11-30,"Jamaica","NY","New York","Queens","New York",19,345100,0.00935946183094472,0.02555720653789,0.0924343146565369,0.0100312602525292,0.0188905469953804,"2007-05","2007-Q2",430000,-0.197441860465116,"2005-11"
2014-11-30,"Roosevelt","CA","Fresno","Fresno","Fresno",20,129600,0.0062111801242236,0.0269413629160063,0.102040816326531,0.0392629844984922,-0.0269984298215127,"2006-06","2006-Q2",235000,-0.448510638297872,"2003-12"
2014-11-30,"Williamsbridge","NY","New York","Bronx","New York",21,322200,0.006875,0.0180094786729858,0.0103480714957667,-0.00105191743343935,0.00978676001320289,"2007-05","2007-Q2",412800,-0.219476744186047,"2005-07"
2014-11-30,"North Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",22,484600,0.00518564613150799,0.0102147175317907,-0.0108185343947744,0.0308498208402019,0.0113689488999336,"2006-02","2006-Q1",630300,-0.231159765191179,"2005-03"
2014-11-30,"East Harlem","NY","New York","New York","New York",23,858300,0.0150189214758751,0.0605461509946868,0.22352102637206,0.0790207625498207,,"2014-11","2014-Q4",858300,0,"2014-11"
2014-11-30,"East San Jose","CA","San Jose","Santa Clara","San Jose",24,533000,0.00946969696969697,0.0269749518304432,0.146483114648311,0.0958274460764772,0.00541088573859039,"2007-02","2007-Q1",622900,-0.14432493177075,"2005-03"
2014-11-30,"East Flatbush","NY","New York","Kings","New York",25,386400,0.0046801872074883,0.00808765979650404,0.0356472795497186,0.0046181646177017,0.0242744825801917,"2007-11","2007-Q4",463500,-0.166343042071197,"2006-01"
2014-11-30,"Bushwick","NY","New York","Kings","New York",26,592700,0.0161152065832333,0.0486553432413305,0.219045660222131,0.110024365365182,0.081640210477691,"2014-11","2014-Q4",592700,0,"2014-11"
2014-11-30,"South Mountain","AZ","Phoenix","Maricopa","Phoenix",27,122600,0.00656814449917898,0.027661357921207,0.0225187656380317,0.0295250566797931,-0.0108994638406846,"2006-12","2006-Q4",209100,-0.413677666188427,"2004-03"
2014-11-30,"Corona","NY","New York","Queens","New York",28,417400,0.00699638118214716,0.0232900220642314,0.102774108322325,0.0236278871759346,0.0345125260712638,"2014-11","2014-Q4",417400,0,"2014-11"
2014-11-30,"Enterprise","NV","Las Vegas","Clark","Las Vegas",29,214500,0.00704225352112676,0.0238663484486874,0.117769671704013,0.057096868374616,-0.0381847945617289,"2006-03","2006-Q1",347300,-0.382378347250216,"2003-12"
2014-11-30,"East Memphis-Colonial-Yorkshire","TN","Memphis","Shelby","Memphis",30,89800,0,0.00447427293064877,0.00559910414333707,-0.019515942662942,-0.00132657244470413,"2007-05","2007-Q2",101600,-0.116141732283465,"2004-07"
2014-11-30,"North Hollywood","CA","Los Angeles","Los Angeles","Los Angeles",31,472500,0.00574712643678161,0.0115606936416185,0.0692464358452139,0.0562451991725852,0.00615010361996493,"2006-08","2006-Q3",575900,-0.179545059906234,"2005-04"
2014-11-30,"Elmhurst","NY","New York","Queens","New York",32,442700,0.00408255840326605,0.0149014213663457,0.0302536653479172,0.0219274300826398,0.0295664977307837,"2014-11","2014-Q4",442700,0,"2014-11"
2014-11-30,"Borough Park","NY","New York","Kings","New York",33,739900,-0.003233194126364,-0.00256133728767862,0.250253464008111,0.0777677521285869,0.065233726141859,"2014-09","2014-Q3",743600,-0.0049757934373319,"2014-08"
2014-11-30,"Bullard","CA","Fresno","Fresno","Fresno",34,229900,0.00130662020905923,0.00656742556917688,0.0360522757999099,0.020124970280331,-0.0219736000872119,"2006-04","2006-Q2",352800,-0.348356009070295,"2004-01"
2014-11-30,"Mid City","CA","Los Angeles","Los Angeles","Los Angeles",35,705300,0.00742751035566348,0.0229151559100798,0.106352941176471,0.0626509382239382,0.0207596792228808,"2006-06","2006-Q2",720000,-0.0204166666666667,"2006-02"
2014-11-30,"Bensonhurst","NY","New York","Kings","New York",36,671600,0.00463724756918474,0.016036308623298,0.103153745072273,0.0563454728264505,0.0466481345349021,"2014-11","2014-Q4",671600,0,"2014-11"
2014-11-30,"West San Jose","CA","San Jose","Santa Clara","San Jose",37,1036500,0.0103323910712545,0.0353611027869344,0.114635982363695,0.0850061643413098,0.0426542126354954,"2014-11","2014-Q4",1036500,0,"2014-11"
2014-11-30,"Westlake","CA","Los Angeles","Los Angeles","Los Angeles",38,471400,0.00748023081855097,0.0183624972996328,0.0912037037037037,0.068479467744073,0.0277273857788587,"2007-04","2007-Q2",510600,-0.0767724245985116,"2006-01"
2014-11-30,"Koreatown","CA","Los Angeles","Los Angeles","Los Angeles",39,539800,0.00260029717682021,0.019452313503305,0.132368365848542,0.0535852429445705,0.0277606170959894,"2007-11","2007-Q4",583900,-0.0755266312724782,"2006-03"
2014-11-30,"North Long Beach","CA","Los Angeles","Los Angeles","Long Beach",40,346500,0.00289435600578871,0.0110884155237817,0.0744186046511628,0.0662709889870448,-0.000975981494315659,"2006-09","2006-Q3",465300,-0.25531914893617,"2004-11"
2014-11-30,"White Haven-Coro Lake","TN","Memphis","Shelby","Memphis",41,56300,-0.00353982300884956,-0.00880281690140845,0.0162454873646209,-0.030703822091201,-0.0226558591686115,"2007-05","2007-Q2",76900,-0.267880364109233,"1998-09"
2014-11-30,"Soundview","NY","New York","Bronx","New York",42,302300,0.0117135207496653,0.0164761264290518,0.0522102332057083,-0.00112093121089862,0.010878210319889,"2007-08","2007-Q3",383600,-0.211939520333681,"2005-10"
2014-11-30,"Sun Valley","CA","Los Angeles","Los Angeles","Los Angeles",43,408300,0.00591278640059128,0.0269114688128773,0.119550315327667,0.0647930929439935,0.000122541526117015,"2006-09","2006-Q3",532200,-0.232807215332582,"2004-12"
2014-11-30,"Logan Square","IL","Chicago","Cook","Chicago",44,249300,0.00645942672587808,0.0130028443722064,-0.0192761605035405,0.00315846913611306,-0.00143268903440674,"2006-08","2006-Q3",299100,-0.166499498495486,"2004-10"
2014-11-30,"South Bronx","NY","New York","Bronx","New York",45,289400,0.0280639431616341,0.0766369047619048,0.080253826054498,0.0173884437207428,0.0200897511078515,"2007-10","2007-Q4",341300,-0.152065631409317,"2006-01"
2014-11-30,"South Scottsdale","AZ","Phoenix","Maricopa","Scottsdale",46,258200,0.00662768031189084,0.0197472353870458,0.00977708251857646,0.0528321543907329,0.0283131734300035,"2006-03","2006-Q1",306100,-0.156484808885985,"2005-06"
2014-11-30,"Flushing","NY","New York","Queens","New York",47,562100,-0.0070658894188306,-0.00899153737658674,0.148549243972211,0.0585592707930274,0.0476499405769799,"2014-09","2014-Q3",569700,-0.0133403545725821,"2014-07"
2014-11-30,"Canarsie","NY","New York","Kings","New York",48,353100,0.000566732785491641,-0.0100925147182506,-0.0278083700440529,-0.00823225491393009,0.0139566443290962,"2007-12","2007-Q4",447900,-0.211654387139987,"2005-08"
2014-11-30,"Little Village","IL","Chicago","Cook","Chicago",49,121300,-0.00328677074774034,-0.00655200655200655,-0.00410509031198686,-0.0379656076471639,-0.0315828926288841,"2006-09","2006-Q3",200600,-0.39531405782652,"2001-12"
2014-11-30,"Estrella","AZ","Phoenix","Maricopa","Phoenix",50,138800,0.00652646845540247,0.0205882352941176,0.0358208955223881,0.0716564832250384,-0.0125596025284958,"2006-07","2006-Q3",232500,-0.403010752688172,"2004-07"
2014-11-30,"Canoga Park","CA","Los Angeles","Los Angeles","Los Angeles",51,468800,0.00557700557700558,0.0178028658271819,0.0744900297960119,0.0524277014105836,0.00215851153991808,"2006-06","2006-Q2",567700,-0.174211731548353,"2005-03"
2014-11-30,"Boyle Heights","CA","Los Angeles","Los Angeles","Los Angeles",52,327100,0.00708128078817734,0.0282929896259038,0.182574114244396,0.0785685127026741,0.0200136583148431,"2007-01","2007-Q1",418400,-0.21821223709369,"2005-08"
2014-11-30,"Sylmar","CA","Los Angeles","Los Angeles","Los Angeles",53,405100,0.00595977154209089,0.0279116975386958,0.104717752931552,0.0700227486174914,-0.00229127345307079,"2006-10","2006-Q4",534700,-0.24237890405835,"2004-10"
2014-11-30,"Downtown","CA","San Jose","Santa Clara","San Jose",54,595300,0.00898305084745763,0.0288627722087798,0.13196425175889,0.0715905737619504,0.0188486765111111,"2007-03","2007-Q1",598400,-0.00518048128342246,"2007-01"
2014-11-30,"Ahwatukee Foothills","AZ","Phoenix","Maricopa","Phoenix",55,280300,0.00574094007893793,0.0137432188065099,0.0126445086705202,0.0406206038977834,0.0163228376724871,"2006-02","2006-Q1",364800,-0.231633771929825,"2005-04"
2014-11-30,"Pacoima","CA","Los Angeles","Los Angeles","Los Angeles",56,339500,0.0080166270783848,0.025369978858351,0.0808659662527857,0.0878898339964806,-0.00669790153365568,"2006-08","2006-Q3",493400,-0.311917308471828,"2004-08"
2014-11-30,"Gravesend","NY","New York","Kings","New York",57,756700,0.0023844217777189,0.0132565613283342,0.123200237494434,0.0402517555318285,0.0330974850979022,"2014-11","2014-Q4",756700,0,"2014-11"
2014-11-30,"Evergreen","CA","San Jose","Santa Clara","San Jose",58,803000,0.00727546412443552,0.0271169096955743,0.0891089108910891,0.0731783162890789,0.019743270665999,"2014-11","2014-Q4",803000,0,"2014-11"
2014-11-30,"San Pedro","CA","Los Angeles","Los Angeles","Los Angeles",59,520800,0.00308166409861325,0.0102812803103783,0.108792846497765,0.0198722976356256,-0.00157988656474684,"2006-08","2006-Q3",621800,-0.162431650048247,"2004-10"
2014-11-30,"North Valley","CA","San Jose","Santa Clara","San Jose",60,636000,0.00585165269650482,0.0179257362355954,0.108979947689625,0.0804751484723332,0.0179967363434985,"2006-01","2006-Q1",636900,-0.00141309467734338,"2005-12"
2014-11-30,"Sheepshead Bay","NY","New York","Kings","New York",61,583300,0.00171732783788425,0.00430440771349862,0.0296557811120918,0.0249014975922399,0.0244556653016321,"2006-06","2006-Q2",591300,-0.0135295112464062,"2006-05"
2014-11-30,"Murray Hill","NY","New York","Queens","New York",62,713200,0.00479008171315864,0.0195854181558256,0.0749058025621703,0.0319912886023053,0.0276025121982248,"2014-11","2014-Q4",713200,0,"2014-11"
2014-11-30,"Willow Glen","CA","San Jose","Santa Clara","San Jose",63,909700,0.00820126343788097,0.0254762709953782,0.0901138406231276,0.073264235226165,0.0293029878756927,"2014-11","2014-Q4",909700,0,"2014-11"
2014-11-30,"North Raleigh","NC","Raleigh","Wake","Raleigh",64,240100,0.00460251046025105,0.013507809202195,0.0633303808680248,0.0155248134496619,0.0219708390393965,"2014-11","2014-Q4",240100,0,"2014-11"
2014-11-30,"South Ozone Park","NY","New York","Queens","New York",65,385800,0.00547302580140735,0.0149960536700868,0.0438311688311688,0.0236174573378394,0.0156222774649537,"2007-04","2007-Q2",494400,-0.219660194174757,"2005-08"
2014-11-30,"Southwest","CA","San Diego","San Diego","Chula Vista",66,366200,0.00687379708551004,0.0138427464008859,0.0918306499701848,0.078902307519199,-0.0211761802242638,"2006-04","2006-Q2",487400,-0.248666393106278,"2004-03"
2014-11-30,"Northridge","CA","Los Angeles","Los Angeles","Los Angeles",67,627400,0.00609364977549711,0.0246611138330884,0.122562175702272,0.0476173416661725,0.00321189963469348,"2006-02","2006-Q1",728300,-0.138541809693807,"2005-03"
2014-11-30,"West Anaheim","CA","Los Angeles","Orange","Anaheim",68,440200,-0.000681044267877412,0.00456412596987677,0.0396787907416155,0.0502487235903346,-0.0083287230322272,"2006-08","2006-Q3",586400,-0.249317871759891,"2004-07"
2014-11-30,"Forest Hills","NY","New York","Queens","New York",69,729600,0.00109769484083425,0.0189944134078212,0.0710510863182619,0.0325255130225499,0.0389908393565812,"2014-11","2014-Q4",729600,0,"2014-11"
2014-11-30,"East Village","NY","New York","New York","New York",70,1298900,0.00565190461443171,0.0207465618860511,0.0797173732335827,0.0590879804110944,0.0671095036916602,"2014-11","2014-Q4",1298900,0,"2014-11"
2014-11-30,"Cordova-Appling","TN","Memphis","Shelby","Memphis",71,128800,0.000777000777000777,0.00311526479750779,0.013375295043273,-0.00519746892373696,-0.0127265031410841,"2007-02","2007-Q1",153000,-0.158169934640523,"1998-07"
2014-11-30,"Blossom Valley","CA","San Jose","Santa Clara","San Jose",72,695400,0.00534913980049154,0.0159240321402484,0.109798914778168,0.0757503040552843,0.0195131937709012,"2014-11","2014-Q4",695400,0,"2014-11"
2014-11-30,"Jackson Heights","NY","New York","Queens","New York",73,489200,0.00266448042631687,0.0279470476990964,0.172579098753595,0.0587625315630691,,"2014-11","2014-Q4",489200,0,"2014-11"
2014-11-30,"Northwest Raleigh","NC","Raleigh","Wake","Raleigh",74,248100,0.00404694455685957,0.0126530612244898,0.0508259212198221,0.0153541742597929,0.0230714525657159,"2014-11","2014-Q4",248100,0,"2014-11"
2014-11-30,"Far Rockaway","NY","New York","Queens","New York",75,383400,0.0105429625724829,0.0210386151797603,0.0626385809312639,0.00300021183244703,0.0161635036596599,"2007-01","2007-Q1",443500,-0.135512965050733,"2005-09"
2014-11-30,"Ridgewood","NY","New York","Queens","New York",76,489000,0.0134715025906736,0.0366758532965868,0.107086257640933,0.0354152176252587,0.0466337055040764,"2014-11","2014-Q4",489000,0,"2014-11"
2014-11-30,"West Rogers Park","IL","Chicago","Cook","Chicago",77,164400,0.011070110701107,0.0391908975979772,0.0365699873896595,-0.0430880657822943,-0.0336485964140284,"2006-05","2006-Q2",257600,-0.361801242236025,"2001-04"
2014-11-30,"Reseda","CA","Los Angeles","Los Angeles","Los Angeles",78,416300,0.00507001448575567,0.0143762183235867,0.0617189492476409,0.0706617539694918,-0.000215933575557603,"2006-06","2006-Q2",536500,-0.224044734389562,"2004-11"
2014-11-30,"Mira Mesa","CA","San Diego","San Diego","San Diego",79,464000,0.00628930817610063,0.013986013986014,0.0419941612396137,0.051424514081942,-0.00662691860767817,"2005-10","2005-Q4",507900,-0.0864343374680055,"2004-06"
2014-11-30,"East Elmhurst","NY","New York","Queens","New York",80,543600,0.00369276218611521,0.015695067264574,0.081145584725537,0.0240058490979531,0.0259850155356431,"2007-04","2007-Q2",610300,-0.109290512862527,"2006-02"
2014-11-30,"Midtown","TN","Memphis","Shelby","Memphis",81,54000,0,-0.00735294117647059,-0.114754098360656,-0.0393394316275633,-0.0204591142233946,"2007-05","2007-Q2",72000,-0.25,"1998-11"
2014-11-30,"Cambrian Park","CA","San Jose","Santa Clara","San Jose",82,850800,0.00484232904216369,0.0144270895433409,0.0750568612585292,0.0768349404623003,0.0321518116253174,"2014-11","2014-Q4",850800,0,"2014-11"
2014-11-30,"Hickory Ridge-South Riverdale","TN","Memphis","Shelby","Memphis",83,81900,-0.00121951219512195,0.00122249388753056,0.0554123711340206,-0.00902975164951325,-0.0214200915208059,"2007-04","2007-Q2",111200,-0.263489208633094,
2014-11-30,"Panorama City","CA","Los Angeles","Los Angeles","Los Angeles",84,353400,0.00856164383561644,0.029120559114735,0.119417168197656,0.082003088824314,-0.00594148884825108,"2006-08","2006-Q3",493400,-0.283745439805432,"2004-08"
2014-11-30,"Princess Anne","VA","Virginia Beach","Virginia Beach City","Virginia Beach",85,300800,0.00199866755496336,0.00838082467314784,0.0469892098851375,0.00342588802930544,0.0129051965234408,"2006-06","2006-Q2",330100,-0.0887609815207513,"2005-07"
2014-11-30,"Midwood","NY","New York","Kings","New York",86,733900,0.00273261374504714,0.0103248898678414,0.105604097619765,0.0395565436676362,0.0279830811739445,"2014-11","2014-Q4",733900,0,"2014-11"
2014-11-30,"North Hills","CA","Los Angeles","Los Angeles","Los Angeles",87,459000,0.00525624178712221,0.0139165009940358,0.0664498141263941,0.0492068002386683,-0.0010397805293042,"2006-05","2006-Q2",572800,-0.198673184357542,"2004-11"
2014-11-30,"South Dorchester","MA","Boston","Suffolk","Boston",88,363500,0.00832177531206657,0.0216413715570545,0.0899550224887556,0.0503777440001658,0.00901450023112882,"2014-11","2014-Q4",363500,0,"2014-11"
2014-11-30,"Roxbury","MA","Boston","Suffolk","Boston",89,358300,0.0147267063154914,0.0415697674418605,0.249302649930265,0.0850781298496821,0.0222233396421845,"2014-11","2014-Q4",358300,0,"2014-11"
2014-11-30,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",90,139200,0.00723589001447178,0.0190336749633968,0.0601675552170602,0.0222439674959112,0.00144825096484524,"2007-04","2007-Q2",149700,-0.0701402805611222,"2005-01"
2014-11-30,"Park Slope","NY","New York","Kings","New York",91,969300,0.0119010335108049,0.00706493506493506,0.092907881384598,0.101342404029026,0.0707286532435936,"2014-05","2014-Q2",978700,-0.00960457750076632,"2014-05"
2014-11-30,"Oxford Circle","PA","Philadelphia","Philadelphia","Philadelphia",92,107700,0.00372786579683131,0.00560224089635854,0.0160377358490566,-0.016428427091802,-0.00183828658952667,"2005-12","2005-Q4",147400,-0.269335142469471,"2004-11"
2014-11-30,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",93,181500,0.00777345918933926,0.0219594594594595,0.0842293906810036,0.0247695627012592,0.00921019639331155,"2007-05","2007-Q2",181900,-0.00219901044529962,"2007-03"
2014-11-30,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",94,149600,0.00268096514745308,0.00402684563758389,0.0288858321870702,0.00201750127587297,0.00972517012888963,"2008-02","2008-Q1",153500,-0.0254071661237785,"2007-02"
2014-11-30,"Green Run","VA","Virginia Beach","Virginia Beach City","Virginia Beach",95,196300,0.00357873210633947,0.00977366255144033,0.0380750925436277,-0.00815137076756023,0.0193274705682072,"2007-04","2007-Q2",219400,-0.105287146763902,"2005-10"
2014-11-30,"Wilmington","CA","Los Angeles","Los Angeles","Los Angeles",96,395200,0.00842051543761164,0.0286309213951067,0.156570090722856,0.0610919723094914,0.00582506797960747,"2006-09","2006-Q3",513700,-0.230679384854974,"2005-03"
2014-11-30,"Mission","CA","San Francisco","San Francisco","San Francisco",97,1120000,0.0101010101010101,0.0386719836780117,0.196836930968156,0.112273594782586,0.0508717885339856,"2014-11","2014-Q4",1120000,0,"2014-11"
2014-11-30,"Archer Heights","IL","Chicago","Cook","Chicago",98,155900,0.00451030927835052,0.0236375574523966,0.104107648725212,-0.0210524937522105,-0.0264367012667777,"2006-04","2006-Q2",240000,-0.350416666666667,"2002-09"
2014-11-30,"Bath Beach","NY","New York","Kings","New York",99,572300,0.00385897211015611,0.00863588297497356,0.125024572439552,0.0542721608297638,0.0362620728979188,"2014-11","2014-Q4",572300,0,"2014-11"
2014-11-30,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",100,215300,0.00607476635514019,0.0141309467734338,0.0502439024390244,0.0205279059485324,0.0129531086558179,"2014-11","2014-Q4",215300,0,"2014-11"
2014-11-30,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",101,166300,0.00483383685800604,0.01278928136419,0.0452545568824639,0.0219383220194433,0.0103692006039708,"2014-11","2014-Q4",166300,0,"2014-11"
2014-11-30,"Raleigh","TN","Memphis","Shelby","Memphis",102,69400,0.00289017341040462,0.00872093023255814,0.0358208955223881,-0.0213306319162819,-0.0211038269364759,"2007-01","2007-Q1",92900,-0.252960172228202,"1997-05"
2014-11-30,"Woodward Park","CA","Fresno","Fresno","Fresno",103,291000,0.00172117039586919,0.00172117039586919,0.0114702815432742,0.017821812225586,-0.0149481315400914,"2006-02","2006-Q1",413000,-0.295399515738499,"2004-04"
2014-11-30,"Central City","AZ","Phoenix","Maricopa","Phoenix",104,92700,0.0131147540983607,0.0415730337078652,-0.055045871559633,-0.00738477458158937,-0.0193465019885131,"2007-01","2007-Q1",173900,-0.46693502012651,"2003-09"
2014-11-30,"South Austin","IL","Chicago","Cook","Chicago",105,142900,0.000700280112044818,0.0127569099929128,0.126971608832808,-0.0238120594105048,-0.00549830387860484,"2007-11","2007-Q4",193700,-0.262261228704182,"2004-03"
2014-11-30,"Brownsville","NY","New York","Kings","New York",106,308600,-0.000323939099449304,0.00423039375203384,0.0453929539295393,-0.0155176305267585,0.0209148618219839,"2008-07","2008-Q3",377600,-0.182733050847458,"2005-12"
2014-11-30,"Encino","CA","Los Angeles","Los Angeles","Los Angeles",107,782800,0.00733496332518337,0.0329902348904724,0.114306049822064,0.0562895587643382,0.0175807935656376,"2006-11","2006-Q4",793000,-0.0128625472887768,"2006-09"
2014-11-30,"Ozone Park","NY","New York","Queens","New York",108,396900,0.0117257201121591,0.0311769290724864,0.0511122881355932,0.0268222757847758,0.0175564841208573,"2007-04","2007-Q2",473700,-0.162127929069031,"2005-10"
2014-11-30,"The Heights","NJ","New York","Hudson","Jersey City",109,316400,0.0082855321861058,0.0259403372243839,0.0232858990944373,0.00763052428379751,-0.00548804113038481,"2007-03","2007-Q1",418400,-0.243785850860421,"2004-09"
2014-11-30,"Fresno High Roeding","CA","Fresno","Fresno","Fresno",110,132900,0.00758150113722517,0.0168324407039021,0.0884520884520884,0.0286410090117812,-0.0296105800860289,"2006-03","2006-Q1",237900,-0.441361916771753,"2003-11"
2014-11-30,"Rogers Park","IL","Chicago","Cook","Chicago",111,144200,0.0076869322152341,0.0226950354609929,0.0176429075511644,-0.0525710294282176,-0.0316484596371785,"2007-02","2007-Q1",221100,-0.347806422433288,"2001-04"
2014-11-30,"Albany Park","IL","Chicago","Cook","Chicago",112,230800,0.00742034046268005,0.0185348631950574,0.000867302688638335,-0.0137949505176059,-0.012674595757828,"2006-04","2006-Q2",295800,-0.21974306964165,"2003-08"
2014-11-30,"Downtown","TN","Memphis","Shelby","Memphis",113,38000,-0.0104166666666667,-0.0355329949238579,-0.172113289760349,-0.0692416535529715,-0.039735499207782,"2007-04","2007-Q2",63700,-0.403453689167975,
2014-11-30,"Kensington","NY","New York","Kings","New York",114,697300,-0.00143204926249463,-0.00683663295826805,0.0905536440412887,0.0438641616514004,0.0542844095193957,"2014-08","2014-Q3",702100,-0.00683663295826805,"2014-07"
2014-11-30,"Kempsville","VA","Virginia Beach","Virginia Beach City","Virginia Beach",115,210000,-0.000951474785918173,-0.00332225913621262,0.0144927536231884,-0.00871956557227016,0.0166127157240354,"2007-09","2007-Q3",233300,-0.0998714102014573,"2005-08"
2014-11-30,"Flatlands","NY","New York","Kings","New York",116,421000,-0.000712081652029433,0.00142721217887726,0.0470032330266103,0.0146355293774214,0.0240032193716164,"2007-11","2007-Q4",482300,-0.127099315778561,"2006-01"
2014-11-30,"Richmond Hill","NY","New York","Queens","New York",117,418800,0.0103739445114596,0.030511811023622,0.0974842767295598,0.0242584864819573,0.0193673738942814,"2007-08","2007-Q3",492300,-0.149299207800122,"2005-10"
2014-11-30,"Little Havana","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",118,126400,0.0128205128205128,0.0326797385620915,0.0877796901893287,0.0379927428674727,-0.01795035245448,"2007-03","2007-Q1",211400,-0.402081362346263,"2004-04"
2014-11-30,"Northwest","CA","San Diego","San Diego","Chula Vista",119,372400,0.0073032188260752,0.0119565217391304,0.0194360799343006,0.0661065141814441,-0.0241435991381418,"2005-11","2005-Q4",510800,-0.270947533281128,"2004-02"
2014-11-30,"Central City","CA","Los Angeles","Los Angeles","Los Angeles",120,318600,0.0104662226450999,0.05183228788379,0.168316831683168,0.0853931589089894,0.021480290397738,"2007-03","2007-Q1",437000,-0.270938215102975,"2005-06"
2014-11-30,"Maspeth","NY","New York","Queens","New York",121,554200,0.00235123892204739,0.0157624633431085,0.0985133795837463,0.0226855127848642,0.0308976827803631,"2008-05","2008-Q2",567800,-0.0239520958083832,"2008-01"
