"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2014-11-30,"Forest Park","MA","Springfield","Hampden","Springfield",429,1235,0.00734094616639478,0.0564585115483319,0.120689655172414,3569
2014-11-30,"Northside Village","TX","Houston","Harris","Houston",430,1289,-0.000775193798449612,0.00860719874804382,0.0868465430016863,6467
2014-11-30,"Academy Gardens","PA","Philadelphia","Philadelphia","Philadelphia",431,1321,-0.0163812360387193,-0.0112275449101796,0.0417981072555205,6973
2014-11-30,"Bernal Heights","CA","San Francisco","San Francisco","San Francisco",432,4146,0.00655498907501821,0.0587334014300306,0.170855690482914,5543
2014-11-30,"Aliamanu-Salt Lake-Foster Village","HI","Honolulu","Honolulu","Honolulu",433,1968,0.0113052415210689,0.0309062336301729,0.0592034445640474,7859
2014-11-30,"University District","WA","Seattle","King","Seattle",434,2374,0.00978307103360272,0.0290420459471175,0.0899908172635445,1752
2014-11-30,"College Point","NY","New York","Queens","New York",435,2188,-0.00273473108477666,0.00829493087557604,0.107287449392713,2306
2014-11-30,"Paradise Hills","NM","Albuquerque","Bernalillo","Albuquerque",436,1159,-0.0381742738589212,-0.05,0.0113438045375218,9200
2014-11-30,"Spring Branch East","TX","Houston","Harris","Houston",437,1495,0.015625,0.0439944134078212,0.140350877192982,4959
2014-11-30,"Clairemont Mesa East","CA","San Diego","San Diego","San Diego",438,2250,0.00581135449262405,0.0245901639344262,0.0678690080683436,6980
2014-11-30,"West Valley","ID","Boise City","Ada","Boise",439,1098,-0.000909918107370337,0.00182481751824818,0.053742802303263,8317
2014-11-30,"Laurelton","NY","New York","Queens","New York",440,1883,-0.0187597707139135,-0.0383043922369765,0.0295243302351011,5012
2014-11-30,"Westgate Hts","NM","Albuquerque","Bernalillo","Albuquerque",441,991,-0.0284313725490196,-0.0452793834296724,0.0195473251028807,6942
2014-11-30,"Ramona","CA","Riverside","Riverside","Riverside",442,1557,0.011038961038961,0.020983606557377,0.018979057591623,4881
2014-11-30,"North End","MN","Minneapolis-St Paul","Ramsey","Saint Paul",443,1257,0.00801924619085806,0.0145278450363196,0.0440199335548173,5098
2014-11-30,"Highland Hills","TX","San Antonio","Bexar","San Antonio",444,935,0.00971922246220302,0.0207423580786026,0.0661345496009122,6027
2014-11-30,"Acres Home","TX","Houston","Harris","Houston",445,1141,0.00617283950617284,0.0178412132024978,0.091866028708134,7830
2014-11-30,"South Boulevard-Park Row Historic","TX","Dallas-Fort Worth","Dallas","Dallas",446,886,0.00339750849377123,0.00453514739229025,0.0183908045977011,6391
2014-11-30,"Landmark-Van Dom","VA","Washington","Alexandria City","Alexandria",447,1808,0,0.00444444444444444,-0.00659340659340659,7614
2014-11-30,"San Ysidro","CA","San Diego","San Diego","San Diego",448,1954,0.00773594636410521,0.0251836306400839,0.0273396424815983,2788
2014-11-30,"Waikiki","HI","Honolulu","Honolulu","Honolulu",449,1986,-0.00150829562594269,0.00201816347124117,0.0414263240692187,20735
2014-11-30,"University City","PA","Philadelphia","Philadelphia","Philadelphia",450,1679,-0.0317185697808535,-0.0524830699774266,0.024405125076266,1062
2014-11-30,"Abbott Loop","AK","Anchorage","Anchorage","Anchorage",451,1958,-0.00760263558033452,-0.000510464522715671,0.0316122233930453,6825
2014-11-30,"Rosedale","NY","New York","Queens","New York",452,1905,-0.0200617283950617,-0.0383644623927309,0.0449808008776742,3047
2014-11-30,"Winchester","NV","Las Vegas","Clark","Las Vegas",453,1062,0.00759013282732448,0.00759013282732448,0.0330739299610895,6374
2014-11-30,"South Tacoma","WA","Seattle","Pierce","Tacoma",454,1218,0.00661157024793388,0.0201005025125628,0.0252525252525253,5423
2014-11-30,"Urbandale-Parkdale","TX","Dallas-Fort Worth","Dallas","Dallas",455,1221,0.00328677074774034,0.0107615894039735,0.0277777777777778,5192
2014-11-30,"Pelham Bay","NY","New York","Bronx","New York",456,1784,-0.014908890115958,-0.0127282789153293,0.0638044126416219,1259
2014-11-30,"Creston","MI","Grand Rapids","Kent","Grand Rapids",457,1065,0.00093984962406015,0.0104364326375712,0.114016736401674,9294
2014-11-30,"Ogontz","PA","Philadelphia","Philadelphia","Philadelphia",458,991,-0.00402010050251256,0.00711382113821138,0.102335928809789,7319
2014-11-30,"Northwest","NV","Reno","Washoe","Reno",459,1508,0.00332667997338656,0.00265957446808511,0.01140174379611,9411
2014-11-30,"Woodbridge","CA","Los Angeles","Orange","Irvine",460,2717,0.00555144337527757,0.0119180633147114,0.0454020777222008,7172
2014-11-30,"Great Bridge","VA","Virginia Beach","Chesapeake City","Chesapeake",461,1907,-0.0154878678368611,-0.0225525371604305,-0.0225525371604305,7983
2014-11-30,"Douglaston-Little Neck","NY","New York","Queens","New York",462,2272,-0.00043994720633524,0.00132216835610401,0.0933589990375361,5172
2014-11-30,"Greenwood","NY","New York","Kings","New York",463,2402,-0.00166251039068994,-0.0107084019769358,0.00670578373847443,1261
2014-11-30,"Highland","MN","Minneapolis-St Paul","Ramsey","Saint Paul",464,1645,-0.00363416111447608,-0.0149700598802395,0.0491071428571429,6291
2014-11-30,"Echo Park","CA","Los Angeles","Los Angeles","Los Angeles",465,2375,0.00635593220338983,0.0171306209850107,0.0824977210574293,2294
2014-11-30,"North End","WA","Seattle","Pierce","Tacoma",466,1556,0.00581771170006464,-0.000642260757867694,-0.0170562223626027,8781
2014-11-30,"Marine Park","NY","New York","Kings","New York",467,2035,-0.0173829068083052,-0.0690759377859103,-0.101545253863135,4361
2014-11-30,"Northeast","NV","Reno","Washoe","Reno",468,1002,0.00400801603206413,0.0182926829268293,0.0693703308431163,4583
2014-11-30,"Great Neck","VA","Virginia Beach","Virginia Beach City","Virginia Beach",469,1806,0.00110864745011086,0.000554016620498615,0.0512223515715949,6913
2014-11-30,"South Central","NV","Reno","Washoe","Reno",470,1420,0.000704721634954193,-0.00560224089635854,0.0612855007473842,5893
2014-11-30,"Central","TX","Dallas-Fort Worth","Tarrant","Arlington",471,1208,0.0134228187919463,0.023728813559322,0.0413793103448276,3314
2014-11-30,"Capitol","WI","Madison","Dane","Town of Madison",472,1504,0.0287277701778386,0.0898550724637681,0.247097844112769,3991
2014-11-30,"Excelsior","CA","San Francisco","San Francisco","San Francisco",473,3333,-0.0103919239904988,0.00482363581549593,0.152489626556017,4642
2014-11-30,"North Central","PA","Philadelphia","Philadelphia","Philadelphia",474,1272,0.0241545893719807,0.0825531914893617,0.0993949870354365,5284
2014-11-30,"Powellhurst Gilbert","OR","Portland","Multnomah","Portland",475,1304,0.00617283950617284,0.0132090132090132,0.0465489566613162,5763
2014-11-30,"Meadowbrook - Allendale","TX","Houston","Harris","Houston",476,1193,0.00336417157275021,0.0266781411359725,0.123352165725047,5288
2014-11-30,"Columbus Circle","NY","New York","New York","New York",477,4229,0.00355956336022781,0.0267055110463705,0.0447134387351779,2836
2014-11-30,"East Toledo","OH","Toledo","Lucas","Toledo",478,675,0.0273972602739726,0.0481366459627329,0.0596546310832025,7258
2014-11-30,"Point Breeze","PA","Philadelphia","Philadelphia","Philadelphia",479,1167,0.00951557093425606,0.0522993688007214,0.169338677354709,10606
2014-11-30,"Harbor City","CA","Los Angeles","Los Angeles","Los Angeles",480,2278,0.00885739592559787,0.0229007633587786,0.0560964302271674,4023
2014-11-30,"Las Tierras","TX","El Paso","El Paso","El Paso",481,1101,-0.0125560538116592,-0.0143240823634736,-0.0125560538116592,6649
2014-11-30,"Pelham Gardens","NY","New York","Bronx","New York",482,1757,-0.00678349349915206,0.00803212851405622,0.0477042337507454,2155
2014-11-30,"West Village","NY","New York","New York","New York",483,4854,-0.00898325847284606,0.0565955594253374,0.216846327400351,2203
2014-11-30,"South Norfolk","VA","Virginia Beach","Chesapeake City","Chesapeake",484,1275,0.00235849056603774,0.0055205047318612,0.0224538893344026,6307
2014-11-30,"Oakland Gardens","NY","New York","Queens","New York",485,2244,0.00312919088064372,0.00492610837438424,0.0630033159639981,3052
2014-11-30,"West Town","IL","Chicago","Cook","Chicago",486,2043,-0.0257510729613734,-0.0412951665884561,0.0646169880145909,4432
2014-11-30,"Fresh Meadows","NY","New York","Queens","New York",487,2221,-0.00134892086330935,0.00497737556561086,0.0496219281663516,3297
2014-11-30,"North Austin","IL","Chicago","Cook","Chicago",488,1412,-0.00773014757554462,-0.00493305144467935,0.0261627906976744,2518
2014-11-30,"South Philadelphia","PA","Philadelphia","Philadelphia","Philadelphia",489,1256,0.00883534136546185,0.026982829108749,0.0581297388374052,9977
2014-11-30,"Kew Gardens","NY","New York","Queens","New York",490,2024,-0.00295566502463054,-0.00686947988223749,0.0274111675126904,1575
2014-11-30,"Liliha-Kapalama","HI","Honolulu","Honolulu","Honolulu",491,2394,0.0126903553299492,0.0174245643858904,-0.00910596026490066,5223
2014-11-30,"Central Richmond","CA","San Francisco","San Francisco","San Francisco",492,4592,0.0333033303330333,0.107306486616831,0.300113250283126,2725
2014-11-30,"Save the Valley 21","TX","El Paso","El Paso","El Paso",493,879,-0.00901916572717024,-0.00113636363636364,0.0341176470588235,4960
2014-11-30,"Springlake, University Terrace","LA","Shreveport","Caddo","Shreveport",494,1499,-0.027255029201817,-0.0427841634738186,0.061614730878187,8247
2014-11-30,"Otay Ranch","CA","San Diego","San Diego","Chula Vista",495,2481,0.000403225806451613,-0.00680544435548439,0.0168032786885246,5830
2014-11-30,"Eltingville","NY","New York","Richmond","New York",496,2235,-0.0128091872791519,0.0081190798376184,0.0483114446529081,5658
2014-11-30,"Clinton Hill","NY","New York","Kings","New York",497,2720,-0.0116279069767442,-0.00982890425919185,0.0306934444865479,949
2014-11-30,"Great Kills","NY","New York","Richmond","New York",498,2238,0.0017905102954342,0.035631652012957,0.0606635071090047,5331
2014-11-30,"Edison","CA","Fresno","Fresno","Fresno",499,753,-0.0013262599469496,0.0286885245901639,-0.00264900662251656,4743
2014-11-30,"Potomac West","VA","Washington","Alexandria City","Alexandria",500,2584,-0.0238005289006422,-0.0383327130628954,0.0336,6053
2014-11-30,"Fenway","MA","Boston","Suffolk","Boston",501,2396,-0.020040899795501,-0.0252237591537836,-0.0053964300539643,1311
2014-11-30,"Linda Vista","CA","San Diego","San Diego","San Diego",502,2101,0.000952834683182468,0.0159574468085106,0.0703005603667855,4365
2014-11-30,"Greater Hobby Area","TX","Houston","Harris","Houston",503,1287,0.00783085356303837,0.0190023752969121,0.0716069941715237,3860
2014-11-30,"Pacific Palisades","CA","Los Angeles","Los Angeles","Los Angeles",504,7543,0.0301830101065283,0.0611986494091165,0.139598126605227,8658
2014-11-30,"Disston Heights","FL","Tampa","Pinellas","Saint Petersburg",505,1209,0.00834028356964137,0.0193929173693086,0.0540540540540541,9580
2014-11-30,"Forest Hill","NJ","New York","Essex","Newark",506,1524,-0.00392156862745098,0.0019723865877712,-0.00716612377850163,2812
2014-11-30,"Hunting Park","PA","Philadelphia","Philadelphia","Philadelphia",507,865,-0.00345622119815668,0.00581395348837209,0.069221260815822,6814
2014-11-30,"Sand Lake","AK","Anchorage","Anchorage","Anchorage",508,2096,-0.00757575757575758,-0.0205607476635514,0.055919395465995,6480
2014-11-30,"Liberty City","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",509,1407,0.00643776824034335,0.0136887608069164,0.0539325842696629,4006
2014-11-30,"Manoa","HI","Honolulu","Honolulu","Honolulu",510,2682,0.0315384615384615,0.0359212050984936,-0.0125184094256259,6208
2014-11-30,"Hazelwood","OR","Portland","Multnomah","Portland",511,1364,0.00738552437223043,0.0224887556221889,0.0606531881804044,5472
2014-11-30,"Uptown","IL","Chicago","Cook","Chicago",512,1706,-0.0217889908256881,-0.0388732394366197,-0.00582750582750583,2643
2014-11-30,"Fox Chase","PA","Philadelphia","Philadelphia","Philadelphia",513,1315,-0.0230312035661218,-0.0179238237490665,0.0545308740978348,5883
2014-11-30,"Sixteen Acres","MA","Springfield","Hampden","Springfield",514,1343,-0.00296956198960653,0.00599250936329588,0.0874493927125506,7057
2014-11-30,"Germantown","PA","Philadelphia","Philadelphia","Philadelphia",515,1227,0.00656275635767022,0.0191029900332226,0.149953139643861,4963
2014-11-30,"Arlanza","CA","Riverside","Riverside","Riverside",516,1560,0.0123296560674886,0.028345418589321,0.041388518024032,3868
2014-11-30,"Greenbrier East","VA","Virginia Beach","Chesapeake City","Chesapeake",517,1700,0.00770598695909899,0.0303030303030303,0.043585021485574,7393
2014-11-30,"Northwest","WA","Spokane","Spokane","Spokane",518,923,-0.00216216216216216,0.0043525571273123,0.00654307524536532,9339
2014-11-30,"Valley Village","CA","Los Angeles","Los Angeles","Los Angeles",519,3066,-0.00227790432801822,0.0112137203166227,0.0880056777856636,4064
2014-11-30,"Centennial","OR","Portland","Multnomah","Portland",520,1338,0.00828937452901281,0.0237184391736802,0.0577075098814229,5740
2014-11-30,"Active Bethel","OR","Eugene","Lane","Eugene",521,1157,0.0202821869488536,0.05662100456621,0.0813084112149533,6485
2014-11-30,"Sunland","CA","Los Angeles","Los Angeles","Los Angeles",522,2291,0.00969590127809608,0.0195816644414775,0.038060715903942,6268
2014-11-30,"South","CA","Los Angeles","Los Angeles","Pasadena",523,2293,0.00702678963548529,0.00924295774647887,0.0370872908186341,5762
2014-11-30,"Fairmount-Spring Garden","PA","Philadelphia","Philadelphia","Philadelphia",524,1765,-0.00675295441755768,-0.0199888950583009,-0.0221606648199446,7479
2014-11-30,"West Park","CA","Los Angeles","Orange","Irvine",525,2971,-0.00635451505016722,-0.00368879946344735,0.022015823873409,4950
2014-11-30,"Pico-Robertson","CA","Los Angeles","Los Angeles","Los Angeles",526,3576,0.00789177001127396,0.0428696412948381,0.124528301886792,2843
2014-11-30,"West Side","NJ","New York","Hudson","Jersey City",527,2044,0.000489476260401371,0.0292044310171198,0.107258938244854,3808
2014-11-30,"Northampton","VA","Virginia Beach","Hampton City","Hampton",528,1288,-0.00155038759689922,-0.00693909020817271,0.00546448087431694,7083
2014-11-30,"Serra Mesa","CA","San Diego","San Diego","San Diego",529,2217,0.00362154821186057,0.0165061898211829,0.0736077481840194,5344
2014-11-30,"Logan-Fern Rock","PA","Philadelphia","Philadelphia","Philadelphia",530,977,-0.00711382113821138,0.00102459016393443,0.0891861761426979,5685
2014-11-30,"East Germantown","PA","Philadelphia","Philadelphia","Philadelphia",531,984,0,0.0133882595262616,0.0884955752212389,6895
2014-11-30,"East Central","UT","Salt Lake City","Salt Lake","Salt Lake City",532,1360,0.00443131462333826,0.00815418828762046,0.0217881292261458,5461
2014-11-30,"Anthem","NV","Las Vegas","Clark","Henderson",533,1520,-0.00196979645436638,-0.00588620013080445,0.0086264100862641,13168
2014-11-30,"Sutton Place","NY","New York","New York","New York",534,3961,-0.00602258469259724,0.0161621344279117,0.0693844492440605,1959
2014-11-30,"Tujunga","CA","Los Angeles","Los Angeles","Los Angeles",535,2298,0.010998680158381,0.0190687361419069,0.0384093990058744,4688
2014-11-30,"Near North","IL","Chicago","Cook","Chicago",536,2145,-0.0298507462686567,-0.0333483551149166,0.156957928802589,12850
2014-11-30,"Girard Estates","PA","Philadelphia","Philadelphia","Philadelphia",537,1285,0.00312256049960968,0.0255387071029529,0.0753138075313808,8247
2014-11-30,"South Park","TX","Houston","Harris","Houston",538,1071,0.0113314447592068,0.0520628683693517,0.0906313645621181,7523
2014-11-30,"Bayview","CA","San Francisco","San Francisco","San Francisco",539,3310,-0.00749625187406297,0.0147148988350705,0.121653676719756,4160
2014-11-30,"Westbury","TX","Houston","Harris","Houston",540,1661,0.0134228187919463,0.0303970223325062,0.125338753387534,5528
2014-11-30,"Brooklyn Heights","NY","New York","New York","New York",541,3072,-0.0333543108873505,-0.0605504587155963,-0.0468507601613404,1044
2014-11-30,"West Central","CA","Los Angeles","Los Angeles","Pasadena",542,2149,0.00655737704918033,0.0165562913907285,0.0488042947779405,2009
2014-11-30,"South Side","OH","Toledo","Lucas","Toledo",543,689,0.0222551928783383,0.0503048780487805,0.0782472613458529,6621
2014-11-30,"Weequahic","NJ","New York","Essex","Newark",544,1427,-0.021932830705963,-0.0205902539464653,0.0171062009978617,3326
2014-11-30,"Green Valley South","NV","Las Vegas","Clark","Henderson",545,1278,0.00313971742543171,0.00471698113207547,0.0134813639968279,8015
2014-11-30,"Flour Bluff","TX","Corpus Christi","Nueces","Corpus Christi",546,1379,-0.0142959256611866,-0.030239099859353,0.0169616519174041,4536
2014-11-30,"Seminary Hill","VA","Washington","Alexandria City","Alexandria",547,2259,-0.000884564352056612,0.0048932384341637,0.031036056595162,4992
2014-11-30,"Downtown","CA","San Francisco","San Francisco","San Francisco",548,3610,0.0238230289279637,0.0515584037285173,0.104651162790698,1219
2014-11-30,"Lower Peters Canyon","CA","Los Angeles","Orange","Irvine",549,3140,0.00512163892445583,0.027823240589198,0.0872576177285319,5464
2014-11-30,"19th Ward","NY","Rochester","Monroe","Rochester",550,995,-0.00797607178464606,-0.0030060120240481,0.0815217391304348,5275
2014-11-30,"Castle Hill","NY","New York","Bronx","New York",551,1791,-0.0126791620727674,-0.0218459858001092,0.0737410071942446,567
2014-11-30,"West Las Vegas","NV","Las Vegas","Clark","Las Vegas",552,936,-0.00319488817891374,-0.00213219616204691,0.00537056928034372,4792
2014-11-30,"East Garfield Park","IL","Chicago","Cook","Chicago",553,1405,0.0078909612625538,0.0240524781341108,0.0159074475777296,1263
2014-11-30,"Back Bay","MA","Boston","Suffolk","Boston",554,3195,-0.0102230483271375,-0.0123647604327666,-0.00498287137963251,7366
2014-11-30,"Porter Ranch","CA","Los Angeles","Los Angeles","Los Angeles",555,3074,0.0052321778940484,0.00326370757180157,0.016198347107438,7438
2014-11-30,"Mission Hills","CA","Los Angeles","Los Angeles","Los Angeles",556,2279,0.00662544169611307,0.0183199285075961,0.0411146642302421,4478
2014-11-30,"Roseland","IL","Chicago","Cook","Chicago",557,1248,-0.016548463356974,-0.031055900621118,-0.014218009478673,4266
2014-11-30,"Northwest Torrance","CA","Los Angeles","Los Angeles","Torrance",558,2465,0.00612244897959184,0.0131524866420058,0.060671256454389,4643
2014-11-30,"Braeswood Place","TX","Houston","Harris","Houston",559,2395,0.035451794206658,0.0490582566798073,0.0778577857785779,5700
2014-11-30,"East Central","CA","Los Angeles","Los Angeles","Pasadena",560,2675,-0.00223797090637822,0.0117246596066566,0.0918367346938776,5072
2014-11-30,"East Side","IL","Chicago","Cook","Chicago",561,1256,-0.02861562258314,-0.0492051476154428,-0.00632911392405063,5033
2014-11-30,"Cilo Vista","TX","El Paso","El Paso","El Paso",562,1082,-0.010064043915828,-0.0073394495412844,-0.0073394495412844,4392
2014-11-30,"Sunnyside","TX","Houston","Harris","Houston",563,1072,0.0113207547169811,0.0357487922705314,0.0752256770310933,5572
2014-11-30,"Central","WA","Seattle","Pierce","Tacoma",564,1288,0.00861393891934221,0.0181818181818182,0.0222222222222222,6372
2014-11-30,"South of Market","CA","San Francisco","San Francisco","San Francisco",565,4002,0.0157360406091371,0.0615384615384615,0.134997163925128,4605
2014-11-30,"Northwood","CA","Los Angeles","Orange","Irvine",566,3083,0.00620104438642298,0.0131449227735787,0.0297261189044756,6871
2014-11-30,"Hermosa","IL","Chicago","Cook","Chicago",567,1576,-0.0106716886377903,-0.0168434185901435,0.0787132101300479,1497
2014-11-30,"Central Sunset","CA","San Francisco","San Francisco","San Francisco",568,3935,0.00768245838668374,0.0510149572649573,0.195685202066241,4900
2014-11-30,"Five Points","OH","Toledo","Lucas","Toledo",569,758,0,-0.0155844155844156,0.00132100396301189,7492
2014-11-30,"Five Oaks - Triple Creek","OR","Portland","Washington","Beaverton",570,1534,0.00854700854700855,0.0267737617135207,0.0593922651933702,4060
2014-11-30,"Old Northwest - West University","NV","Reno","Washoe","Reno",571,1218,0.000821692686935086,0.000821692686935086,0.024390243902439,6272
2014-11-30,"Hellman","CA","Los Angeles","Los Angeles","Long Beach",572,1661,0.00850030358227079,0.0413793103448276,0.0842036553524804,1088
2014-11-30,"Orangecrest","CA","Riverside","Riverside","Riverside",573,2097,0.000954653937947494,0.00575539568345324,0.0474525474525475,5869
2014-11-30,"Meyerland Area","TX","Houston","Harris","Houston",574,2303,0.0154320987654321,0.0299642218246869,0.0863207547169811,5933
2014-11-30,"Central City East","CA","Los Angeles","Los Angeles","Los Angeles",575,2243,0.00718455321059722,0.00990544799639802,0.0195454545454545,1627
2014-11-30,"University","CA","Riverside","Riverside","Riverside",576,1647,0.00182481751824818,0.00121580547112462,0.0544174135723432,2375
2014-11-30,"South Reno","NV","Reno","Washoe","Reno",577,1554,-0.00448430493273543,0.00258064516129032,0.0305039787798408,8113
2014-11-30,"Greater Fifth Ward","TX","Houston","Harris","Houston",578,1095,0.0148285449490269,0.0262417994376757,0.102719033232628,5152
2014-11-30,"Poplar-Ludlow-Yorktowne","PA","Philadelphia","Philadelphia","Philadelphia",579,1551,0.0104234527687296,0.0360721442885772,0.121475054229935,2700
2014-11-30,"Westwood","TX","Houston","Harris","Houston",580,951,-0.00834202294056309,-0.0451807228915663,0.0370774263904035,1658
2014-11-30,"Deep Creek North","VA","Virginia Beach","Chesapeake City","Chesapeake",581,1387,-0.00143988480921526,0.00507246376811594,0.0183553597650514,5487
2014-11-30,"Bergen-Lafayette","NJ","New York","Hudson","Jersey City",582,2094,-0.00664136622390892,0.0204678362573099,0.112055231014339,3247
2014-11-30,"Battle Creek","MN","Minneapolis-St Paul","Ramsey","Saint Paul",583,1316,-0.00227445034116755,0.00304878048780488,0.0477707006369427,4637
2014-11-30,"Alleghany West","PA","Philadelphia","Philadelphia","Philadelphia",584,851,0.00591016548463357,0.00591016548463357,0.0143027413587604,7426
2014-11-30,"North San Jose","CA","San Jose","Santa Clara","San Jose",585,2773,0.00361925443358668,0.0289424860853432,0.143033800494641,2937
2014-11-30,"Scripps Ranch","CA","San Diego","San Diego","San Diego",586,2655,-0.00487256371814093,0.00264350453172205,0.0473372781065089,6807
2014-11-30,"Edgebrook Area","TX","Houston","Harris","Houston",587,1233,0.0032546786004882,0.0283569641367807,0.0969750889679715,3887
2014-11-30,"Strawberry Mansion","PA","Philadelphia","Philadelphia","Philadelphia",588,904,0.00780379041248606,0.0226244343891403,0.0134529147982063,7548
2014-11-30,"Diamond Head-Kapahulu-St. Louis","HI","Honolulu","Honolulu","Honolulu",589,2391,-0.00993788819875776,-0.031591737545565,-0.0485475527258257,6430
2014-11-30,"Visitacion Valley","CA","San Francisco","San Francisco","San Francisco",590,3177,-0.0121268656716418,-0.00563380281690141,0.0958951362538806,3495
2014-11-30,"Lents","OR","Portland","Multnomah","Portland",591,1302,0.0100853374709077,0.024390243902439,0.0593978844589097,5403
2014-11-30,"People Active in Community Effort","TX","San Antonio","Bexar","San Antonio",592,923,0.00544662309368192,-0.00108225108225108,0.00326086956521739,4912
2014-11-30,"Ottawa","OH","Toledo","Lucas","Toledo",593,772,-0.00387096774193548,-0.0277078085642317,-0.00643500643500644,5539
2014-11-30,"Sheep Mountain","NV","Las Vegas","Clark","Las Vegas",594,1541,0.00129954515919428,0.00850785340314136,0.00587467362924282,6410
2014-11-30,"Greenway - Upper Kirby Area","TX","Houston","Harris","Houston",595,2324,0.0157342657342657,0.045434098065677,0.166666666666667,4137
2014-11-30,"Spring Branch North","TX","Houston","Harris","Houston",596,1686,0.00656716417910448,0.00416914830256105,0.0664136622390892,4199
2014-11-30,"Hampden","CO","Denver","Denver","Denver",597,1875,0.0157096424702058,0.0240305843801202,0.0850694444444444,7038
2014-11-30,"Ost - South Union","TX","Houston","Harris","Houston",598,1138,0.00797165633303809,0.0289330922242315,0.110243902439024,5587
2014-11-30,"West Brighton","NY","New York","Richmond","New York",599,2128,0.0186692197223552,0.0608175473579262,0.0162368672397326,3286
2014-11-30,"Kalihi Valley","HI","Honolulu","Honolulu","Honolulu",600,2300,0.0159010600706714,0.0383747178329571,0.0226767452200978,3007
2014-11-30,"Cal Young","OR","Eugene","Lane","Eugene",601,1383,0.0229289940828402,0.0252038547071905,0.00655021834061135,6396
2014-11-30,"Cedarbrook","PA","Philadelphia","Philadelphia","Philadelphia",602,1229,0.0182270091135046,0.030176026823135,0,6808
2014-11-30,"Wynwood - Edgewater","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",603,2052,0.00342298288508557,0.0108374384236453,0.0749083289680461,6322
2014-11-30,"Taylor Ranch","NM","Albuquerque","Bernalillo","Albuquerque",604,1143,-0.0305343511450382,-0.0378787878787879,0.018716577540107,6725
2014-11-30,"Elkhorn","NE","Omaha","Douglas","Omaha",605,1711,0.00587889476778366,0.0239377618192699,0.172721041809459,11530
2014-11-30,"Heartland Village","NY","New York","Richmond","New York",606,2021,-0.00246791707798618,0.0232911392405063,0.0385405960945529,5198
2014-11-30,"Wingate","NY","New York","Kings","New York",607,2186,-0.0175280898876405,-0.050390964378801,-0.0933222729158026,728
2014-11-30,"Clearview","NY","New York","Queens","New York",608,2211,-0.00629213483146067,-0.010738255033557,0.0717401841977702,2039
2014-11-30,"Macalester-Groveland","MN","Minneapolis-St Paul","Ramsey","Saint Paul",609,1688,0.00237529691211401,-0.00880798590722255,0.0690310322989234,6014
2014-11-30,"West Price HIll","OH","Cincinnati","Hamilton","Cincinnati",610,850,-0.0139211136890951,-0.0173410404624277,0.0131108462455304,4510
2014-11-30,"Okolona","KY","Louisville/Jefferson County","Jefferson","Louisville",611,947,-0.00210748155953635,-0.00837696335078534,0.0074468085106383,9473
2014-11-30,"East Little York - Homestead","TX","Houston","Harris","Houston",612,1054,0.0115163147792706,0.00861244019138756,0.0105465004793864,6868
2014-11-30,"Westgate","NV","Las Vegas","Clark","Henderson",613,1668,-0.00119760479041916,-0.00536672629695885,0.0072463768115942,6412
2014-11-30,"Greenbrier West","VA","Virginia Beach","Chesapeake City","Chesapeake",614,1517,0.00931470392548237,0.0140374331550802,0.0099866844207723,6874
2014-11-30,"Goodyear Heights","OH","Akron","Summit","Akron",615,749,-0.0196335078534031,-0.0310478654592497,0.0288461538461538,7416
2014-11-30,"Kings Grant","VA","Virginia Beach","Virginia Beach City","Virginia Beach",616,1799,0.00222841225626741,0.00278706800445931,0.0291762013729977,5298
2014-11-30,"The Plaza","CA","Los Angeles","Los Angeles","Long Beach",617,2392,-0.00166944908180301,0.00209467951403435,0.042720139494333,7551
2014-11-30,"East Tampa","FL","Tampa","Hillsborough","Tampa",618,979,0.00307377049180328,0.00307377049180328,-0.0150905432595573,6321
2014-11-30,"Chatham","IL","Chicago","Cook","Chicago",619,1333,-0.0169616519174041,-0.0198529411764706,0.0113808801213961,3504
2014-11-30,"Midtown","NY","New York","New York","New York",620,4585,-0.0077905215321359,0.0139318885448916,0.109900750423626,5233
2014-11-30,"McGinley Square","NJ","New York","Hudson","Jersey City",621,2064,0.0212765957446809,0.0535987748851455,0.109677419354839,1823
2014-11-30,"Braeburn","TX","Houston","Harris","Houston",622,1324,0.0076103500761035,0.0145593869731801,0.0729335494327391,3168
2014-11-30,"Warrendale","MI","Detroit","Wayne","Detroit",623,748,-0.00133511348464619,0.00133868808567604,0.0232558139534884,9053
2014-11-30,"Turtle Bay","NY","New York","New York","New York",624,3828,-0.00416233090530697,0.0047244094488189,0.0309722596283329,3867
2014-11-30,"Tule Springs","NV","Las Vegas","Clark","Las Vegas",625,1399,0.00430725053840632,0.0152394775036284,0.013768115942029,6433
2014-11-30,"Southwest Raleigh","NC","Raleigh","Wake","Raleigh",626,1143,-0.00435540069686411,-0.00435540069686411,0.0241935483870968,4700
2014-11-30,"Weston Ranch","CA","Stockton","San Joaquin","Stockton",627,1396,0.0028735632183908,0.00648882480173035,0.0640243902439024,5160
2014-11-30,"Parkside","CA","San Francisco","San Francisco","San Francisco",628,3791,0.00503711558854719,0.048396017699115,0.183947532792005,5405
