"RegionName","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"California",1.50970524802301,1.5,1.51380231522707,1.52777777777778,1.53508771929825,1.5235294117647,1.55444444444444,1.5566037735849,1.55971479500891,1.55696202531645,1.4903129657228,1.47777777777778,1.48872820076563,1.49087221095335,1.44757433489828,1.45,1.44444444444444,1.38888888888889,1.36363636363636,1.33627400103788,1.3455772113943,1.36986301369863,1.36363636363636,1.38760407030527,1.42051282051282,1.46103896103896,1.42942227516379,1.42125480153649,1.42463235294118,1.41843971631206,1.4572864321608,1.46666666666667,1.49908759124087,1.48323699421965,1.48787878787879,1.4799154334038,1.48065348237317,1.35690789473684,1.40909090909091,1.38921113689095,1.37758296806512,1.42585551330798,1.38104639684107,1.36674259681093,1.36842105263158,1.37276180141074,1.42725598526703,1.43338954468803,1.41304347826087,1.45264381173736,1.62237762237762,1.59459459459459,1.61780104712042,1.61818181818182,1.63934426229508,1.6431520991053,1.65430463576159,1.68602472836268
"Texas",0.759013282732447,0.758928571428571,0.776678445229681,0.782997762863534,0.794621026894865,0.785714285714285,0.905,0.900709219858156,0.898617511520737,0.897783251231527,0.89375,0.894967916244511,0.884686346863468,0.885826771653543,0.823223570190641,0.815926892950391,0.805613305613305,0.782155272305909,0.790133779264214,0.785478547854785,0.812720848056537,0.857438016528925,0.859797297297297,0.9,0.92092092092092,0.949367088607594,0.924369747899159,0.912732474964234,0.909260991580916,0.905587668593448,0.938528138528138,0.942429022082018,0.903422982885085,0.956061838893409,0.977653631284916,0.975,0.94626168224299,0.859213250517598,0.939393939393939,0.947098976109215,0.926251097453906,0.952380952380952,0.931142410015649,0.907534246575342,0.901073619631901,0.921428571428571,0.923694779116465,0.908102766798418,0.909458367016976,0.899653979238754,0.979654747225647,0.927044609665427,0.924499229583975,0.909826122118883,0.923490735206216,0.917832167832167,0.915384615384615,0.918744228993536
"New York",2.30840258541089,3.03772660460558,3.625,3.57535753575358,3.68,3.16666666666667,2.41666666666667,2.23033252230332,2.21428571428571,2.23880597014925,2.29007633587786,2.35,2.45833333333333,3,3.40136054421769,3.40796019900497,3,3.1,3.07307692307692,2.5,2.19230769230769,2.32403718459495,2.45454545454545,2.6,2.9595015576324,3.26564215148189,3.4,3.6962962962963,3.61538461538461,3.6,3.7037037037037,3.69230769230769,3.84615384615385,3.8875,3.98006134969325,3.84827586206897,4,4.12757973733583,4,3.88888888888889,3.94117647058824,3.8,3.78571428571429,3.72222222222222,3.76923076923077,3.62980769230769,3.75,3.62903225806452,3.77272727272727,3.85714285714286,3.78338278931751,3.81465517241379,4.3,3.07692307692308,2.82258064516129,2.7,2.55555555555555,2.53036437246964
"Florida",0.99009900990099,0.968421052631578,1,1.01190476190476,1.01421319796954,0.994152046783625,0.945054945054945,0.985221674876847,0.979279279279279,0.977011494252873,1.01751064836725,1.02941176470588,1.06069534472599,1.05652403592182,1.0644959298685,1.05882352941176,1.02886977886978,1.01522842639594,1.03680663556247,1.04166666666667,1.02608695652174,1.01796407185629,1.0126582278481,1.001,1.02323008849557,1.04395604395604,1.04166666666667,1.04022191400832,1.05042016806723,1.0488346281909,1.05113636363636,1.05,1.05465004793864,1.04761904761905,1.0381593714927,1.01694915254237,1.02636363636364,1.07084019769357,1.0453488372093,1.03133640552995,1.02857142857143,1.08641975308642,1.06675843083276,1.09504132231405,1.11464968152866,1.14107883817427,1.125,1.10415623435153,1.09797297297297,1.09090909090909,1.1,1.10153256704981,1.11041666666667,1.12051792828685,1.12155388471178,1.13207547169811,1.11842105263158,1.11111111111111
"Illinois",1.14285714285714,1.15942028985507,1.19230769230769,1.185536455246,1.16995768688293,1.14666666666667,1.23333333333333,1.23263888888889,1.23418573351279,1.23601789709172,1.21243523316062,1.25,1.27272727272727,1.28,1.325,1.34285714285714,1.31578947368421,1.375,1.395,1.35135135135135,1.29217391304348,1.26339285714286,1.32777777777778,1.4125,1.43076923076923,1.47138964577657,1.37551581843191,1.46523388116308,1.48651685393258,1.47155003270111,1.5328,1.52777777777778,1.5377532228361,1.53833192923336,1.55371900826446,1.54117647058823,1.56428571428571,1.56666666666667,1.5625,1.46666666666667,1.48165137614679,1.56,1.52924256951102,1.50214592274678,1.42231947483589,1.44021739130435,1.46666666666667,1.30555555555555,1.25714285714286,1.31162790697674,1.43216630196936,1.48611111111111,1.54411764705882,1.6875,1.42140468227425,1.60965794768612,1.5513698630137,1.36674259681093
"Pennsylvania",0.9,0.911458333333333,0.9375,0.914205344585091,0.915948275862068,0.95,1.04736842105263,1.03693181818182,1.02769679300292,1.02840909090909,1,1.00699844479005,1,1.01007194244604,0.966562173458725,0.966429298067141,0.941840277777777,0.913348946135831,0.924295774647887,0.915032679738562,0.92899800928998,0.992298578199052,0.972222222222222,1.01923076923077,1.025390625,1.0625,1.07826086956522,1.07692307692308,1.08064516129032,1.0765306122449,1.05,1.03305785123967,1.03004291845493,1.03329506314581,1.01744186046512,1.01143359718558,1.02564102564103,0.966702470461868,1.03275862068966,1.08303249097473,1.08715388107127,1.03571428571428,1,0.984251968503937,0.985714285714285,1.00160256410256,0.99375,0.995833333333333,0.998888888888888,1,1.06581899775617,1.06714095153401,1.07142857142857,1.05566218809981,1.0351966873706,1.01010101010101,1,0.997150997150997
"Ohio",0.683890577507598,0.683890577507598,0.683890577507598,0.681114551083591,0.714285714285714,0.732432432432432,0.792156862745098,0.788461538461538,0.784114052953156,0.782983970406905,0.761818181818181,0.75438596491228,0.748129675810473,0.752427184466019,0.70729537366548,0.715,0.716648291069459,0.713359273670557,0.719650205761316,0.716,0.72265625,0.735294117647058,0.721784776902887,0.731803797468354,0.744416873449131,0.758853288364249,0.733418367346938,0.732222222222222,0.740286298568507,0.737704918032786,0.743264168473211,0.736536868268434,0.736648250460405,0.75,0.733418367346938,0.733418367346938,0.733027522935779,0.713636363636363,0.736607142857142,0.751157407407407,0.748362956033676,0.735294117647058,0.738861932068813,0.744047619047619,0.744047619047619,0.733333333333333,0.754545454545454,0.741195741195741,0.741399762752075,0.746268656716417,0.763546798029556,0.773281596452328,0.768849206349206,0.765294771968854,0.766666666666666,0.765539305301645,0.769230769230769,0.771818181818181
"Michigan",0.835129310344827,0.844748858447488,0.840978593272171,0.842696629213483,0.846262341325811,0.846153846153846,0.81875,0.815,0.821428571428571,0.817307692307692,0.811312007417709,0.810185185185185,0.8125,0.818181818181818,0.845070422535211,0.854700854700854,0.861538461538461,0.855920114122681,0.869565217391304,0.851581508515815,0.806451612903225,0.806776926179911,0.810536980749746,0.817272727272727,0.824175824175824,0.833333333333333,0.839207787848271,0.841509433962264,0.828729281767955,0.828729281767955,0.839328537170263,0.844390832328106,0.842318059299191,0.835211267605633,0.8125,0.801832760595647,0.822622107969151,0.829145728643216,0.825,0.831766917293233,0.828729281767955,0.823076923076923,0.831578947368421,0.844594594594594,0.847457627118644,0.833333333333333,0.833333333333333,0.833333333333333,0.835654596100278,0.847784200385356,0.854037267080745,0.866462793068297,0.867537313432835,0.868055555555555,0.866666666666666,0.871248789932236,0.875,0.87117212249208
"Georgia",0.672171253822629,0.676595744680851,0.683682771194165,0.687716262975778,0.688138816258616,0.686416184971098,0.721685082872928,0.727047146401985,0.735294117647058,0.735042735042735,0.726515151515151,0.721884498480243,0.719696969696969,0.718586387434554,0.691780821917808,0.686206896551724,0.674857549857549,0.663900414937759,0.668193967163039,0.665399239543726,0.675675675675675,0.690954773869346,0.68051575931232,0.693311582381729,0.713266761768901,0.728476821192052,0.721003134796238,0.71594982078853,0.707317073170731,0.709023941068139,0.734126984126984,0.69921875,0.714285714285714,0.716934487021013,0.724358974358974,0.72463768115942,0.72,0.684670977558006,0.706090026478375,0.692307692307692,0.693296602387511,0.703828828828828,0.691964285714285,0.683760683760683,0.670134638922888,0.668449197860962,0.671262699564586,0.672020287404902,0.666666666666666,0.677301255230125,0.699844479004665,0.688188188188188,0.693620178041543,0.696428571428571,0.699621826039978,0.693877551020408,0.694444444444444,0.70194384449244
"North Carolina",0.661375661375661,0.66006600660066,0.665922619047619,0.674633770239013,0.675675675675675,0.674019607843137,0.728941684665226,0.729479768786127,0.734024179620034,0.733333333333333,0.724137931034482,0.722340425531914,0.727525486561631,0.732844770153231,0.710714285714285,0.709619952494061,0.706388206388206,0.7,0.701754385964912,0.696286472148541,0.695,0.706521739130434,0.700604838709677,0.709001233045622,0.717592592592592,0.728476821192052,0.734214390602055,0.733504163997437,0.73051948051948,0.727186311787072,0.744371822803195,0.737179487179487,0.741232731137088,0.745997088791848,0.745,0.741707833450952,0.76150234741784,0.726527570789865,0.733333333333333,0.734346224677716,0.730846774193548,0.735863671572424,0.72463768115942,0.716145833333333,0.708575581395348,0.708382526564344,0.70679012345679,0.712121212121212,0.714285714285714,0.723463687150837,0.74074074074074,0.73594674556213,0.73902027027027,0.735294117647058,0.733333333333333,0.725165562913907,0.722748815165876,0.728900255754475
