"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-11-30,"Trenton","IL","St. Louis","Clinton",9267,115500,-0.00431034482758621,-0.013663535439795,-0.0170212765957447,-0.0136240903116669,0.000260111993265255,"2007-06","2007-Q2",128200,-0.0990639625585023,"2004-12"
2014-11-30,"Rheems","PA","Lancaster","Lancaster",9268,178400,-0.00390843104410944,-0.00335195530726257,0.0101925254813137,-0.00464313676018357,0.00968983384958655,"2007-09","2007-Q3",190400,-0.0630252100840336,"2006-01"
2014-11-30,"Harrisville","NH","Keene","Cheshire",9269,229900,-0.00260303687635575,-0.00947867298578199,0.0393309222423146,-0.0209708466055553,-0.00960708014451228,"2005-07","2005-Q3",289800,-0.206694271911663,"2004-07"
2014-11-30,"Manchester Center","VT","Bennington","Bennington",9270,276400,-0.00252616383976904,-0.0271031326997536,-0.0462387853692201,-0.028504875570137,,"2009-06","2009-Q2",341300,-0.190155288602403,
2014-11-30,"Saint Regis Park","KY","Louisville/Jefferson County","Jefferson",9271,193900,0.0036231884057971,0.00884495317377731,-0.00257201646090535,0.015666373331328,0.012115773471931,"2013-11","2013-Q4",194400,-0.00257201646090535,"2013-11"
2014-11-30,"Smoke Rise","AL","Birmingham","Blount",9272,162000,0.00371747211895911,0.025965801139962,0.111111111111111,0.0167342983362426,0.0121294400378305,"2014-11","2014-Q4",162000,0,"2014-11"
2014-11-30,"Manattee Road","FL",,"Levy",9273,106700,0.00470809792843691,0.026948989412897,0.067,-0.0337765780059194,-0.0158619824578656,"2006-11","2006-Q4",187800,-0.431842385516507,"2004-04"
2014-11-30,"Hoodsport","WA","Shelton","Mason",9274,152600,-0.000654878847413229,-0.00196206671026815,-0.0280254777070064,-0.0234234877145545,0.0213006452378945,"2007-09","2007-Q3",195200,-0.218237704918033,"2005-10"
2014-11-30,"Boston Heights","OH","Akron","Summit",9275,315100,0.00735294117647059,0.0184227537168714,0.0717687074829932,0.0261095434199523,0.00562900253614074,"2014-11","2014-Q4",315100,0,"2014-11"
2014-11-30,"Pittsburg","NH","Berlin","Coos",9276,108400,-0.00275988960441582,-0.0172257479601088,-0.0541012216404887,-0.0217524196266023,-0.0195046573760443,"2007-02","2007-Q1",173100,-0.373772385904102,"2004-06"
2014-11-30,"Ashaway","RI","Providence","Washington",9277,199100,-0.0035035035035035,-0.00994530084535057,-0.00747756729810568,-0.019766104636829,-0.0127674097144423,"2006-08","2006-Q3",260500,-0.235700575815739,"2003-09"
2014-11-30,"Sand Hill","PA","Lebanon","Lebanon",9278,147800,-0.00672043010752688,-0.0172872340425532,0.0137174211248285,-0.00702149215310455,0.0126041064542006,"2010-05","2010-Q2",156100,-0.0531710442024343,"2007-05"
2014-11-30,"Williamstown","PA","Harrisburg","Dauphin",9279,74700,-0.0105960264900662,-0.0235294117647059,-0.0209698558322412,0.00324418820875305,0.0242225364140332,"2008-10","2008-Q4",77500,-0.0361290322580645,"2008-06"
2014-11-30,"Marion","MA","Boston","Plymouth",9280,551400,0.00127110949700381,0.0106304985337243,0.0626324918095972,0.00662211545577729,-0.00689475135666606,"2006-06","2006-Q2",647700,-0.148679944418712,"2004-01"
2014-11-30,"Lytle Creek","CA","Riverside","San Bernardino",9281,161800,-0.00492004920049201,-0.0403321470937129,-0.193821624314898,-0.041792615197312,-0.0540396334489921,"2006-04","2006-Q2",365200,-0.556955093099671,"2003-02"
2014-11-30,"Spring Ridge","PA","Reading","Berks",9282,214200,0.00657894736842105,0.0352827452875785,0.121465968586387,0.0000933968448160183,0.0153687049497349,"2006-12","2006-Q4",239500,-0.105636743215031,"2005-10"
2014-11-30,"North Pekin","IL","Peoria","Tazewell",9283,80200,-0.0012453300124533,-0.00248756218905473,-0.0123152709359606,-0.0034551665463961,0.00767052521680855,"2012-05","2012-Q2",86700,-0.0749711649365629,"2005-09"
2014-11-30,"Houserville","PA","State College","Centre",9284,174600,-0.0011441647597254,-0.00456100342075257,-0.0223964165733483,0.00417551063431643,0.0199521667537903,"2013-12","2013-Q4",179100,-0.0251256281407035,"2012-08"
2014-11-30,"Silverlake","WA","Longview","Cowlitz",9285,218400,0.00137551581843191,0.00552486187845304,-0.00817438692098093,-0.00245435193950849,0.0233409521002959,"2007-03","2007-Q1",270300,-0.192008879023307,"2005-12"
2014-11-30,"Bass River Township","NJ","Philadelphia","Burlington",9286,215100,0.00420168067226891,0.0151014629542237,0.0160604629192253,-0.00709872499746511,-0.00422376843011951,"2006-08","2006-Q3",255400,-0.157791699295223,"2004-08"
2014-11-30,"Tamworth","NH",,"Carroll",9287,156200,-0.000639795265515035,0.00514800514800515,-0.00636132315521628,0.000770021446670599,-0.00860519653899949,"2007-05","2007-Q2",205700,-0.240641711229947,"2003-09"
