"RegionName","State","Metro","CountyName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Appleton","WI","Appleton","Outagamie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.331232272297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.1875,,,,,70.3740157480315,70.6056,,,,,,,,,,,,,95.7223001402524,,,,,,,,,,,,,,,,,,,,,,,,94.8166877370417,,,,,,,,,,,,,,,,
"Arlington Heights","IL","Chicago","Cook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.104100946372,,,142.970401691332,,,,,,149.577167019027,,,,,,,,149.117276166456,149.2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.75,,169.7358,,,,,,,,,,163.449163449163,149.0019,,,,,,,,186.83932346723,,,,,,,,,,,,,,,,,205.926670015068,,,,,,,,,,,183.75350140056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.645669291339,,,,,,,,,,,,,112.847222222222,,,,,,,,,,,,,98.0392156862745,,,,,,,,,,,131.09756097561,,,,,,,,,,,,,,,,
"Somerville","MA","Boston","Middlesex",,,128.115264797508,,,,,,,,,,,,,117.350157728707,129.3145,125.8872,140.7295,,,,,127.957931638913,122.7636,,162.809,162.0469,144.2079,133.1025,,,,190.721649484536,,,,162.213740458015,165.4132,,162.991,179.8216,,,149.646107178969,,,,,250.728862973761,245.6872,247.27,238.7937,235.2697,224.3443,,225.0144,,228.4979,227.554,227.3646,228.6451,256.2107,262.2502,264.4268,254.6151,249.0263,217.6764,244.8256,273.2744,278.69,275.1343,277.7716,293.1228,293.3454,287.5337,294.8896,296.8703,305.2384,310.7861,309.3296,284.755,271.8613,291.3498,298.9492,308.7897,296.7103,306.2511,302.6586,311.5511,326.5075,322.1215,319.6491,308.0606,307.6301,300.6358,304.7439,333.2239,344.3881,349.8301,350.1674,347.4075,,,,,364.4459,369.6136,370.3568,357.1332,372.8116,365.7106,362.2916,384.1166,371.6479,372.1332,359.6096,369.5853,358.1788,353.3299,333.888,333.4637,349.6285,346.2659,344.8557,349.3786,325.6463,322.1885,330.411,327.3542,306.2166,298.4244,318.453,331.3808,334.7829,329.8633,333.8855,335.8109,316.6682,312.2,328.3367,314.1238,309.7184,317.0091,333.5367,333.9367,350.985,341.269,334.9115,332.9599,339.4513,356.2532,340.3515,,362.0171,332.2989,330.9019,332.4375,343.1424,365.5175,364.9121,352.4104,357.19,358.2878,347.478,,398.9154,383.7057,372.4232,356.6973,344.9926,348.8958,347.6844,358.2226,334.3661,342.0699,330.8821,,,354.372623574144,335.6803,328.237,356.2795,364.6849,363.8561,345.5173,331.3363,347.4093,,323.2545,339.9595,334.3872,366.1705,364.7959,375.0176,374.5983,373.5351,377.2099,368.4645,341.334,348.0372,,323.4179,372.2536,383.9133,387.097,395.6186,399.1116,396.5485,389.5992,382.796,383.1429,390.2897,397.9195,,436.0624,418.7823,422.3007,424.0326,435.2559,441.7411,452.9968,445.2847,
"Huntington Park","CA","Los Angeles","Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.52460456942,118.1241,,,124.843789209536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.957952468007,202.0844,,,,,,,,228.482465462274,246.0813,,,,283.615546218487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marysville","WA","Seattle","Snohomish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.124116260801,,,,,,,,,,,,,,,,,,,,,,,
"Palm Harbor","FL","Tampa","Pinellas",51.7857142857143,,,,,,61.5384615384615,52.7553,,57.3755,61.7307,58.8368,57.5176,57.3599,56.7053,55.715,60.129,62.3117,63.3679,62.9669,63.2415,63.2049,60.9584,57.6014,58.3681,58.5834,57.1487,58.3329,58.1812,58.297,59.2826,59.9318,60.7206,59.0869,58.7805,59.0842,58.8469,61.6988,61.0261,57.376,57.2589,59.8116,60.4789,62.3536,63.3233,62.9262,62.413,63.4528,65.8249,64.5023,63.5808,63.0986,63.873,61.8428,64.4127,63.9463,66.5134,66.6589,67.2961,66.9363,67.2189,67.5554,68.872,71.6629,70.6053,70.0467,70.4792,72.1667,70.0258,68.4497,71.398,71.9468,73.6047,74.7344,78.0093,77.6367,79.0985,78.8156,80.0043,80.4668,79.6977,76.4544,78.2002,81.2168,81.481,82.7996,83.7523,84.3552,82.8892,83.1898,85.3523,85.5724,88.2442,88.8338,89.4279,90.3312,91.8177,92.1982,94.0772,95.5197,97.1978,97.1834,99.0232,101.154,104.053,107.6279,107.0043,111.8003,115.8569,118.3513,119.8218,120.7187,123.0353,128.5818,135.4924,143.4816,155.2656,157.6063,160.5873,162.4506,166.8702,165.6617,165.0841,164.4148,166.8358,168.2177,158.0251,153.7984,151.737,157.6029,155.5411,149.0488,146.2686,143.1742,137.4272,135.2772,135.1681,133.2933,137.9965,134.7223,134.3768,150.1866,148.99,134.3248,126.8838,115.4887,115.1353,116.8378,109.674,108.8252,108.6714,102.5757,102.5892,98.0515,96.4948,90.3394,89.6661,92.5775,92.7437,93.169,95.1089,95.9078,87.877,81.0472,83.8851,74.5413,77.2262,79.5285,86.7451,88.3911,84.7162,81.4264,79.2086,80.1836,81.2053,78.7508,72.3543,80.2285,73.3884,75.9548,73.0023,79.3707,77.0229,72.6385,65.4898,55.0747,56.8516,57.3899,60.6986,51.7427,53.7846,55.9112,69.8787,78.3881,74.5599,70.766,63.1311,64.191,78.4716,,69.9691,,,84.4125,74.9868,71.9775,73.3205,71.6332,72.3484,72.72,80.2249,88.2289,88.7127,81.5696,73.8765,77.3617,86.6757,83.4922,83.2393,78.8891,82.544,81.1886,75.7402,76.2349
"Mountain View","CA","San Jose","Santa Clara",157.1607,157.927,157.2706,160.5359,163.4769,161.3171,156.9449,161.6924,164.7405,165.9615,163.0379,163.23,170.732,175.2731,179.0382,186.5349,185.7093,189.8243,195.0063,201.3396,199.4973,198.4509,196.6154,198.8134,209.2534,220.6039,220.4547,211.6432,210.2258,211.8197,221.6996,227.1244,225.4013,225.3607,234.7561,245.7994,244.4351,247.2131,254.1027,252.7719,252.975,257.976,258.2054,255.5336,262.9552,,293.1554,310.0563,331.8009,342.894,341.6411,337.5679,343.4068,356.3317,371.0576,366.6925,384.4081,378.6611,370.6245,375.6381,371.4241,360.2096,363.0653,353.9929,343.6718,334.1321,320.3358,311.6146,319.6536,316.0798,320.1893,321.7089,326.0323,336.3964,339.4154,343.8623,352.2581,344.7605,339.9098,339.961,346.4195,335.9388,330.3199,329.505,332.2881,319.5281,319.4992,336.9998,348.5782,348.3496,343.9872,335.3832,327.4078,336.9742,347.0712,357.3676,362.58,362.5297,368.7082,384.5023,399.2224,398.645,400.9948,408.0086,418.965,414.3412,436.3483,447.5848,460.4137,466.9925,478.2416,480.6382,482.6604,466.2222,463.8583,477.2477,486.9999,485.8791,476.7519,474.2334,479.6669,479.5468,482.7321,475.5709,473.8469,467.978,470.0049,472.5877,468.5128,459.224,460.5633,462.0952,479.6936,476.8644,469.8687,485.3678,488.4243,486.5695,483.549,476.3317,,496.398,,482.0656,467.5902,477.1104,480.547,470.8413,455.7585,432.0824,,,,,403.77358490566,421.4303,413.0728,406.208,407.7564,400.7915,401.5844,416.703,414.1603,429.2021,414.9934,410.602,411.2423,422.9442,430.0985,425.5186,416.081,415.6948,410.1427,410.4073,413.7948,393.03,393.5441,,386.956,381.3273,393.8703,407.0173,410.2791,412.8093,422.8983,407.05,403.8818,404.0534,412.6495,,422.4085,419.1401,433.0082,430.1717,436.3325,434.1837,462.4426,462.1934,472.0999,468.7831,474.1962,481.9675,482.0911,484.2415,500.0835,523.0836,544.2907,533.8174,538.6749,546.7662,563.4634,565.4278,545.3158,548.9909,,630.6917,639.6641,625.5265,628.9768,634.0705,650.2766,641.1789,636.4676,627.1076
"Alameda","CA","San Francisco","Alameda",122.5328,121.3681,122.5487,124.211,119.4106,120.764,121.03,123.4503,126.2966,,121.0225,121.6914,123.5566,128.0567,125.4765,129.1459,127.554,130.0578,136.9778,137.0674,135.6918,,138.4802,135.1805,141.0582,147.1541,147.1362,150.6963,147.6527,148.8267,148.8606,151.7856,154.8126,150.6803,,159.2596,168.0953,161.8674,169.382,175.9437,178.1838,175.9267,173.0529,173.0436,181.3512,,180.9693,194.248,217.0324,217.3826,220.2935,215.5703,217.0247,221.482,237.0403,,232.0319,,255.8021,,252.7449,255.1867,250.9229,245.4421,248.0687,255.44,257.6117,260.9794,257.7939,254.6822,,255.2921,269.5833,269.1131,271.5489,274.2414,281.13,274.4309,,271.4606,271.0997,,280.9936,281.3625,294.5002,303.0336,302.2683,294.588,291.8667,293.2338,290.1053,297.2744,294.0439,295.8126,297.3911,311.6188,317.703,332.9211,351.8255,343.2892,334.1918,351.0545,364.1856,364.5234,360.2442,367.2636,367.3507,398.7744,406.9244,380.5582,388.1399,401.3281,417.1894,415.9698,419.2064,436.1777,427.2497,396.0934,,403.8866,,429.7647,439.7339,433.7907,422.1961,409.5944,405.7884,386.8415,,,,,396.510705789056,400.5583,376.0849,376.9948,376.6739,,,,,,,,340.813464235624,,,,,323.134328358209,332.878,,,,,,,,,,,304.8872,305.1768,,294.7724,,,334.249084249084,,314.3696,305.4896,309.2159,,,,,,,,,,,262.896208825357,252.08,245.113,,,245.433789954338,219.686162624822,,,,,,258.413461538462,,,278.959810874704,,,,,,,353.77358490566,,,348.169191919192,345.7052,366.1669,370.5048,357.3321,342.0201,,,369.318181818182,,380.6565,388.4559,381.4104,380.2285,,372.4128,
"New Britain","CT","Hartford","Hartford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8148148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,71.4812085482682,77.8763,78.6638,,,,,64.3525741029641,74.6112,,,,,85.348506401138,81.9427,75.462,79.233,83.9471,,,,,82.0490196078431,,,85.8585858585859,79.8914,82.6134,,,100.120627261761,86.2949,81.6067,,97.1819,96.3013,94.6658,95.1975,,108.0163,106.7588,103.8112,103.2221,110.0525,,104.866,101.3984,,,,,113.7393,,103.2093,,111.2749,,,,,,,123.737373737374,125.0878,128.1484,118.623,,,,,156.25,,,,,122.601384767557,,,,,,,,,,,,,,,97.5039001560062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bellingham","WA","Bellingham","Whatcom",,,,,,,,,,,,,,100.297176820208,,,87.3096446700508,,,101.928374655647,,,,,,,100.477088948787,95.6544,90.8473,,,105.298651252408,,104.2919,106.0824,101.9381,98.5218,102.4677,98.5299,90.6665,93.3981,98.6435,105.4974,108.1297,116.4638,,102.7067,99.1248,100.2988,102.1575,101.6675,100.9415,104.5082,102.8574,98.7922,,94.5912,,,108.118081180812,107.067,103.761,,97.3771,101.8041,107.8517,110.3523,,,105.555555555556,123.3512,116.5307,131.3735,129.0982,119.6985,109.7205,108.1374,104.1571,,,105.527638190955,104.8571,104.9613,107.5216,110.3352,115.3973,117.6017,127.199,124.2544,125.0189,128.4537,136.8537,,139.9631,126.6237,125.8937,122.9251,132.9103,132.6928,132.3898,134.0797,152.2976,149.041,160.3523,,143.3675,,144.2948,151.3922,163.5801,165.797,167.4026,,254.2013,245.9234,263.298,264.6153,236.9491,216.4307,190.4942,181.3547,178.9992,177.202,178.0127,181.3498,172.2861,174.5393,184.1028,,221.212,194.7532,187.1264,184.1498,204.8002,211.8984,202.8076,205.6596,211.4306,220.1492,203.3277,217.3207,193.9097,172.3069,162.5848,164.1125,162.5985,175.8096,175.9108,179.1062,193.8275,198.6671,,178.5305,196.3723,,,180.447007930786,177.2429,179.9512,181.771,172.7206,175.902,170.8483,167.2841,152.6441,,170.7942,175.8478,168.5056,163.3359,161.6734,161.3438,166.2381,173.2875,170.7586,170.7081,,,172.224,,,,145.275056518463,149.8361,154.7032,155.4491,151.4414,164.1476,138.3185,,,,168.335832083958,173.583,162.9958,158.0677,149.3799,175.1878,171.9752,169.1875,165.6824,,168.1568,170.6813,160.2478,163.1939,176.3554,166.1382,155.6379,153.6062,151.2961,151.6468,154.1571,154.2949,162.7663,167.3834,,172.0479,163.3152,175.9734,183.003,186.8897,176.1593,171.1355
"Port Charlotte","FL","Punta Gorda","Charlotte",55.8112773302647,,,,,,,,,,,,,40.8515535097814,,,,,,,,,,,47.9623824451411,,,45.0310559006211,,,,,,,50.0575373993096,49.3476,50.9536,53.0434,51.8869,48.6039,,48.9984,49.8312,49.6502,48.0306,,,61.9578686493185,56.3792,56.4283,53.3923,,,,51.497005988024,55.6303,55.3041,,,,57.8105781057811,,66.72,,79.5789,68.2851,60.9925,,50.7998,54.7449,58.1148,56.3457,54.7914,53.3924,51.806,56.0138,62.964,61.2013,57.5819,54.6129,56.5624,,56.6198,58.2186,59.5363,60.6157,61.0599,62.8771,66.3088,65.2054,71.6591,66.7342,70.6128,87.8341,100.703,105.5721,92.4977,103.436,100.2215,87.8733,89.2101,105.6077,105.6512,97.1214,92.9625,106.6905,105.2593,111.9045,116.7681,128.7277,130.0086,141.3513,138.5188,134.0312,133.7574,141.7586,135.8766,134.7904,128.5673,122.1095,137.8697,140.404,129.9798,125.2731,,124.7102,128.0549,124.5043,123.7929,121.8254,113.527,110.5214,114.5684,115.2743,99.3627,,,,,,,,,70.3125,68.1679,,,,,,,,,,45.4545454545455,53.7306,56.3051,59.8681,,,,,62.8182,51.6934,54.0801,,,43.8871473354232,61.0144,51.5442,58.6284,,,66.9144981412639,,,51.948051948052,,40.9246,42.5459,48.1751,41.466,35.074,,36.2903,36.962,35.6336,,39.3373,,54.1125541125541,46.9958,50.6782,55.4566,55.8929,52.2344,52.254,47.9314,40.5296,44.8721,51.2976,,44.7187,50.9376,59.2744,68.3099,63.2908,60.76,56.4872,54.2499,52.4166,54.6635,60.0503,56.5483,55.5863,55.814,59.233,62.4527,59.5846,56.8047,57.1934,58.1341,60.5229,
"Springfield","OR","Eugene","Lane",,,,,,,,,,,,,,,,,,,,,64.1304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Charles","MO","St. Louis","Saint Charles",84.6806318681319,,83.2472,,,,79.0133426966292,,,,,,,83.3190271816881,,,63.5239651416122,78.2066,79.9055,83.4976,,88.6214,,,72.6985759493671,86.6079,83.5142,89.3187,85.9481,91.3347,,96.6763,91.7593,,,103.005301524188,97.5897,96.6435,97.0219,92.0754,91.0189,93.4805,95.0816,91.112,92.1778,85.6273,100.3737,98.5669,,81.7215,77.7729,83.0219,82.5363,,75.3592,,92.5869,86.4945,79.8004,76.9886,87.3795,94.2558,87.7572,,,95.4996379435192,85.2543,,83.2811,97.1049,,97.7889,,,86.4197530864198,,92.0002,90.7013,95.9078,99.2557,112.5419,122.2705,,106.6334,100.1075,97.9445,98.5037,,99.1475,94.4279,102.2434,97.7698,,97.3333,97.6434,99.2707,,,,,107.509,111.2949,121.4435,119.8648,112.4866,121.9596,124.7787,126.7834,129.0644,118.8922,118.4146,120.0573,120.2898,116.7247,119.7854,117.9705,122.0165,126.5705,127.8789,125.2863,130.1213,130.9298,123.3341,123.0657,124.6029,128.7915,137.6957,139.5221,135.5701,133.4735,,125.506,123.9535,126.7633,130.442,135.1676,132.0708,136.7664,134.3479,,114.1931,122.29,118.0679,120.0027,,115.2238,112.5496,122.1331,116.7746,116.1014,115.5009,,,,,,,109.664985590778,105.8993,109.7471,105.7243,103.1575,104.3609,,,,,,117.599242424242,105.1589,107.2819,,,99.6946428571429,113.2457,,,,,,,,,,,,,,89.3258426966292,,,,,107.751937984496,107.5957,,98.4595,,,112.403100775194,98.1621,,,,105.553005966039,96.9541,102.7811,100.9537,105.3266,,99.0521,100.2971,96.4307,,,,,,,91.5178571428571,,91.1013,103.5059,
"San Ramon","CA","San Francisco","Contra Costa",133.8851,132.5836,130.7738,134.6728,134.5864,136.9196,140.6926,144.537,145.0246,139.4324,138.1196,139.1874,144.544,144.3627,146.4046,150.0443,153.322,150.8146,155.2429,150.8116,158.1423,158.8288,156.3299,149.9331,154.648,155.7717,161.551,153.7953,157.4947,163.9374,171.1859,178.3153,178.5732,175.4078,175.7337,181.8549,181.5582,184.9164,180.6566,178.2153,183.7286,188.5865,198.6795,198.7426,196.694,208.889,225.359,223.5522,222.2314,229.2915,232.4077,235.2117,237.9644,247.3603,251.6199,258.7586,264.282,267.8615,267.5466,278.7566,274.5918,270.1183,272.4317,273.7746,270.1408,273.4267,268.5281,265.0912,258.3274,250.6271,256.9314,260.2786,263.1279,272.6407,279.6197,279.371,284.5577,297.5057,295.9226,282.5033,281.6358,281.9204,278.2383,286.0111,291.0634,291.4676,291.3493,290.1131,292.2716,294.2702,297.4257,295.0043,297.2225,314.0438,318.7781,317.5071,321.3732,335.5524,338.6378,334.1818,327.6894,319.259,325.3921,307.4149,293.7891,334.0253,356.7621,375.5506,396.2941,406.5473,420.3461,413.9486,408.7212,418.9051,419.5649,443.2413,435.9172,455.917,466.4674,478.6042,477.2829,485.094,477.8822,474.2305,472.7971,482.0699,487.8965,482.7703,464.5767,447.387,451.81,449.3218,454.0932,452.825,438.5204,438.7331,426.4053,411.6848,419.5777,405.141,394.4339,389.4015,390.306,,353.4216,339.639,343.3185,346.1897,335.2789,332.4956,329.389,322.5049,310.2422,,297.637,286.1274,,286.9273,291.2922,287.259,286.5249,276.7332,276.8069,290.6369,288.1844,270.7519,273.7574,285.7493,287.6076,285.8545,291.9802,288.8299,282.3587,275.9854,274.254,263.8036,259.1307,262.9604,274.1216,262.5561,260.8071,261.8477,257.4748,251.5679,259.3527,251.8513,241.4102,234.6214,242.1313,244.539,246.2932,251.5849,257.8315,268.0655,277.459,267.1767,270.3421,262.0708,273.1863,,234.4629,,,,316.455696202532,318.5956,,358.9126,335.0692,,330.7067,328.3878,349.8435,379.4012,,,380.710659898477,346.3224,351.9752,381.2737,,389.2688,391.2286,
"O Fallon","MO","St. Louis","Saint Charles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.374331550802,104.1195,105.4003,,95.2881,102.3244,,,96.3656069364162,,97.7986,97.0152,93.9077,95.4912,96.6581,96.4691,97.5175,97.2248,97.0872,,,95.0444630872483,99.644,,99.9338,104.8175,105.2074,107.2087,105.9984,102.4882,102.2658,102.7923,104.1258,109.2627,110.8937,111.1373,108.549,106.1632,105.9391,105.3172,108.078,107.7784,108.4181,107.9453,104.8573,107.5282,110.8299,113.2479,113.9438,111.4771,106.6726,105.7168,111.9175,111.1532,113.1321,109.7129,111.9431,113.4913,114.6491,114.6604,117.7002,117.481,118.0965,117.0894,118.2031,119.0957,117.4135,117.8442,115.3347,126.0412,124.9036,118.951,116.3836,117.7386,119.019,121.8985,127.2772,122.5843,124.7803,128.2326,126.2132,132.0095,124.3132,125.4306,122.4423,120.142,123.9841,125.6028,124.7791,122.6502,114.9447,115.6055,112.6518,114.6323,118.5177,116.3398,118.0507,119.1597,116.4103,115.4017,115.1602,110.1915,107.8382,,,,119.119796954315,112.4865,,113.6224,109.7156,112.3142,,,93.6862244897959,93.9648,,99.6382,103.7912,102.9015,104.3789,101.4764,103.4742,103.7134,103.6058,102.9443,108.7262,,,96.830985915493,98.9421,102.1173,,,,,,,,,,,,108.547008547009,,99.0062,99.4894,,,,,,,93.2676,95.9382,94.4751,101.0673,101.6622,,97.3552,103.2041,104.6205,,,94.4251336898396,97.443,100.9028,102.0159,97.4451,93.045,90.5458,91.4746,103.0389,107.0376,107.845,,,103.195739014647,113.4863,,,,97.3404645476773,,98.0633
"Casa Grande","AZ","Phoenix","Pinal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.347826086957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Folsom","CA","Sacramento","Sacramento",,,,,,,,,,,,,,,111.504424778761,104.493,,108.4134,,111.4023,103.4804,,,,,,,,,,115.486725663717,109.5795,114.6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.456953642384,202.0187,204.2375,208.5202,211.3255,209.7121,,226.0448,,219.0338,228.4907,226.5674,236.7638,248.6935,246.5204,,,266.129032258065,266.8965,,,245.467224546722,227.0279,226.9696,227.9706,230.4147,249.7772,249.7943,,,,,230.71377072819,231.8177,239.7761,,,241.24649859944,,,,,,,,,,,,,191.878172588832,,,,,,,,,,,,,,,,,,,,,,,153.231179213857,,,,,,,,,,149.900066622252,141.9171,135.9509,,140.0291,151.9598,152.2853,,,,,,,,,,126.502575844305,,,,,,171.554252199413,,,181.728880157171,,184.8118,,,,,177.182368193604,,,,,,,206.286836935167,,196.183,,
"Smyrna","GA","Atlanta","Cobb",52.6794,53.2315,52.3986,,54.1762,,55.1626,55.8273,,56.0623,60.1822,58.8569,55.0266,54.4181,57.3445,56.9396,55.6802,55.2398,56.987,58.4074,57.6808,59.3557,,61.5098,58.5098,59.4414,59.8839,59.4186,60.4708,61.1759,62.9539,63.5777,61.8018,62.5706,60.7442,60.4069,62.6648,65.0117,67.3407,67.7712,69.9062,73.0937,75.0737,76.0268,81.5012,88.761,82.6676,81.8798,83.0536,86.6752,87.5414,88.6604,88.6157,91.5994,98.3004,102.247,96.6459,92.2436,91.4197,95.412,96.2756,96.9622,99.2547,99.8187,100.4262,101.547,102.506,98.7737,94.1192,95.9052,98.535,98.7077,95.7707,94.906,97.3561,97.336,94.9604,97.1895,98.1785,104.6153,104.0264,103.2856,100.921,104.3937,112.6789,111.497,110.0766,109.5058,107.0616,111.6124,109.2943,110.1212,106.5699,103.0419,105.1588,111.0297,113.3753,106.7103,104.5528,103.9371,107.7693,108.2998,116.2009,114.957,119.025,116.8339,113.0212,112.875,116.5955,121.8018,119.217,121.9769,121.9802,125.7553,128.0646,129.2878,127.1675,123.5261,124.947,130.9798,135.5947,135.1256,127.4344,133.5219,130.5444,128.7758,126.1278,125.4967,130.9244,124.0687,127.2592,125.8605,128.5376,125.8376,123.1431,119.0571,114.6326,111.5965,117.5668,117.6031,118.8059,114.5665,116.3708,120.9472,122.8116,120.9299,123.9636,122.44,122.5189,115.0042,122.6419,112.9744,102.0773,108.0155,114.0001,121.0729,122.4413,119.102,107.8092,114.2723,107.9057,102.8445,102.8806,100.0514,97.7997,112.0418,96.7588,102.1645,109.6972,119.3269,116.5728,,93.3102,88.7907,,,,,,65.0997,70.798,65.9598,56.4056,57.4418,79.8326,,88.7114,,82.1291,,80.0201,85.5068,75.9297,75.2121,77.7642,76.1999,69.3321,58.1798,75.4489,83.3963,86.8974,81.3144,75.8862,77.4862,73.7939,68.6497,78.9458,88.6637,96.7214,97.5094,88.9412,86.0721,95.7385,90.1177,82.1725,73.1011,79.7609,90.666,99.9382,95.8817,96.1011,97.0574,103.516,101.9909
"Pawtucket","RI","Providence","Providence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.574257425743,,,200,,,,,,,,,177.696078431373,,192.5478,,,,165.294117647059,186.6581,189.423,,169.7201,,,186.619718309859,179.3703,,,,,,,,,,,161.870503597122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
