"RegionName","State","Metro","CountyName","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"San Jose","CA","San Jose","Santa Clara",1.55331599479844,1.46063960639606,1.46063960639606,1.52439024390244,1.54272151898734,1.46360759493671,1.86363636363636,1.86817472698908,1.86519337016575,1.86363636363636,1.7741935483871,1.74375,1.74181818181818,1.75808720112517,1.61725067385445,1.63157894736842,1.58620689655172,1.6359918200409,1.60051216389245,1.55950752393981,1.63288288288288,1.61381653454134,1.59465020576132,1.67015706806283,1.75338983050847,1.82068965517241,1.81460674157303,1.85597624350408,1.875,1.88708430007734,2.35602094240838,2.38043478260869,2.2700515084621,1.99404761904762,2.00267022696929,2.00729927007299,2.03725961538461,1.77966101694915,1.8910741301059,1.9644527595884,1.97095435684647,2.08488458674609,2.08412017167382,2.03571428571429,2.03571428571429,2.03562119895743,2.22222222222222,2.1840888066605,2.14615384615385,2.22330097087379,2.44821264894592,2.35732323232323,2.4052812858783,2.43926247288503,2.4,2.51201923076923,2.55892255892256,2.5854108956602
"Jacksonville","FL","Jacksonville","Duval",0.715421303656597,0.718181818181818,0.721153846153846,0.724020442930153,0.719453376205787,0.72661217075386,0.735294117647058,0.739206279982555,0.736111111111111,0.739130434782608,0.74092409240924,0.733752620545073,0.741678726483357,0.7475,0.74090909090909,0.75,0.738396624472573,0.739361702127659,0.738552437223042,0.737232289950576,0.765027322404371,0.80564263322884,0.790816326530612,0.803011292346298,0.795739348370927,0.814814814814814,0.819587628865979,0.828772802653399,0.808656036446469,0.811541929666366,0.78731343283582,0.775563258232235,0.78030303030303,0.789189189189189,0.864361702127659,0.896311066799601,0.898174831892411,0.882117080994386,0.916666666666666,0.91644204851752,0.923209663503019,0.928971962616822,0.936440677966101,0.941666666666666,0.938511326860841,0.948550724637681,0.950647249190938,0.954692556634304,0.948940269749518,0.933257918552036,0.960608773500447,0.954692556634304,0.960451977401129,0.960451977401129,0.95954356846473,0.966767371601208,0.970094821298322,0.978705978705978
"Indianapolis","IN","Indianapolis","Marion",0.654582074521651,0.622605363984674,0.625,0.628140703517587,0.625,0.622459349593495,0.738938053097345,0.735897435897435,0.733082706766917,0.73010752688172,0.71,0.704207920792079,0.70722891566265,0.712820512820512,0.669724770642201,0.65720294426919,0.625,0.627413127413127,0.646616541353383,0.648148148148148,0.648228176318063,0.654761904761904,0.649038461538461,0.659090909090909,0.675,0.684931506849315,0.685,0.693396226415094,0.680147058823529,0.673778775968556,0.69,0.69298245614035,0.701530612244897,0.679,0.688073394495412,0.694444444444444,0.711237553342816,0.699,0.709606986899563,0.704656862745098,0.700892857142857,0.699,0.699,0.701219512195121,0.70123246918827,0.701219512195121,0.704225352112676,0.707474226804123,0.705171255876427,0.712864721485411,0.722222222222222,0.720108695652173,0.711649973642593,0.714886459209419,0.721153846153846,0.712656784492588,0.712025316455696,0.708333333333333
"San Francisco","CA","San Francisco","San Francisco",3.04347826086956,2.84789644012945,2.82608695652174,2.93577981651376,2.78396436525612,2.78396436525612,2.89878048780488,2.94403892944039,2.93577981651376,3.04347826086956,2.8372591006424,2.81818181818182,2.8125,2.80701754385965,2.66666666666667,2.72679324894515,2.72895467160037,2.72792534099067,2.70714285714286,2.78113663845224,2.846,2.91666666666667,2.95100222717149,3.22317262830482,3.23497854077253,3.21888412017167,3.17948717948718,3.27747989276139,3.36354481369587,3.42130987292278,3.4,3.42857142857143,3.51916666666667,3.48808473080318,3.57625570776256,3.69481765834933,3.57837837837838,3.54838709677419,3.56375838926174,3.6578947368421,3.58461538461538,3.67839195979899,3.70101596516691,3.75,3.74375,3.69246861924686,3.6875,3.7475,3.76666666666667,3.88970051132213,4.13953488372093,4.07325684024713,3.89554794520548,4.05651340996168,4.16461916461916,4.2,4.20796460176991,4.21994884910486
"Austin","TX","Austin","Travis",0.931490384615384,0.910049191848208,0.924922600619195,0.931786216596343,0.952813067150635,0.940265486725663,0.964975845410628,0.96248766041461,0.960982658959537,0.963636363636363,0.981566820276497,0.999261992619926,1.01486988847584,1.02380952380952,1.05,1.03571428571428,1.04166666666667,1.04285714285714,1,1.00105374077977,1.03653846153846,1.09704641350211,1.1,1.13636363636364,1.15489130434783,1.15628672150411,1.13753877973113,1.13728675873274,1.12264150943396,1.12460732984293,1.13916256157635,1.13864541832669,1.14031413612565,1.14900153609831,1.146,1.14497354497354,1.15425531914894,1.15668202764977,1.171875,1.15695792880259,1.16352201257862,1.215,1.23015873015873,1.22966507177033,1.23076923076923,1.26658624849216,1.21703853955375,1.23902132998745,1.26787741203178,1.41040462427746,1.46718146718147,1.40449438202247,1.35869565217391,1.40588235294118,1.40449438202247,1.4030612244898,1.41379310344827,1.45813047711782
"Columbus","OH","Columbus","Franklin",,,0.74,0.74,0.726552179656538,0.795454545454545,0.76,0.759668508287292,0.769946808510638,0.776353276353276,0.743303571428571,0.742115027829313,0.735294117647058,0.739361702127659,0.707692307692307,0.736842105263157,0.76,0.731209150326797,0.747863247863247,0.767582417582417,0.778619528619528,0.769603097773475,0.747175141242937,0.776909722222222,0.809027777777777,0.8271484375,0.837912087912087,0.871500358937544,0.847321428571428,0.844594594594594,0.912146676852559,0.868055555555555,0.84056399132321,0.809027777777777,0.79,0.788900979325353,0.815602836879432,0.789473684210526,0.809523809523809,0.847457627118644,0.820689655172413,0.763409961685823,0.760667903525046,0.790754257907542,0.794849023090586,0.78078078078078,0.802469135802469,0.797101449275362,0.787162162162162,0.802411873840445,0.829935934769947,0.828125,0.822344322344322,0.819842258198422,0.818181818181818,0.810055865921787,0.828517587939698,0.804081632653061
"Fort Worth","TX","Dallas-Fort Worth","Tarrant",0.733634311512415,0.693527080581241,0.71353065539112,0.728798586572438,0.705882352941176,0.701754385964912,0.840807174887892,0.834114339268978,0.83232810615199,0.820689655172413,0.812865497076023,0.813397129186602,0.784090909090909,0.786163522012578,0.714285714285714,0.710900473933649,0.708424507658643,0.697084917617237,0.693311582381729,0.693333333333333,0.72599531615925,0.770652173913043,0.772727272727272,0.797101449275362,0.790229885057471,0.817647058823529,0.816695352839931,0.799166087560806,0.777047220561864,0.791389680278569,0.796812749003984,0.8,0.802867383512544,0.803489439853076,0.811688311688311,0.823529411764705,0.804457953394123,0.738636363636363,0.781990521327014,0.794966236955187,0.776487663280116,0.770547945205479,0.78125,0.764895330112721,0.75208913649025,0.758269720101781,0.76826923076923,0.765575501583949,0.756215469613259,0.777310924369747,0.805489260143198,0.798648648648648,0.806032241289651,0.805008944543828,0.815306122448979,0.807291666666666,0.813128326434062,0.815306122448979
"Detroit","MI","Detroit","Wayne",0.75,0.727272727272727,0.714285714285714,0.701176470588235,0.714285714285714,0.721153846153846,0.825438596491228,0.88,0.88,0.872093023255813,0.722789115646258,0.721153846153846,0.723938223938223,0.72072072072072,0.713043478260869,0.713043478260869,0.725,0.711111111111111,0.79455164585698,0.74,0.740131578947368,0.7380073800738,0.75,0.75,0.753498385360602,0.754458161865569,0.760043431053203,0.763888888888888,0.749711649365628,0.745682888540031,0.742009132420091,0.743243243243243,0.744601638123603,0.735294117647058,0.743,0.735294117647058,0.739644970414201,0.73851203501094,0.746714456391875,0.743006993006993,0.73076923076923,0.733333333333333,0.733333333333333,0.725689404934687,0.731382978723404,0.73170731707317,0.730688935281837,0.729755178907721,0.735294117647058,0.738916256157635,0.744558991981672,0.759493670886075,0.765306122448979,0.769230769230769,0.763888888888888,0.754422476586888,0.754830917874396,0.754716981132075
"Charlotte","NC","Charlotte","Mecklenburg",0.662482566248256,0.657894736842105,0.660018993352326,0.660264105642256,0.681818181818181,0.67894239848914,0.736923076923076,0.750564334085778,0.743301642178046,0.743639921722113,0.722222222222222,0.729166666666666,0.732545649838882,0.74370709382151,0.688705234159779,0.689338235294117,0.684210526315789,0.689935064935064,0.695,0.687172774869109,0.692883895131086,0.712435233160621,0.703828828828828,0.735294117647058,0.753920386007237,0.763761467889908,0.76488706365503,0.766369047619047,0.767656090071647,0.770308123249299,0.830564784053156,0.824884792626728,0.8213228035538,0.823045267489711,0.812431842966194,0.808053691275167,0.850282485875706,0.78125,0.797101449275362,0.794621026894865,0.78125,0.81081081081081,0.78125,0.776143790849673,0.769927536231884,0.769230769230769,0.769230769230769,0.78125,0.77433628318584,0.782828282828282,0.822368421052631,0.816221765913757,0.836289913836796,0.81967213114754,0.832262210796915,0.825222175201015,0.825471698113207,0.860465116279069
"Memphis","TN","Memphis","Shelby",0.625,0.627853881278538,0.65,0.571973307912297,0.666666666666666,0.666666666666666,0.725,0.747863247863247,0.73038073038073,0.723240115718418,0.7,0.694076038903625,0.682758620689655,0.690677966101694,0.676937441643323,0.686813186813186,0.67750677506775,0.670937289278489,0.688552188552188,0.676378772112382,0.695238095238095,0.70789865871833,0.692307692307692,0.697379543533389,0.695384615384615,0.715859030837004,0.709090909090909,0.704545454545454,0.709743589743589,0.709743589743589,0.717948717948717,0.722222222222222,0.73076923076923,0.751794871794871,0.712719298245614,0.703290870488322,0.703753351206434,0.646401118099231,0.67457627118644,0.668449197860962,0.677637947725072,0.658940397350993,0.64792899408284,0.634352635003253,0.637659414853713,0.63659628918746,0.627853881278538,0.630782169890664,0.620821394460362,0.625,0.631726719700514,0.641025641025641,0.644841269841269,0.643724696356275,0.643855776306107,0.632,0.634490238611713,0.63667232597623
"El Paso","TX","El Paso","El Paso",,,0.725538971807628,,0.697924123120973,0.621260929590427,0.933695652173913,0.930232558139534,0.930232558139534,0.930232558139534,0.89516129032258,0.841624365482233,0.828125,0.782361308677098,0.748752079866888,0.744680851063829,0.738109944410129,0.748752079866888,0.745301360985093,0.739566825145272,0.740055504162812,0.740055504162812,0.742115027829313,0.745118191161356,0.75187969924812,0.763358778625954,0.767326732673267,0.762711864406779,0.75268817204301,0.74424898511502,0.759577278731836,0.752364574376612,0.753941055517477,0.75187969924812,0.753333333333333,0.751421608448415,0.746640119462419,0.737265415549597,0.738636363636363,0.735294117647058,0.73902027027027,0.742120343839541,0.738636363636363,0.738488271068635,0.733024691358024,0.729629629629629,0.72119258662369,0.725593667546174,0.729268292682926,0.741608118657298,0.74375,0.739130434782608,0.741983594332587,0.734573947110675,0.731158605174353,0.739538239538239,0.731589147286821,0.730124391563007
"Baltimore","MD","Baltimore","Baltimore City",1.17647058823529,1.17011278195489,1.19047619047619,1.17647058823529,1.16758241758242,1.15025161754134,1.27188465499485,1.2890625,1.26868686868687,1.28623188405797,1.26641651031895,1.25,1.23921568627451,1.22448979591837,1.07916666666667,1.06907894736842,1.07142857142857,1.05698529411765,1.08173076923077,1.07115531752104,1.07115531752104,1.18625,1.2182477967859,1.3262599469496,1.27334465195246,1.40384615384615,1.19675925925926,1.19675925925926,1.2037037037037,1.20689655172414,1.21753246753247,1.21323529411765,1.21527777777778,1.25714285714286,1.23106060606061,1.34108527131783,1.22767857142857,1.13888888888889,1.19047619047619,1.25432525951557,1.25,1.20606478290834,1.19882352941176,1.16959064327485,1.171875,1.18362124120282,1.29132231404959,1.21875,1.24007936507936,1.23152709359606,1.31578947368421,1.32142857142857,1.31086142322097,1.38392857142857,1.5,1.3,1.26953125,1.27272727272727
"Boston","MA","Boston","Suffolk",1.22727272727273,1.35135135135135,2.22469410456062,2.3,2.4,2.36686390532544,2.65700483091787,2.63461538461538,2.60504201680672,2.60504201680672,2.5,2.5,2.56818181818182,2.55555555555555,2.6285046728972,2.69230769230769,2.6685393258427,2.60434782608696,2.6032315978456,2.695,2.7027027027027,2.88,2.82880235121234,2.8468045112782,2.76442307692308,2.86274509803921,2.79827586206896,2.82481751824817,2.87037037037037,2.90909090909091,3.00802139037433,3.16666666666667,3.10690423162584,3.10139534883721,3.1078167115903,3.03701255783212,3,3.02114803625378,3.08310991957104,2.97520661157025,3.05555555555555,3.08333333333333,3,3.01077586206896,3.03555941023417,3.02325581395349,2.94117647058824,2.92280701754386,2.86363636363636,2.875,2.93333333333333,2.96,3.01507537688442,3.02663438256659,2.98969072164948,3,3.09033280507132,3.07125307125307
