"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2014-11-30,"Town of Johnstown","NY","Gloversville","Fulton",3310,1431,-0.000698324022346369,0.00632911392405063,0.0236051502145923,4136
2014-11-30,"Portage","WI","Madison","Columbia",3311,1011,-0.0165369649805447,-0.00785083415112856,0.0778251599147122,5741
2014-11-30,"Longmeadow","MA","Springfield","Hampden",3312,2071,0.0122189638318671,-0.00432692307692308,0.0161923454367027,5465
2014-11-30,"Watertown","CT","Torrington","Litchfield",3313,1553,0.0230566534914361,-0.0201892744479495,0.0564625850340136,4900
2014-11-30,"Westchester","IL","Chicago","Cook",3314,1663,-0.0112960760998811,-0.0130563798219585,0.0605867346938775,7124
2014-11-30,"Farmington","UT","Ogden","Davis",3315,1481,0.0129958960328317,0.0116120218579235,-0.0211500330469266,4923
2014-11-30,"Cinnaminson","NJ","Philadelphia","Burlington",3316,1741,-0.0169395821569735,-0.0501909438079651,-0.0568797399783315,5638
2014-11-30,"Gloversville","NY","Gloversville","Fulton",3317,1389,-0.00358680057388809,-0.00785714285714286,0.0490936555891239,3219
2014-11-30,"Whitemarsh Township","PA","Philadelphia","Montgomery",3318,2300,0.00217864923747277,0.00217864923747277,0.0327795240233498,4428
2014-11-30,"El Dorado","AR","El Dorado","Union",3319,779,-0.0139240506329114,-0.0250312891113892,-0.020125786163522,4194
2014-11-30,"Dyer","IN","Chicago","Lake",3320,1587,0.0179602309172547,-0.008125,0.0392927308447937,6692
2014-11-30,"Port Washington","NY","New York","Nassau",3321,3500,-0.0182328190743338,0.00171722953634803,0.0762607626076261,4216
2014-11-30,"Benton","LA","Shreveport","Bossier",3322,1514,-0.00394736842105263,-0.0238555770470664,0.0154258886653253,3604
2014-11-30,"Crete","IL","Chicago","Will",3323,1552,-0.00640204865556978,-0.000643915003219575,0.0203813280736358,6821
2014-11-30,"Waterville","ME","Augusta","Kennebec",3324,850,0.0204081632653061,0.00354191263282172,0.0855683269476373,3035
2014-11-30,"Laguna Woods","CA","Los Angeles","Orange",3325,1864,0.00539374325782093,0.0258668134287287,0.0269972451790634,5441
2014-11-30,"Vermilion","OH","Cleveland","Lorain",3326,1152,0.00261096605744125,0.004359197907585,0.0378378378378378,6211
2014-11-30,"Sayville","NY","New York","Suffolk",3327,2452,0.00574241181296144,0.0174273858921162,-0.0300632911392405,4414
2014-11-30,"Bay Saint Louis","MS","Gulfport","Hancock",3328,1052,-0.00473036896877956,-0.0028436018957346,0.0374753451676529,4842
2014-11-30,"Willow Spring","NC","Raleigh","Wake",3329,1225,0.012396694214876,0.0216847372810676,0.0182876142975894,4681
2014-11-30,"Union Township","MI","Mount Pleasant","Isabella",3330,968,0.0221752903907075,0.0386266094420601,0.0614035087719298,1717
2014-11-30,"Albert Lea","MN","Albert Lea","Freeborn",3331,1104,-0.00180831826401447,0.00363636363636364,0.00454959053685168,6425
2014-11-30,"East Longmeadow","MA","Springfield","Hampden",3332,1604,-0.013530135301353,-0.0219512195121951,-0.018359853121175,5465
2014-11-30,"Lincolnia","VA","Washington","Fairfax",3333,2326,0.00475161987041037,0.0143916266899259,0.0174978127734033,3314
2014-11-30,"Avenel","NJ","New York","Middlesex",3334,1908,-0.0124223602484472,-0.013953488372093,0.0611790878754171,2456
2014-11-30,"Mastic","NY","New York","Suffolk",3335,2264,0.000441891294741494,0.00265721877767936,-0.0374149659863946,4345
2014-11-30,"Brigham City","UT","Brigham City","Box Elder",3336,1115,0.0145586897179254,0.0578747628083492,-0.0638119227539882,5703
2014-11-30,"Port Townsend","WA",,"Jefferson",3337,1401,-0.000713266761768902,0.00286327845382963,0.0241228070175439,6183
2014-11-30,"Mesquite","NV","Las Vegas","Clark",3338,1141,0.00884173297966401,0.0151245551601423,-0.0222793487574979,8357
2014-11-30,"Vidalia","GA","Vidalia","Toombs",3339,976,0.012448132780083,0.0113989637305699,-0.0660287081339713,3165
2014-11-30,"Ruther Glen","VA","Richmond","Caroline",3340,1252,0,0,0.033003300330033,6537
2014-11-30,"Marion","SC",,"Marion",3341,895,-0.0529100529100529,-0.113861386138614,-0.135265700483092,8909
2014-11-30,"Church Hill","TN","Kingsport","Hawkins",3342,964,0.00836820083682008,0.0190274841437632,0.0136698212407992,4790
2014-11-30,"Mc Farland","CA","Bakersfield","Kern",3343,1112,0.0118289353958144,0.0127504553734062,-0.0296684118673647,2113
2014-11-30,"Cody","WY",,"Park",3344,1262,0.0161030595813204,0.0104083266613291,0.0490440565253533,3325
2014-11-30,"Upper Gwynedd Township","PA","Philadelphia","Montgomery",3345,1953,-0.000511770726714432,-0.00661241098677518,0.0113930605903677,5132
2014-11-30,"Middleton","WI","Madison","Dane",3346,1543,-0.00707850707850708,0.0184818481848185,0.0118032786885246,5646
2014-11-30,"Maitland","FL","Orlando","Orange",3347,1656,0.0122249388753056,0.0209617755856967,-0.00838323353293413,5384
2014-11-30,"Greenfield","IN","Indianapolis","Hancock",3348,1113,0.0118181818181818,0.0201649862511457,0.0239190432382705,6191
2014-11-30,"Lakeland North","WA","Seattle","King",3349,1695,0.00593471810089021,0.0119402985074627,0.0469425571340334,5043
2014-11-30,"White Township","PA","Indiana","Indiana",3350,1510,0.0847701149425287,0.158864159631619,0.193675889328063,3953
2014-11-30,"Town of Duxbury","MA","Boston","Plymouth",3351,2325,0.00692940666955392,0.0269434628975265,0.112972714217329,5247
2014-11-30,"Pinewood","FL","Miami-Fort Lauderdale","Miami-Dade",3352,1528,0.0079155672823219,0.0139349701393497,0.0516173434273916,933
2014-11-30,"Golden","CO","Denver","Jefferson",3353,2234,0.0238313473877177,0.0439252336448598,0.206915180983252,4979
2014-11-30,"Prospect Heights","IL","Chicago","Cook",3354,1713,-0.0121107266435986,-0.0217018846373501,-0.00058343057176196,5099
2014-11-30,"Waverly","MI","Lansing","Eaton",3355,1028,0.0218687872763419,-0.002909796314258,0.0511247443762781,5073
2014-11-30,"Beaufort","SC","Hilton Head Island","Beaufort",3356,1245,0.00891410048622366,0.0196560196560197,0.0797918473547268,5001
2014-11-30,"Telford","PA","Philadelphia","Montgomery",3357,1613,-0.00247371675943105,-0.000619578686493185,0.0215326155794807,4883
2014-11-30,"Glen Carbon","IL","St. Louis","Madison",3358,1325,-0.0148698884758364,-0.044011544011544,0.112510495382032,4386
2014-11-30,"Fairview Heights","IL","St. Louis","Saint Clair",3359,1030,0.020812685827552,0.0596707818930041,0.028971028971029,5817
2014-11-30,"Waupaca","WI",,"Waupaca",3360,1043,0.0245579567779961,0.0245579567779961,0.00288461538461538,4469
2014-11-30,"Kingston","TN","Harriman","Roane",3361,1154,0.00173611111111111,-0.00944206008583691,0.0149516270888303,4944
2014-11-30,"La Palma","CA","Los Angeles","Orange",3362,2793,0.0010752688172043,0.000358166189111748,0.0302471412762818,4175
2014-11-30,"White Settlement","TX","Dallas-Fort Worth","Tarrant",3363,1016,0.00793650793650794,0.032520325203252,0.0661070304302204,4368
2014-11-30,"Springfield","NJ","New York","Union",3364,2280,-0.011703511053316,-0.00696864111498258,0.029810298102981,4827
2014-11-30,"Chestnut Hill Township","PA","East Stroudsburg","Monroe",3365,1260,0.00558659217877095,0.00398406374501992,-0.0403655750190404,5372
2014-11-30,"Kendallville","IN","Kendallville","Noble",3366,934,-0.00213675213675214,-0.0095440084835631,-0.0189075630252101,4214
2014-11-30,"Islip","NY","New York","Suffolk",3367,2391,-0.00167014613778706,0.00971283783783784,-0.03743961352657,3714
2014-11-30,"Centerville","UT","Ogden","Davis",3368,1422,0.00779588944011339,0.0157142857142857,-0.0378890392422192,4733
2014-11-30,"Greene Township","PA","Chambersburg","Franklin",3369,1156,0.0185022026431718,0.0753488372093023,0.0813844714686623,4353
2014-11-30,"Town of Hampton","NH","Boston","Rockingham",3370,1714,-0.00348837209302326,-0.0177650429799427,0.00410076157000586,8891
2014-11-30,"Parlier","CA","Fresno","Fresno",3371,985,0.00922131147540984,0.00818833162743091,0.00715746421267894,2229
2014-11-30,"Hillsdale","MI",,"Hillsdale",3372,952,0.0269687162891046,0.0589543937708565,0.105691056910569,3134
2014-11-30,"Kenai","AK",,"Kenai Peninsula",3373,1394,-0.037292817679558,-0.0688042752171009,0.0167760758570387,3466
2014-11-30,"Cortez","CO",,"Montezuma",3374,1131,0.00533333333333333,0.0107238605898123,0.0226039783001808,3788
2014-11-30,"North Canton","OH","Canton","Stark",3375,1127,-0.0148601398601399,-0.028448275862069,0.00985663082437276,5554
2014-11-30,"Avenal","CA","Hanford","Kings",3376,890,0.0102156640181612,0.0348837209302326,-0.00112233445566779,1468
2014-11-30,"Durant","OK","Durant","Bryan",3377,835,-0.00595238095238095,0.00602409638554217,0.0334158415841584,4895
2014-11-30,"Buford","GA","Atlanta","Gwinnett",3378,1368,0,0.00366837857666911,0.0466717674062739,14710
2014-11-30,"North East","MD","Philadelphia","Cecil",3379,1383,-0.00288392213410238,-0.0177556818181818,-0.0163584637268848,5672
2014-11-30,"North Reading","MA","Boston","Middlesex",3380,2307,-0.00345572354211663,0.00522875816993464,0.0248778320746335,4973
2014-11-30,"Cheboygan","MI",,"Cheboygan",3381,953,0.00421496311907271,0.0106044538706257,0.0903890160183067,4538
2014-11-30,"Sallisaw","OK","Fort Smith","Sequoyah",3382,855,-0.00926998841251448,-0.0261958997722096,0.0864040660736976,3687
2014-11-30,"East Brainerd","TN","Chattanooga","Hamilton",3383,1411,-0.00282685512367491,-0.0139762403913347,0.0382634289919058,5396
2014-11-30,"Paw Paw","MI","Kalamazoo","Van Buren",3384,965,0.0255047821466525,0.0489130434782609,0.0734149054505006,4526
2014-11-30,"Godfrey","IL","St. Louis","Madison",3385,1022,-0.0229445506692161,-0.0191938579654511,-0.00680272108843537,5632
2014-11-30,"Wilmington Island","GA","Savannah","Chatham",3386,1523,-0.000656167979002625,0.0194109772423025,0.0894134477825465,6024
2014-11-30,"Fort Gratiot","MI","Detroit","Saint Clair",3387,987,0.0112704918032787,0.00714285714285714,0.0477707006369427,5202
2014-11-30,"Kenmore","NY","Buffalo","Erie",3388,1055,0.0302734375,0.0124760076775432,0.128342245989305,4203
2014-11-30,"Crest Hill","IL","Chicago","Will",3389,1486,-0.00201477501678979,-0.000672494956287828,-0.00734802939211757,6082
2014-11-30,"Shively","KY","Louisville/Jefferson County","Jefferson",3390,864,-0.00575373993095512,-0.0170648464163823,0.0224852071005917,5067
2014-11-30,"Ham Lake","MN","Minneapolis-St Paul","Anoka",3391,1649,0.00917992656058752,-0.00362537764350453,-0.016109785202864,5375
2014-11-30,"Readington","NJ","New York","Hunterdon",3392,2473,-0.00201775625504439,-0.0477474008471313,-0.00442834138486312,4683
2014-11-30,"Pembroke","NC","Lumberton","Robeson",3393,829,0.00241837968561064,0.0109756097560976,0.0336658354114713,1127
2014-11-30,"Loris","SC","Myrtle Beach","Horry",3394,1086,0.0235626767200754,0.0187617260787993,0.108163265306122,2882
2014-11-30,"McPherson","KS","McPherson","McPherson",3395,1102,-0.00271493212669683,0.0166051660516605,0.129098360655738,4636
2014-11-30,"Eufaula","AL","Eufaula","Barbour",3396,942,-0.0125786163522013,-0.0115424973767051,0.0205850487540628,2614
2014-11-30,"Glenville","NY","Albany","Schenectady",3397,1587,0.00570342205323194,-0.0317266625991458,-0.0399274047186933,4991
2014-11-30,"Gallipolis","OH","Point Pleasant","Gallia",3398,964,0.010482180293501,0.010482180293501,0.0770949720670391,3093
2014-11-30,"New Albany","MS",,"Union",3399,1215,-0.010586319218241,-0.00735294117647059,0.034923339011925,509
2014-11-30,"South Sioux City","NE","Sioux City","Dakota",3400,959,0.025668449197861,0.116414435389988,-0.0143884892086331,2688
2014-11-30,"Rice Lake","WI",,"Barron",3401,1072,-0.00371747211895911,0.012275731822474,-0.0385650224215247,4414
2014-11-30,"Adairsville","GA","Atlanta","Bartow",3402,904,-0.00110497237569061,0.034324942791762,0.0548424737456243,5343
2014-11-30,"Oatfield","OR","Portland","Clackamas",3403,1715,0.00704638872577804,0.0438222763237979,0.0868187579214195,5903
2014-11-30,"Belvedere Park","GA","Atlanta","Dekalb",3404,876,0,-0.00114025085518814,0.0162412993039443,5874
2014-11-30,"Bay Village","OH","Cleveland","Cuyahoga",3405,1657,-0.00599880023995201,-0.00956365809922295,0.0279156327543424,6064
2014-11-30,"Ellington","CT","Hartford","Tolland",3406,1717,0.0111896348645465,0.0355850422195416,0.0999359385009609,4536
2014-11-30,"Bordentown Township","NJ","Philadelphia","Burlington",3407,1672,-0.0017910447761194,-0.00594530321046373,-0.00476190476190476,4365
2014-11-30,"Moundsville","WV","Wheeling","Marshall",3408,945,0.043046357615894,0.0738636363636364,0.00105932203389831,5204
2014-11-30,"Snyder","TX","Snyder","Scurry",3409,974,0.0285110876451954,0.0679824561403509,0.0834260289210233,4492
2014-11-30,"Winnsboro","SC","Columbia","Fairfield",3410,1051,-0.000950570342205323,0.021379980563654,0.0478564307078764,6382
2014-11-30,"Van Wert","OH","Van Wert","Van Wert",3411,870,-0.00343642611683849,-0.00684931506849315,0.0431654676258993,4745
2014-11-30,"Clemmons","NC","Winston-Salem","Forsyth",3412,1331,0.00075187969924812,0.00833333333333333,0.0199233716475096,6440
2014-11-30,"Emmett","ID","Boise City","Gem",3413,1008,0.00298507462686567,0.0130653266331658,0.045643153526971,3236
2014-11-30,"Depew","NY","Buffalo","Erie",3414,1088,0.0254476908576814,0.0491803278688525,0.173678532901834,4542
2014-11-30,"Mantua","NJ","Philadelphia","Gloucester",3415,1576,-0.0407790626902008,-0.0331288343558282,0.0591397849462366,5247
2014-11-30,"Clinton Township","NJ","New York","Hunterdon",3416,2331,-0.0176991150442478,-0.0581818181818182,-0.0135421074904782,4602
2014-11-30,"La Feria","TX","Brownsville","Cameron",3417,813,0.00743494423791822,-0.0181159420289855,-0.00245398773006135,3939
2014-11-30,"La Marque","TX","Houston","Galveston",3418,1144,-0.0230572160546541,-0.0313293818797629,0.145145145145145,5540
2014-11-30,"Livingston","CA","Merced","Merced",3419,989,-0.0149402390438247,-0.0188492063492063,0.0227507755946225,2883
2014-11-30,"Wixom","MI","Detroit","Oakland",3420,1767,-0.00394588500563698,0.0137693631669535,0.0702604482132041,3123
2014-11-30,"Kiryas Joel","NY","Poughkeepsie","Orange",3421,1796,-0.00553709856035437,0.0187180941576858,0.0851963746223565,3158
2014-11-30,"Hillsboro","MO","St. Louis","Jefferson",3422,1178,0.0424778761061947,0.0709090909090909,0.0689655172413793,5594
2014-11-30,"Laurel","VA","Richmond","Henrico",3423,1208,-0.00247729149463253,-0.00165289256198347,0.00165837479270315,4136
2014-11-30,"Opa-locka","FL","Miami-Fort Lauderdale","Miami-Dade",3424,1421,0.00637393767705382,0.0223021582733813,0.0417888563049853,2742
2014-11-30,"Glenwood Springs","CO",,"Garfield",3425,1709,0.0588599752168525,0.172958133150309,0.290785498489426,5222
2014-11-30,"Clemson","SC","Greenville","Pickens",3426,1105,-0.0382941688424717,-0.0882838283828383,-0.0860215053763441,3835
2014-11-30,"Two Rivers","WI","Manitowoc","Manitowoc",3427,820,-0.0144230769230769,-0.0617848970251716,-0.0979097909790979,5616
2014-11-30,"Fort Thomas","KY","Cincinnati","Campbell",3428,1121,-0.0418803418803419,-0.12078431372549,0.00178731009830206,5710
2014-11-30,"San Elizario","TX","El Paso","El Paso",3429,904,-0.0109409190371991,-0.0055005500550055,0.0331428571428571,2063
2014-11-30,"Rosedale","CA","Bakersfield","Kern",3430,1976,-0.000505816894284269,0,0.0112589559877175,3414
2014-11-30,"Pacific Grove","CA","Salinas","Monterey",3431,2449,0.00410004100041,0.013658940397351,0.0483732876712329,4830
2014-11-30,"Boulder City","NV","Las Vegas","Clark",3432,1263,0.00477326968973747,0.000792393026941363,-0.00785545954438335,5035
2014-11-30,"Country Club Hills","IL","Chicago","Cook",3433,1450,-0.018280297901151,-0.018280297901151,0.00415512465373961,5927
2014-11-30,"Boonville","IN","Evansville","Warrick",3434,940,-0.00212314225053079,-0.0031813361611877,0.0129310344827586,3748
2014-11-30,"Cary","IL","Chicago","McHenry",3435,1658,0,-0.0218289085545723,-0.0298420128730252,5900
2014-11-30,"Gambrills","MD","Baltimore","Anne Arundel",3436,2127,0.00282885431400283,-0.00931532370749884,-0.015733456732994,4959
2014-11-30,"Oskaloosa","IA","Oskaloosa","Mahaska",3437,989,0.0133196721311475,0.0454545454545455,0.0832420591456736,4609
2014-11-30,"Tazewell","TN",,"Claiborne",3438,864,0.00348432055749129,0.00582072176949942,0.0409638554216867,5263
2014-11-30,"Upper Southampton Township","PA","Philadelphia","Bucks",3439,1850,-0.00644468313641246,-0.0106951871657754,0.00707675557974959,5328
2014-11-30,"Edenton","NC",,"Chowan",3440,1142,-0.0189003436426117,-0.0491257285595337,0.0515653775322284,3045
2014-11-30,"Leonardtown","MD","Lexington Park","Saint Marys",3441,1796,0.00898876404494382,0.00559910414333707,0.00447427293064877,4633
2014-11-30,"La Grange","NC","Kinston","Lenoir",3442,903,0.00668896321070234,0.0214932126696833,0.0249716231555051,1335
2014-11-30,"Portland","TX","Corpus Christi","San Patricio",3443,1384,-0.00574712643678161,-0.00144300144300144,0.0837901331245106,4999
2014-11-30,"Corning","CA","Red Bluff","Tehama",3444,934,-0.0209643605870021,0,0.0130151843817787,2303
2014-11-30,"Town of Stony Point","NY","New York","Rockland",3445,2168,0.0183184593705965,0.0149812734082397,-0.0394328754984493,4153
2014-11-30,"Newton","IA","Newton","Jasper",3446,1003,0.0151821862348178,0.0308324768756423,0.0151821862348178,4970
2014-11-30,"Warren","NJ","New York","Somerset",3447,3471,0.0251033668044891,0.056299452221546,-0.0285474391267842,4980
2014-11-30,"Tolland","CT","Hartford","Tolland",3448,1874,0.024603608529251,0.045175683212493,0.166874221668742,5198
2014-11-30,"Girard","OH","Youngstown","Trumbull",3449,770,-0.0178571428571429,-0.070048309178744,0.00130039011703511,5749
2014-11-30,"Town of Saugerties","NY","Kingston","Ulster",3450,1514,-0.0405576679340938,-0.0694529809465274,-0.0368956743002544,4347
2014-11-30,"Hanover","PA","York","York",3451,1144,0.00350877192982456,0.00175131348511384,0.0159857904085258,4695
2014-11-30,"Town of Hopkinton","MA","Boston","Middlesex",3452,2623,0.0104006163328197,0.0111796453353894,0.0222135619641465,4909
2014-11-30,"Abington","PA","Philadelphia","Montgomery",3453,1611,0,-0.0110497237569061,0.0125707102451289,5179
2014-11-30,"Setauket-East Setauket","NY","New York","Suffolk",3454,2406,-0.041052212036668,-0.110864745011086,-0.0360576923076923,4746
2014-11-30,"Lovington","NM","Hobbs","Lea",3455,978,0.00204918032786885,0.0134715025906736,0.0459893048128342,1986
2014-11-30,"Mexico","MO","Mexico","Audrain",3456,856,-0.00233100233100233,0.00116959064327485,0.00943396226415094,4157
2014-11-30,"Hartwell","GA",,"Hart",3457,1074,0.00561797752808989,0.0103480714957667,-0.00185873605947955,4028
2014-11-30,"Hubert","NC","Jacksonville","Onslow",3458,920,0,-0.001085776330076,-0.024390243902439,4547
2014-11-30,"Salem","IN","Louisville/Jefferson County","Washington",3459,890,-0.00335946248600224,0.00564971751412429,0.00792751981879955,2967
2014-11-30,"Clifton","VA","Washington","Fairfax",3460,2886,0.00312825860271116,0.0101505075253763,0.00838574423480084,4710
2014-11-30,"Haddon Township","NJ","Philadelphia","Camden",3461,1538,-0.0166240409207161,-0.0423412204234122,-0.0038860103626943,4815
2014-11-30,"Waverly","OH",,"Pike",3462,863,0.00232288037166086,-0.00461361014994233,0.0286054827175209,2114
2014-11-30,"Sweetwater","TN",,"Monroe",3463,943,0.00855614973262032,0.017259978425027,0.0419889502762431,4407
2014-11-30,"Monroe","WI","Monroe","Green",3464,1153,0.00523103748910201,0.0331541218637993,0.119417475728155,4988
2014-11-30,"Harrisonville","MO","Kansas City","Cass",3465,1076,0.00373134328358209,0.0189393939393939,0.321867321867322,4570
2014-11-30,"Westbury","NY","New York","Nassau",3466,2666,-0.00522388059701493,-0.00112401648557512,0.031733746130031,3905
2014-11-30,"Dumas","TX","Dumas","Moore",3467,1082,0.0178739416745061,0.0285171102661597,0.0787637088733799,4437
2014-11-30,"Manvel","TX","Houston","Brazoria",3468,1910,0.0047343503419253,0.0230316014997322,0.0718294051627385,2901
2014-11-30,"Huntington","IN","Huntington","Huntington",3469,731,-0.00272851296043656,-0.0121621621621622,-0.00814111261872456,5349
2014-11-30,"Antrim Township","PA","Chambersburg","Franklin",3470,1198,0.0161153519932146,0.0564373897707231,0.0363321799307958,3948
2014-11-30,"Simsbury","CT","Hartford","Hartford",3471,2088,-0.00191204588910134,-0.0136986301369863,-0.0224719101123596,3639
2014-11-30,"Fowlerville","MI","Detroit","Livingston",3472,1311,0.0154918667699458,0.0504807692307692,0.0925,4285
2014-11-30,"Winchester","TN","Tullahoma","Franklin",3473,1055,0.0124760076775432,0.0193236714975845,0.0466269841269841,6021
2014-11-30,"Mastic Beach","NY","New York","Suffolk",3474,2272,0.0188340807174888,0.0294517444494789,-0.0835014118596208,3929
2014-11-30,"East Millcreek","UT","Salt Lake City","Salt Lake",3475,1570,-0.00063653723742839,-0.0248447204968944,-0.00443880786303107,4748
2014-11-30,"Middletown","RI","Providence","Newport",3476,2026,0.017579105976896,0.0411099691675231,0.0702588483888009,4447
2014-11-30,"Speedway","IN","Indianapolis","Marion",3477,1032,0.000969932104752667,-0.00578034682080925,0.0639175257731959,3157
2014-11-30,"Eagle Point","OR","Medford","Jackson",3478,1220,0.00328947368421053,0.0066006600660066,0.0454155955441303,2498
2014-11-30,"Dexter","MI","Ann Arbor","Washtenaw",3479,1874,-0.00530785562632696,-0.018848167539267,-0.0193615907901622,5847
2014-11-30,"North New Hyde Park","NY","New York","Nassau",3480,2736,-0.0101302460202605,-0.0151187904967603,0.0122086570477248,4529
2014-11-30,"Nesconset","NY","New York","Suffolk",3481,2481,-0.0201421800947867,-0.0342545737641105,-0.00997605746209098,4348
2014-11-30,"Grand Bay","AL","Mobile","Mobile",3482,945,-0.00421496311907271,0.00105932203389831,0.0216216216216216,3738
2014-11-30,"Westwood","MA","Boston","Norfolk",3483,2994,0.00808080808080808,0.0711985688729875,0.0731182795698925,4636
2014-11-30,"Hickory Hills","IL","Chicago","Cook",3484,1652,-0.0119617224880383,-0.00780780780780781,0.0305676855895197,4297
2014-11-30,"Upper Saucon Township","PA","Allentown","Lehigh",3485,1799,-0.00442722744881018,-0.00277161862527716,0.0576131687242798,4893
2014-11-30,"Winfield","KS","Winfield","Cowley",3486,814,-0.00367197062423501,0.00246305418719212,0.0422535211267606,4524
2014-11-30,"Fullerton","PA","Allentown","Lehigh",3487,1343,-0.0073909830007391,-0.00665680473372781,0.0435120435120435,3775
2014-11-30,"Piedmont","AL","Anniston","Calhoun",3488,807,-0.00123762376237624,-0.0134474327628362,0.0293367346938776,3937
2014-11-30,"Goffstown","NH","Manchester","Hillsborough",3489,1618,0.0074719800747198,0.00872817955112219,-0.0270595309681299,4108
2014-11-30,"Oak Hill","WV","Oak Hill","Fayette",3490,864,0.0359712230215827,-0.0292134831460674,-0.032474804031355,10733
2014-11-30,"Creedmoor","NC",,"Granville",3491,1148,0.00525394045534151,0.00613496932515337,0.00967458223394899,3258
2014-11-30,"Lake Butler","FL",,"Union",3492,1113,-0.00536193029490617,-0.0132978723404255,-0.0228270412642669,1282
2014-11-30,"Mundy Township","MI","Flint","Genesee",3493,831,0.0452830188679245,0.00241254523522316,-0.0470183486238532,5224
2014-11-30,"Highland","UT","Provo","Utah",3494,2050,-0.0270526815377314,-0.0496059341678257,-0.000974658869395711,3717
2014-11-30,"Platteville","WI","Platteville","Grant",3495,1171,0.000854700854700855,0.0244969378827647,0.0635785649409628,1478
2014-11-30,"Four Corners","OR","Salem","Marion",3496,1106,0.0231267345050879,0.0346117867165575,0.0939663699307616,3617
2014-11-30,"East Highland Park","VA","Richmond","Henrico",3497,1066,-0.00466853408029879,-0.00280636108512629,0.0018796992481203,5083
2014-11-30,"Blaine","WA","Bellingham","Whatcom",3498,1314,0.00999231360491929,0.00844205679201842,0.0154559505409583,6199
2014-11-30,"Wood Dale","IL","Chicago","Du Page",3499,1702,-0.00526008182349503,-0.0133333333333333,0.020995800839832,5141
2014-11-30,"Benson","NC","Raleigh","Johnston",3500,962,-0.0020746887966805,-0.0020746887966805,-0.0123203285420945,4031
2014-11-30,"Hammonton","NJ","Atlantic City","Atlantic",3501,1420,-0.00560224089635854,-0.0179806362378976,-0.0482573726541555,4628
2014-11-30,"Lumberton","NC","Lumberton","Robeson",3502,809,-0.00246609124537608,-0.00123456790123457,-0.00123456790123457,3552
2014-11-30,"Orting","WA","Seattle","Pierce",3503,1492,0.00539083557951483,0.0128988458927359,0.00201477501678979,3691
2014-11-30,"Cumru Township","PA","Reading","Berks",3504,1380,0.0214655810510733,0.0494296577946768,0.0298507462686567,4057
2014-11-30,"Middlefield","OH","Cleveland","Geauga",3505,1200,-0.0123456790123457,-0.0461049284578696,0.0362694300518135,2763
2014-11-30,"Marinette","WI","Marinette","Marinette",3506,841,-0.00237247924080664,-0.0388571428571429,-0.110993657505285,4568
2014-11-30,"Espanola","NM","Espanola","Rio Arriba",3507,1258,-0.00158730158730159,-0.0141065830721003,-0.0148786217697729,890
2014-11-30,"Burtonsville","MD","Washington","Montgomery",3508,1917,0.00313971742543171,0.0218550106609808,0.0126782884310618,4483
2014-11-30,"Beekman","NY","Poughkeepsie","Dutchess",3509,2052,0.0108374384236453,0.0709812108559499,0.152161706906232,3334
2014-11-30,"Hebron","KY","Cincinnati","Boone",3510,1664,-0.013633669235329,-0.0217519106407995,0.0976253298153034,2945
2014-11-30,"Town of Durham","NH","Boston","Strafford",3511,1933,0.0685461580983969,0.131070801638385,0.0243773184949656,2131
2014-11-30,"Bloomsburg","PA","Bloomsburg","Columbia",3512,1103,0.0184672206832872,0.0289179104477612,0.0504761904761905,2562
2014-11-30,"Glens Falls","NY","Glens Falls","Warren",3513,1655,0.014093137254902,0.0197165742452249,-0.0125298329355609,3415
2014-11-30,"El Campo","TX","El Campo","Wharton",3514,1230,0.0190555095277548,0.0414902624894158,0.0827464788732394,4973
2014-11-30,"Bangor Township","MI","Bay City","Bay",3515,836,0.0133333333333333,-0.001194743130227,-0.0290360046457607,5281
2014-11-30,"Beatrice","NE","Beatrice","Gage",3516,1001,-0.000998003992015968,0.0172764227642276,0.0298353909465021,3739
2014-11-30,"Bellevue","WI","Green Bay","Brown",3517,1023,-0.00968054211035818,-0.0153994225216554,-0.177652733118971,3984
2014-11-30,"North Whitehall Township","PA","Allentown","Lehigh",3518,1791,-0.00222841225626741,0.00448681996634885,0.0692537313432836,4095
2014-11-30,"Whitehouse","TX","Tyler","Smith",3519,1263,0.00717703349282297,0.0120192307692308,-0.00158102766798419,3547
2014-11-30,"Hedgesville","WV","Hagerstown","Berkeley",3520,1203,0.0025,0.0186282811176969,0.0212224108658744,4022
2014-11-30,"Forks Township","PA","Allentown","Northampton",3521,1702,0.0124925639500297,0.0302663438256659,-0.0229621125143513,5243
2014-11-30,"College Park","GA","Atlanta","Fulton",3522,948,0.00317460317460317,0.00958466453674121,-0.00315457413249211,2424
2014-11-30,"Hyde Park","NY","Poughkeepsie","Dutchess",3523,1565,-0.00949367088607595,0.00320512820512821,0.0248853962017027,3417
2014-11-30,"Midlothian","IL","Chicago","Cook",3524,1442,-0.0062026188835286,0.00698324022346369,0.0396539293439077,4655
2014-11-30,"Molalla","OR","Portland","Clackamas",3525,1487,0.0060893098782138,0.0164046479835954,0.0636623748211731,4793
2014-11-30,"Hershey","PA","Harrisburg","Dauphin",3526,1395,0.0182481751824818,0.0340993328391401,0.0379464285714286,4276
2014-11-30,"Dowagiac","MI","South Bend","Cass",3527,956,0.0839002267573696,0.189054726368159,0.0335135135135135,4897
