"RegionName","State","Metro","CountyName","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Salem","OR","Salem","Marion",,,,0.1953,0.5715,0.7389,0.8342,0.8396,0.6554,0.8022,1.1026,1.0928,1.1313,0.919,1.2459,1.1959,1.0975,1.1479,1.4048,0.9885,1.1173,2.8772,2.4586,2.1066,3.2143,3.5722,3.1197,2.9591,3.4425,2.6979,3.402,3.5494,2.4937,2.1468,2.3949,3.4791,1.9229,1.3774,1.6578,2.1479,2.6305,2.0622,2.9901,4.1681,4.9081,4.2406,3.2485,3.7489,4.7812,4.9588,5.9349,5.1062,5.7848,4.7621,4.1463,2.5949,2.8345,4.0511,5.3636,4.662,6.8403,7.2836,5.1166,4.0467,5.2577,5.1155,4.2049,3.3154,3.4484,3.1696,3.6016,3.7807,4.6949,6.8263,6.3465,6.0843,5.7466,5.2504,4.2986,3.1436,3.3681,3.1386,3.0276,3.9817,4.709,5.329,5.2753,4.9935,4.3294,4.1589,4.3998,3.6152,3.4883,3.2482,2.7968,2.1949,2.7282,2.8333,3.1596,4.1344,3.7882,3.2933,2.7485,2.7686,3.5611,3.3929,3.4644,3.2438,2.6565,3.494,2.1365,2.0503,1.8645,1.6055,2.6885,2.7629,3.6312,2.6609,3.0667,3.0735,4.6524,5.4499,5.0472,3.8587,5.4968,6.0388,5.1393,4.4582,4.7334,7.2731,8.8054,9.7929,11.6278,12.7138,12.4246,12.6908,10.6314,10.4728,11.1107,10.3049,11.0515,13.4855,15.2701,16.588,21.9506,17.62,17.6097,15.9805,20.0908,18.7793,18.1796,18.7166,20.4361,25.0461,25.8907,26.0723,29.3707,30.4209,30.8417,27.7881,25.0432,21.9102,21.608,17.7561,18.954,15.8077,17.419,17.109,18.3692,20.1609,22.0006,25.9635,24.3654,18.7437,15.3593,14.2722,14.0308,15.0718,18.9271,16.0069,17.3809,18.4121,15.6362,11.2924,10.2531,9.152,6.7147,5.4396,4.8748,3.9405,3.5042,6.9175,6.4874,6.6095,7.2858,7.5126,8.6128,7.6904,7.1521,6.9438,8.5823,8.4742,7.4223
"Hayward","CA","San Francisco","Alameda",8.9328,9.2301,8.9578,6.7194,6.6567,5.102,4.5884,3.7746,4.6227,4.5563,4.582,3.6359,3.8829,4.7893,4.7828,2.8772,2.7053,2.5738,2.1231,3.2167,2.7309,2.3879,1.6158,1.5659,2.4927,2.3772,2.1319,1.5457,1.1519,1.7036,1.921,2.5084,2.0692,2.7455,2.3055,1.9968,1.9218,3.2348,2.7036,1.5552,0.4633,,,0.2732,0.5589,0.3393,0.9299,0.5738,1.7496,1.7423,0.9339,,0.5319,1.5087,1.2025,0.7935,0.8987,0.8199,0.7479,1.1924,1.7473,0.9863,0.6032,0.727,0.9232,0.4857,0.5853,0.5702,0.9726,1.2708,0.9417,1.0147,1.1336,0.9558,1.2246,0.8554,0.9784,1.4333,1.5176,1.0958,0.642,0.8539,1.2844,1.4897,0.7634,0.2247,1.116,1.6903,1.1995,0.7988,0.5165,0.8464,0.8975,0.6978,0.7211,0.3743,1.4561,1.6964,1.1717,0.3959,0.3565,0.4907,1.3762,1.4067,1.062,0.409,,0.7408,0.5185,1.2861,2.2951,2.4683,3.6851,3.9999,5.6777,5.1115,4.2448,8.0006,10.0362,17.7664,24.4406,36.3032,43.092,44.1539,46.0919,49.6886,55.3245,58.83,58.8493,61.9565,59.9607,61.7344,64.9446,69.6298,71.221,69.4393,63.721,58.1488,57.4034,55.7438,46.6863,41.9687,38.6742,42.4042,44.3582,48.7087,45.3725,46.0212,42.8712,37.0422,35.8002,35.8725,36.8709,36.5907,37.7086,37.1502,42.3509,43.0086,46.3269,47.165,43.6572,39.659,37.0115,35.0006,35.7281,35.407,35.4849,33.6482,37.2878,37.5967,34.1407,32.3728,35.4383,32.1922,28.0029,23.2707,23.7632,20.8463,20.9429,21.2097,23.8,21.1508,20.4067,18.9063,16.2944,15.4006,11.7462,7.4402,8.8107,8.8214,9.5308,7.8444,11.0611,12.8912,12.3026,9.2144,11.4456,10.5678,8.3241,6.6941,6.5782,7.2914,4.8893
"Alexandria","VA","Washington","Alexandria City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2315,,0.3165,,,0.2326,,0.4971,0.7265,2.4504,4.7463,5.4906,5.3394,6.1944,7.4906,8.3389,8.1545,9.0944,9.5895,11.6345,15.2496,12.8667,10.4858,7.4265,8.0224,5.6019,4.8424,4.4331,6.7448,8.4667,8.348,7.4445,9.1156,10.7766,8.3207,5.9317,4.709,5.0745,5.0637,4.485,4.3582,4.0621,4.3366,5.7256,6.2309,6.3796,4.3826,4.1467,3.3635,2.0429,1.7374,2.5302,3.8584,2.9899,3.4861,2.2802,2.7145,4.3021,4.9232,3.6124,2.1387,1.9977,3.3922,4.7827,4.695,4.0196
"Newark","DE","Philadelphia","New Castle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2907,0.701,0.4355,0.7398,0.611,0.498,0.453,0.7171,0.6834,0.8345,0.4328,,0.5715,0.6315,1.2913,1.1321,0.945,0.9628,0.5188,0.3814,0.3817,0.8913,1.2929,1.4097,0.7035,0.6943,0.3431,0.4749,0.4327,0.4101,0.1796,,0.2463,0.6333,1.7663,1.7551,1.8782,2.0181,2.0913,1.598,0.8836,0.4801,0.5859,0.736,1.0706,0.7989,1.0473,0.9148,0.4634,0.3538,0.4031,0.5656,0.3005,0.4175,0.8377,0.9804,0.9551,0.9457,1.4123,1.4993,1.0016,0.3726,,0.1887,,0.4615,0.2834,0.3889,,0.3692,0.584,0.3539,,0.8824,0.6176,0.9314,0.6971,0.9028,0.9858,0.9853,0.992,0.8072,0.8358,1.1215,1.0078,0.8394,0.3682,,0.2618,,0.4517,0.6814,1.0233,1.9471,1.9267,0.9551,,1.3889,0.9722,1.1361,1.6792,1.3949,1.0751,0.4429,0.6115,,,,1.6667,2.4272,2.3627,1.3195,1.0221,1.6806,1.6137,1.4675,0.6516,1.9674,2.9019,3.1454,3.3895,2.7574,2.8321,2.7361,2.6258,2.1974,1.5376,1.4657,1.4249,1.3738,3.4832,4.1685,3.7828,3.2769,2.9911,2.086,2.7475,2.872,1.5223,0.757,1.2108,2.4156,1.4341,0.8552,,0.3985,,0.3935,,,,,1.087,0.7609,,,,,,,0.7247,0.5073,,0.3969,
"Sunnyvale","CA","San Jose","Santa Clara",0.9698,1.6198,0.9408,,,,,0.3676,,,,0.6849,0.4795,,,,,0.289,,0.4599,,,,,,,0.3546,0.7337,0.4462,,,,0.4311,,,,0.9434,,,,,,,,,,,,,,,0.3676,0.5907,0.3436,1.0524,0.6667,,,0.6173,,,0.8475,,,1.0638,1.1323,0.5905,0.7374,1.1105,0.9699,1.2896,0.7019,1.4514,0.8334,0.7143,0.875,0.5446,0.6592,0.3302,0.4662,0.6179,0.3709,,1.0563,1.8033,1.0616,0.6688,,0.3781,,0.3645,,,,,0.365,,,,,,,,,,,,0.4546,2.1039,1.3864,0.9034,0.7161,0.4314,0.4521,1.3231,1.254,1.1457,0.4967,3.1751,2.1084,3.7338,3.2798,3.3207,5.1871,3.5159,2.8182,3.6727,5.6769,6.4969,10.4022,14.8154,18.3376,20.451,14.4706,13.6727,13.5055,14.023,13.9268,11.0295,10.6685,11.9176,10.0853,8.303,5.555,7.6821,17.0381,15.393,11.9623,6.4499,5.1956,7.1078,7.9313,7.9036,8.6654,11.0764,14.1517,11.2208,10.7629,12.9216,10.4545,7.4505,5.3866,4.6757,6.6131,7.1243,8.8999,10.9882,8.9739,8.0042,8.1933,13.6503,11.5659,9.3316,7.0305,7.3706,7.1427,4.5811,3.4625,3.1556,4.2718,4.9436,7.553,6.3236,3.6672,2.336,2.1006,1.4651,0.9253,1.6506,1.5101,0.7379,,1.25,1.5997,2.0059,1.994,1.5156,1.7357,1.9149,2.3571,1.2292,1.5218,1.3748
"Eugene","OR","Eugene","Lane",0.3057,0.4151,0.3919,0.4142,0.1936,0.3871,0.3947,0.545,0.4852,0.4309,0.6835,0.3998,,,0.1894,0.3358,0.3967,0.3451,0.1613,0.3612,0.2222,0.3044,0.3845,0.2294,0.3982,1.127,1.5567,1.3288,1.1675,0.7269,0.6959,0.9038,0.5203,0.6457,0.822,1.0288,1.94,2.4421,2.0214,1.8211,0.8718,0.4441,0.7633,0.6523,0.7871,1.8881,1.9554,2.4767,2.4172,3.4834,3.3941,4.0279,3.6601,3.6333,2.8725,2.5997,2.9788,2.609,2.4458,2.7445,2.8748,3.704,3.5262,3.6346,2.9243,3.8903,3.0634,2.2225,1.8282,2.443,3.199,3.7092,3.428,3.3059,2.6843,3.36,2.9134,2.3521,1.9295,1.8451,1.7175,1.9359,1.5828,2.8398,2.4543,2.1277,1.8306,1.8907,1.3774,0.8448,0.572,0.8442,0.8674,0.7548,0.9706,0.7602,0.3453,0.3335,0.8865,0.7755,0.6673,0.4249,0.3764,0.2999,0.5255,1.1115,0.9417,0.6935,0.2661,1.2707,1.0302,0.4949,0.9551,1.1065,0.8059,0.616,0.5304,0.266,0.6925,1.6848,1.4712,2.4101,3.4301,2.654,1.3872,2.0807,2.2356,1.9429,1.872,2.382,3.5646,5.5765,6.5666,7.5141,7.0768,6.5936,6.0285,7.6302,7.4689,4.6593,5.3236,5.042,6.1227,6.8791,10.7358,12.2496,13.0317,12.0891,9.0294,6.6213,7.836,7.07,8.7839,10.1908,12.9085,12.0319,13.8275,13.5423,15.5487,13.2269,10.9212,12.2218,9.7139,5.4733,6.6248,7.6606,6.3921,6.7913,7.9913,10.3804,9.5008,7.6139,7.3736,7.2637,5.2555,5.5981,4.6924,5.9392,4.6423,3.2418,3.7871,6.2899,7.0011,8.6577,5.9261,3.2284,1.6696,1.9192,1.6218,1.6995,2.0828,2.3775,1.8537,2.2596,4.4212,5.0125,3.6972,2.1408,2.0318,2.6419,3.8237,4.4989,4.9833
"Hampton","VA","Virginia Beach","Hampton City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3937,,,,,,,,0.5814,0.407,,,,,,,,,,,,,,,,,,,,,,,0.3031,,,0.2748,,,0.2092,,,,,0.2551,0.4676,0.8107,0.459,0.4134,0.4422,0.6797,0.3722,,0.4445,0.3111,,,,,,0.3572,,,,,,,,,
"Pasadena","CA","Los Angeles","Los Angeles",13.1239,14.5505,13.3415,10.407,7.9288,7.8418,7.5982,8.9587,9.3589,9.976,8.4231,6.3444,6.7273,6.4983,6.1696,7.9881,6.4752,5.2112,4.3241,5.993,6.1746,5.0343,6.3446,5.6039,4.604,6.7693,6.8791,6.6312,5.2557,4.4676,3.7224,3.9766,3.8221,3.324,3.8434,3.3301,4.2048,4.0648,2.989,3.6919,4.9989,3.3235,1.5485,1.8734,2.6922,2.682,3.882,4.9527,3.9385,4.2279,4.6603,4.4578,3.9857,4.0925,3.3972,3.6279,4.0471,4.13,3.889,2.4108,2.0109,1.507,3.2223,3.2597,2.8627,2.5495,2.0214,1.1869,0.715,1.2149,1.0466,0.757,0.2774,0.8986,1.0713,0.8505,1.242,1.2238,1.1147,0.7879,0.9274,1.1239,0.6154,1.3393,1.2633,0.6659,0.6612,1.1952,1.0165,0.9368,0.6932,0.5711,0.8047,0.4625,,,,,,0.3379,0.5654,0.6257,0.999,1.2786,1.0462,1.1063,1.7515,2.6042,2.4662,3.1189,2.2636,1.3802,2.1446,2.0969,1.3842,2.3129,2.0016,2.453,3.6815,5.1458,5.7087,10.3195,9.6738,12.1269,10.3733,9.6981,12.283,17.9153,16.4519,17.2546,21.047,22.2009,20.7896,23.847,23.5083,25.4683,23.1167,17.2859,13.7349,15.0231,12.6161,11.1346,10.9806,10.4181,13.0289,15.6702,12.3413,13.4401,13.3494,11.2834,13.7027,13.8538,13.2924,10.9348,10.0813,13.6592,15.2969,20.333,19.1905,19.7516,16.5975,14.6987,10.8701,11.0155,12.7195,17.2291,14.6997,16.6207,22.3755,19.5032,14.7894,10.933,11.0977,12.773,12.2379,11.1335,12.995,12.1815,11.4764,8.568,11.383,9.2137,8.4677,6.4794,5.3123,6.4301,7.658,5.9764,5.1699,4.2845,4.2111,3.3297,2.1237,2.607,2.2546,3.4369,2.6718,2.8837,3.5657,3.0191,2.1627,2.2796,2.452
"Mesquite","TX","Dallas-Fort Worth","Dallas",6.2477,4.5184,2.9463,3.3888,3.6794,3.7256,5.1894,4.3603,4.8959,4.1996,5.0002,5.2674,5.4922,6.331,7.2985,5.1001,3.4369,1.8779,3.3329,4.7485,5.7319,6.4805,7.2866,5.991,8.0454,7.6873,6.137,4.6591,4.0327,3.4631,5.3884,6.4457,5.8605,6.078,4.7277,3.6189,5.6946,6.0899,6.0529,5.7364,4.9593,4.1892,4.1509,3.5598,3.3512,3.7953,4.524,5.7176,5.6469,6.248,6.6706,6.846,7.0365,6.6066,6.5323,5.6891,6.1404,7.3537,7.1886,6.6973,8.4127,9.9895,9.364,8.7943,7.3982,6.9789,7.1834,6.5091,7.4318,8.0544,10.2678,13.6845,13.4534,12.8407,13.4001,12.6257,11.6827,11.0153,9.9122,8.7282,11.148,13.613,14.2295,13.2008,13.907,13.9557,12.9596,14.4886,15.0626,15.5171,15.3345,14.1766,14.6142,12.7497,13.1009,13.0984,14.8257,13.9043,12.8166,12.5734,13.6888,14.9465,13.5132,13.9243,14.9473,15.9621,18.173,20.6419,23.138,26.8271,26.4047,24.5361,23.735,23.072,21.4594,20.2644,19.4795,22.3717,23.7669,25.6079,29.0619,32.402,30.7197,30.2567,33.4263,31.7057,30.3388,31.2329,30.6573,32.6203,36.3625,37.36,35.0369,38.8029,38.1351,39.2922,37.3587,34.9102,30.3572,28.0501,28.1317,28.5472,26.322,32.373,33.0813,33.2484,34.3937,35.3354,33.0128,32.7275,31.2629,28.1972,35.1107,37.2633,41.4948,37.7976,37.853,28.8215,24.6017,32.4637,38.0615,38.1559,33.6578,30.305,30.4257,36.4599,41.0719,40.2663,41.1863,42.5012,38.217,33.7186,30.9881,30.0434,33.1814,29.4763,26.7225,33.8602,30.6486,29.5814,29.4018,27.8069,26.1181,23.1435,20.9997,21.4113,16.0643,13.1939,13.9105,14.1456,16.0396,15.4164,18.215,19.5113,19.1085,17.3299,16.0943,15.5208,13.1381,14.5433,16.3242,14.7885,12.7935
"Santa Maria","CA","Santa Barbara","Santa Barbara",6.0445,9.0857,9.6011,9.4517,9.1244,7.8956,6.8582,9.0601,12.511,9.7825,6.3918,5.3513,5.4935,7.8919,10.7098,10.2597,10.2704,6.7755,5.9679,7.1429,8.8528,9.5239,7.894,6.5604,4.8701,5.6667,5.7854,4.1212,4.959,4.375,4.4512,3.6709,3.7435,2.4276,3.6423,2.7417,2.1416,2.2781,2.8966,3.5147,2.8654,1.8212,2.1012,1.9147,1.6582,1.3619,0.9925,0.7957,1.0435,0.5906,0.4686,0.4636,0.727,0.4006,,0.2439,0.4516,0.5692,0.2939,0.7109,0.4348,,,,0.2381,,,0.4717,1.0311,0.6322,,0.3068,0.5123,0.3003,0.2801,,0.2728,0.5017,0.4955,0.4486,0.4161,0.2118,,0.2512,0.9058,0.5863,0.4571,0.3939,0.2305,0.2791,0.6172,0.6122,0.295,0.3225,0.5366,0.6454,1.3717,0.8247,0.6621,0.6546,0.3918,0.5655,,,0.4099,,0.554,0.7219,1.0645,2.9277,5.1002,5.7357,8.9619,8.4374,13.4634,18.2639,26.751,27.6359,34.733,36.8619,46.506,48.6663,45.1082,42.2827,42.6702,46.4321,52.8497,54.8967,55.0289,57.4698,63.8093,64.9531,68.709,65.3996,62.714,54.5017,50.9406,45.7345,41.7988,39.4072,36.4739,41.082,46.2315,39.7481,38.2159,42.0818,42.1167,36.131,35.2597,34.8787,38.6362,40.2197,38.4352,34.4902,35.3614,38.4151,39.1955,34.4357,35.7251,34.6381,37.4121,40.557,45.5589,45.3595,42.8301,43.9268,42.1952,39.2955,38.4211,41.9909,41.0061,39.3161,38.0369,34.3946,30.7592,24.6969,22.0504,23.1429,22.86,24.1639,21.35,20.7671,18.8482,18.3653,14.9483,16.0852,14.3769,13.3167,11.6774,12.5114,12.7651,8.7469,7.9138,11.4693,8.6185,8.3779,10.9579,10.2498,10.4547,7.0964,8.0359,8.9834,9.0374
"Inglewood","CA","Los Angeles","Los Angeles",27.7018,21.004,25.7974,29.4181,28.8534,26.6649,33.1011,34.157,34.2644,30.0168,30.7471,29.0138,32.261,32.7686,27.2456,23.9729,27.1284,30.0221,27.0052,25.4456,27.6046,24.6935,24.0368,23.6232,24.0879,24.5055,28.2341,30.325,29.9616,29.1461,26.5448,23.1123,22.0187,19.9117,16.8751,15.1629,16.6111,18.2781,18.4084,18.7997,18.1194,13.5153,10.0675,10.8636,11.1691,11.6044,10.0926,13.0477,16.2475,15.0373,9.756,11.4805,8.5322,8.2014,8.6071,13.0646,12.9574,10.3477,9.2595,9.9323,13.4343,14.7737,10.9476,5.1549,5.4038,6.058,5.7633,5.3905,6.6674,5.9918,7.0883,5.8959,2.8267,2.8406,7.0773,6.4398,4.1863,2.0696,3.5636,3.9697,3.1182,5.1445,5.1056,3.7361,3.1885,2.5267,1.8134,0.7151,3.1264,4.4685,3.2448,1.8209,0.6402,,,,,0.7353,2.0147,2.3122,2.2318,2.2122,1.1298,1.62,0.8898,1.048,1.1516,1.8158,2.4715,2.3319,2.7809,6.5833,4.0897,2.6023,6.6971,9.3639,13.5337,9.2968,12.0081,14.9713,12.686,24.9698,29.4445,31.9508,43.0114,35.5612,38.5491,44.8791,45.3583,44.7894,45.2241,49.6315,54.4275,58.8162,67.2022,64.231,62.9064,66.2472,62.9855,58.7886,58.8859,56.7188,56.6542,54.3874,55.1929,52.6514,55.3261,51.3768,48.8637,48.266,48.1616,41.0564,44.0578,37.5,45.9255,50.8123,52.7966,46.2343,51.1797,47.0432,44.1113,41.4246,38.4896,50.4391,47.7674,50.777,50.993,56.2983,55.4566,55.6578,53.1059,52.9115,43.3082,43.6705,42.5727,40.3811,33.2702,28.0793,31.7284,32.9661,33.8857,28.9076,29.0961,25.7065,23.517,23.8452,26.9471,22.4573,20.7714,18.5641,15.4948,17.622,19.5782,22.871,29.0144,23.7358,12.4486,11.2856,16.7352,16.6478,15.1226,15.5636,13.1185
"Compton","CA","Los Angeles","Los Angeles",40.7276,39.1626,39.4549,36.2441,37.1087,38.8103,35.2317,34.7281,40.2724,36.8782,36.9226,32.0645,33.8621,38.6214,43.729,41.4107,42.4867,38.7172,35.5695,40.4324,43.0223,42.0488,40.5802,37.8543,35.851,39.9139,44.1673,44.8125,44.542,42.1529,44.0777,43.594,37.359,33.5942,29.9464,26.7062,30.8073,35.2376,36.8061,33.5554,26.6289,29.0494,28.6388,28.6441,26.52,26.0493,21.9733,21.5289,23.2812,28.3184,27.4353,26.4541,29.169,29.5137,28.7428,26.7259,26.4924,26.7944,26.1478,27.8188,23.6668,20.2954,20.2331,22.5794,24.1667,23.3609,19.6464,17.5212,17.1584,14.2777,13.1284,14.6736,14.9258,14.8001,13.2816,12.7818,12.9595,8.7896,6.2838,5.1683,5.8741,4.8556,4.6983,4.0896,4.3515,2.6503,3.0442,4.0105,3.1808,3.3852,4.4181,4.248,3.2647,2.7008,1.6402,0.9319,1.123,1.7326,2.116,2.7728,2.3089,1.4024,0.8721,0.3769,0.9656,2.0355,1.7901,1.3219,2.8213,2.4797,2.4884,4.4021,2.6847,6.6086,9.8697,11.9625,11.9477,14.2877,11.7647,13.5985,15.7273,23.7969,29.2772,25.7652,37.8,55.8154,53.6524,55.5197,56.3754,67.2657,71.5471,76.788,74.6959,75.1428,73.992,73.1501,74.2201,75.5653,73.138,68.8589,63.4825,57.5184,56.8506,50.9368,48.5151,50.7287,53.6538,48.4261,41.8057,38.6988,41.6534,42.0921,47.2087,41.6097,42.751,42.9476,44.7649,44.3405,43.3105,48.4583,54.2155,55.2817,47.4133,45.471,44.6185,41.4199,45.124,45.3047,47.7458,46.1804,46.7022,48.2713,47.5025,45.4906,44.5959,38.6075,34.8327,30.9721,31.5315,32.6793,37.5054,29.5981,28.2338,29.5256,28.7388,24.6366,21.9618,21.3627,19.7892,14.8546,13.4628,16.2371,16.1673,15.2808,13.8957,11.9669,17.1267,19.621,21.6457,15.7585,16.642,16.8387,12.9647
"Orange","CA","Los Angeles","Orange",13.2754,9.1662,7.6371,5.6294,4.7165,5.7438,6.18,4.9982,3.0284,3.6498,5.0241,4.6441,5.913,4.8796,3.3417,3.3672,3.5459,3.9538,3.4574,3.6015,4.6325,5.1359,5.7741,5.8756,3.8801,3.9029,2.8179,2.2833,3.0931,2.686,2.2002,2.5306,3.1629,4.0315,3.3405,2.6853,1.9017,1.875,2.0612,1.3221,2.1256,1.9051,1.7789,2.2468,2.3974,1.8916,2.091,2.0953,2.9207,3.3833,2.2983,2.1565,1.5342,1.5145,1.3959,1.2587,1.4608,1.7949,0.9774,0.7691,1.4869,1.5778,1.6913,1.5563,1.6483,1.3071,1.0822,1.08,1.5674,1.7393,1.6008,1.5361,1.2129,0.9171,1.1406,1.4198,1.0815,0.6907,1.1126,0.8581,0.3883,,,,0.8197,0.8985,0.6833,0.2445,,0.2703,,0.6187,0.3764,,,0.3788,,,,,0.3521,,0.6107,1.1535,2.1004,1.2122,3.1341,1.9022,0.8152,2.0833,2.4107,2.6615,4.2107,4.5999,4.2675,3.8379,4.4683,9.4241,14.0451,19.4872,23.3429,22.8815,22.8351,23.0306,26.499,25.1823,31.9431,34.2759,36.3431,35.5899,29.1228,34.7924,39.2926,41.3919,35.6861,36.6202,34.1256,27.0715,22.0702,22.4969,20.6082,18.7022,17.6621,18.1085,19.2639,17.9913,15.8641,13.1518,13.4599,13.9791,14.2829,20.2582,21.2113,21.2696,21.5222,23.3407,27.9821,23.7993,23.5326,24.6361,22.9953,21.7623,21.9731,19.4022,20.1451,22.6519,23.8147,25.0288,27.9038,24.1833,24.1022,21.7625,19.3075,17.2892,15.4351,14.1279,12.4771,10.5915,11.6283,9.8035,13.4994,11.501,11.2406,9.2391,8.9169,7.3854,7.5926,6.3386,4.8249,3.788,3.9957,3.806,4.4052,6.0394,6.4853,6.0956,6.4902,6.2797,5.9238,5.3569,4.0198,6.6919,6.4113
"Renton","WA","Seattle","King",2.5471,1.3226,1.5914,2.8465,2.2523,1.2911,1.219,0.6868,,,,1.0638,0.7447,0.8874,0.865,0.4976,,,0.7634,1.7062,1.5395,1.2049,1.6031,0.9223,,,1.7094,3.9489,2.8427,2.3685,4.0154,2.4866,1.7583,0.5983,0.7326,,0.7602,,,0.4065,0.6722,0.9885,0.533,,0.5556,0.9507,1.6588,0.9378,,0.4546,0.9633,0.9697,2.0607,2.5276,1.8706,1.6368,1.2675,2.2254,1.2747,2.7061,2.6791,1.8597,1.2586,0.9382,1.14,2.0537,1.5514,1.7749,1.9216,2.3997,2.2964,2.1759,4.0741,3.3597,1.5573,2.0455,2.5,2.4243,1.5785,1.8614,1.3178,1.3992,1.6012,2.2807,1.7154,1.3704,0.8537,1.1736,1.6579,1.9524,1.5679,1.6411,1.4928,1.0157,0.7242,0.622,0.7385,0.3881,1.8317,1.4773,1.0287,0.5755,0.9919,1.1581,1.9442,1.1016,0.7705,1.0946,1.3126,1.1976,1.2127,0.6213,0.5125,1.3748,2.3016,2.0666,0.9381,1.8527,2.808,2.3137,2.7149,3.8064,2.9283,3.177,1.5842,1.7892,0.8434,2.993,4.9285,5.8071,10.8207,9.7168,10.7018,14.6595,11.6131,11.2122,9.393,11.7171,12.8778,13.4489,11.4623,11.5296,13.7792,13.6695,13.5343,14.7115,14.7067,12.0597,12.2563,10.6592,14.077,13.4066,13.0066,11.6195,13.4751,19.026,21.2394,22.4971,22.5388,27.626,28.0607,22.9449,18.8114,19.5538,20.9804,20.227,19.2676,23.8697,22.8805,24.291,29.3628,25.556,20.0724,17.0105,14.1612,11.2706,11.1234,9.3568,9.884,8.5077,12.3537,13.7557,12.7531,9.1633,7.4431,6.1553,4.3093,4.2744,6.0114,7.4564,7.3195,8.0994,12.1101,9.4334,10.0467,10.6235,12.4885,10.6208,7.7907,5.8503,8.1277,9.1693,8.0043
