"RegionName","State","Metro","CountyName","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Murrysville","PA","Pittsburgh","Westmoreland",,,,,,,,,,2.1739,,3.5934,,,,,,,,,2.7778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1919,3.6842,,,1.6129,,2.9839,6.75,4.25,,,,2.9412,,2.6681,2.6785,1.5357,,,,2.0833,,,,3.4602,,,1.9231,2.8613,1.6375,,,2.3809,,,,,2.5575,,3.1522,,3.1309,4.4445,2.6587,,,,3.6765,5.3125,6.4583,3.2708,4.125,,3.8787,5.3922,3.2157,5.5455,,,,4.2017,,7.7381,9.2121,5.1818,7.1345,7.4603,,8.0586,9.3137,,,5.3476,9.4318,7.09,5.5987,,6.4103,,,2.9412,20.3693,,,,,,5.2631,3.1818,6.6268,3.6842,2.9678,,,5.1282,,3.5,,,1.7242,3.4797,2.1082,,,5,3.5,5.6666,5.4167,3,,1.3514,2.2617,2.4893,1.2087,5.612,6.462,5.6973,5.6884,8.2487,4.6842,4.3567,6.1111,3.75,4.5833,8.2157,5.1176,4.3963,4.4737
"De Soto","MO","St. Louis","Jefferson",9.0559,,7.8238,,,,2.3529,2.65,4.2528,2.3195,2.8333,2.9625,4.6349,2.5276,2.6065,,3.2199,1.8919,1.9736,2.7371,1.695,,2.5641,5.4986,3.3618,2.6736,4.542,4.3532,2.0639,3.5662,2.1875,,1.6129,5.129,4.4467,4.2867,1.9398,8.1818,8.375,5.7889,3.354,5.281,3.1335,6.7094,5.404,5.3589,2.2967,3.3536,4.0676,5.8085,4.6108,3.2579,1.2685,1.7377,5.9722,3.9167,6.3781,3.4146,1.4634,,1.3889,3.6749,3.4991,1.6442,2.9212,1.7949,2.4934,,1.6536,2.7185,1.6871,1.8269,2.125,2.532,2.7876,3.1119,3.5949,4.2625,3.9829,5.7673,7.4349,7.1728,7.5771,3.835,3.6309,4.9275,5.854,4.6176,5.641,6.6736,5.5972,9.8709,8.5007,7.8813,7.8876,5.4556,9.3298,10.2045,12.1966,11.3814,15.4403,20.6304,18.4591,12.717,9.1763,8.1666,6.7527,7.8538,13.235,10.7334,13.1195,6.7157,7.3387,9.4477,20.9718,17.0581,9.6883,13.2361,18.8149,21.8777,16.5942,11.7677,25.9011,38.6005,29.6415,27.8425,31.8438,30.1998,28.8889,23.9583,21.375,32.7272,36.5561,31.6711,24.389,26.9914,28.8868,37.2305,31.2431,23.1187,19.1563,24.9583,16.825,23.5255,23.6601,39.7009,39.5708,37.4922,24.4292,21.8391,,26.3636,35.9978,32.7167,25.5618,10.8333,18.6466,,,18.75,23.0659,20.7665,20.0895,15.5294,32.1176,32.5981,29.9912,23.9248,28.4804,33.1667,40.7436,29.4872,27.1978,24.4406,,21.7283,,,,,,,,7.1429,11.3445,14.4048,10.754,8.9899,18.7211,25.2941,23.0481,27.1212,,,50,42.2601,33.7281,28.7486,29.3472,23.9277,24.1973,20.3138,22.9913
"Mint Hill","NC","Charlotte","Mecklenburg",2.2727,,,,,,,2.7027,1.8919,,,,,,,,,,,,,,,,,,1.6129,,4.1424,3.9499,4.5698,3.7292,1.8438,,,1.6667,3.4394,2.0909,3.0628,6.2121,5.5628,2.5303,,,,,,1.3514,3.0293,1.8637,,,,1.5625,,,2.5,1.75,,1.3514,2.9459,1.8054,,1.5625,,3.8021,2.3333,2.3158,,1.3563,3.2372,4.7149,6.0597,7.7487,4.2163,,3.1915,4.4079,6.3253,4.3249,5.7875,6.7158,3.7452,2.3171,2.7767,4.7423,3.8886,6.2879,6.664,7.9371,5.595,4.8859,4.5412,2.3783,,3.0303,3.8454,4.8938,3.3708,1.4697,3.3496,4.6791,2.6907,1.6196,,1.2202,2.1016,5.1346,4.7875,3.511,1.3333,3.2417,4.9604,3.6595,1.3971,3.897,2.5735,2.6654,3.0938,4.1415,2.1909,,2.7778,1.9445,3.8333,2.1,4.025,4.8191,6.727,5.3383,8.4342,4.7357,,,11.7647,10.8461,5.6923,8.2967,7.1739,10.3312,11.5786,6.4402,4.4565,6.5119,4.0833,5.2747,4.8662,4.3422,6.9912,11.5281,17.6064,15.7133,,23.2278,23.5855,16.0455,,13.0869,10.7843,19.3452,12.6785,12.978,11.6955,14.7587,16.6889,8.8636,7.9904,3.6842,4.3567,5.6482,10.5688,8.7958,6.9261,9.8016,8.6309,10.5324,7.2841,10.9615,10.2472,7.0621,10.8471,12.6097,8.7981,3.2212,3.141,7.3504,8.3167,4.9969,3.9088,4.1473,3.7803,5.6745,5.2877,4.5656,4.1451,5.129,6.5234,8.296,9.7775,6.3715,4.7221,1.9568,
"Oregon","OH","Toledo","Lucas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2.7778,1.9445,,,2.5,4.875,2.9375,,,,1.5152,3.7633,2.3464,4.657,9.2141,10.2645,5.1383,3.7446,8.1884,9.2795,8.328,3.7,7.132,5.671,4.3807,5.4697,6.6802,9.848,8.0411,9.2727,12.1784,9,6.2083,8.375,6.6166,6.3,5.6111,2.9445,,3.3333,,13.5,14.0131,14.9342,13.4956,13.7349,9.1537,3.7121,,2.0833,11.0737,10.4808,15.0721,16.7611,13.7219,15.8289,11.9351,8.2778,12.5397,12.0454,11.9213,18.8146,17.3481,16.7084,16.0417,19.0476,19.0909,21.1164,16.0673,22.5303,31.0982,30.2404,24.7298,19.4714,15.5458,13.5379,14.8341,15.6846,15.1692,20.3314,15.5648,8.599,7.3097,12.6945,20.1281,20.488,16.3636,20.4356,14.3333,,,,25.2101,25,17.974,18.6818,21.0511,19.0985,11.5076,21.0332,15.049,21.9755,34.7844,34.7418,27.7663,22.2605,10.5,7.3809,9.4384,16.1601,17.5313,12.0618,13.0209,12.034,10.0304,10.9379,5.8205,3.4285,3.1739,3.2661,3.4963,3.5266,3.6788,1.832,5.8187,,9.4221,,12.3543,10.8378,15.1818,10.0878,8.2069,13.3172,13.3724,6.6207
"Boiling Springs","SC","Spartanburg","Spartanburg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7242,,,,,,,,,,,,,,1.2195,1.8953,1.095,,,0.9091,,,,,1.5625,,2.0072,1.0769,,0.7813,1.2931,0.7567,,,,,,,,,,,,,0.7813,,,0.6757,3.9213,5.4737,3.0345,3.3161,3.6201,3.1904,3.208,5.2919,6.0011,6.1471,2.9866,4.4302,4.8458,3.5851,1.3177,1.6872,4.6363,4.3074,3.0769,1.7698,2.5445,4.7186,4.6165,2.2336,5.8549,3.7234,3.8685,4.3687,5.5675,2.8922,2.7342,3.3371,5.3175,4.3345,1.9722,,,,,,1.6667,2.1667,1.2,,2.3809,2.6779,2.3355,1.9927,2.5595,1.4062,,1.25,3.5777,2.2669,4.9775,2.9167,4.0278,,,2.5,4.2983,2.5564,2.5752,2.9926,1.7672,2.4588,2.7747,3.4588,4.1557,2.2436,,,,9.5238,6.6667,4.709,,,0.8197,,,0.9616,,1.4194,2.4083,3.4699,5.73,4.6812,4.6902,5.2418,3.5849,2.6147,2.2248,2.3703,2.6528,2.7755,3.7944,2.0833,,,,1.4706,8.1723,6.8697,8.6984,10.1998,20.07
"Bryn Mawr","PA","Philadelphia","Delaware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6316,,,,,,,,,4.8077,6.4951,,5.2015,3.799,1.808,4.8166,3.0435,3.8044,,,6.8182,4.7727,,,,,,1.5625,4.4271,2.8021,,,,,,,3.0303,2.1212,1.9091,,,2.0833,,2.625,4.1778,,,,,,,2.3809,,,
"Lillington","NC","Dunn","Harnett",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2727,1.5909,,,,1.8519,,2.9365,,,,2.0833,,,1.6667,,2.0625,,7.6116,7.7778,9.0873,19.0392,21.7941,14.5368,8.1287,2.9963,,,,4.2735,,6.0898,14.3382,11.0625,7.1106,7.998,8.9248,4.7578,,5.8823,8.4655,4.7102,3.4783,,,,13.3333,15.2941,7.8333,8.75,5.8295,3.4678,8.5714,14.3409,3.6437,3.4602,,4.4538,6.3462,3.7637,,,,2.6316,,,,,,,,,26.6667,,,,,,9.2794,5.6266,8.2633,7.2129,3.4314,,7.326,6.5954,7.5649,7.5673,3.9562,,2.3809,,,4.2017,9.6429,9.6429,4.6429,3.0714,6.9556,4.4889,,,
"Hazlet Township","NJ","New York","Monmouth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0833,,4.7917,,,,,,,,,,,,4.3479,3.0435,,,,,,6.993,,,,,,2.6316,,,,,,,,,,,,,,,4.1666,,,,9.0498,8.9561,4.8077,,,1.9231,,
"Maumelle","AR","Little Rock","Pulaski",,,,,,,,,,,,,,,,,,,,,0.9616,,,,,,,,,1.0416,,,,,,,,,1.0204,,,0.7043,,,,,1.1905,,1.3572,,,,,,0.8065,,,,,,0.8621,,,,,0.5882,,,,,,,1.3514,,,0.5747,,0.7471,0.9458,1.6167,0.9077,,,,0.8334,,1.8629,1.8753,1.0062,,0.8772,,,2.0833,2.3204,1.2284,2.0768,4.2139,2.6043,2.549,1.7285,1.6395,0.6909,0.9088,1.3723,0.8305,1.2883,,1.2321,2.5713,2.3486,2.3662,1.1148,1.6041,1.589,2.1964,2.3321,4.3531,4.0152,4.9081,5.9483,3.2962,2.7294,3.512,2.1364,,2.5,7.0691,9.0189,5.9971,4.7173,4.6799,4.468,6.5599,7.8547,7.6591,6.0223,4.2946,1.8428,4.0476,7.3077,7.6283,3.6764,,5.8823,8.2843,7.1814,7.3478,3.7935,3.0285,6.3793,6.6379,9.071,8.1218,4.1446,3.0345,4.9715,3.1,5.6169,8.1818,4.8636,2.3206,,3.1187,4.3919,3.9122,3.8764,3.1473,2.9858,3.3866,5.4997,3.161,1.8668,1.6496,4.2309,4.0407,1.94,,,1.9231,2.5657,2.9457,2.617,2.0455,1.849,0.9004,2.6141,7.0627,4.502,4.1304,4.131,5.1945,7.0066,8.5643,6.7595,8.6423,9.1976,6.2119,5.3459,2.5376,6.1815,11.7923,11.2546
"Del City","OK","Oklahoma City","Oklahoma",,,,,,,,,,,,,,,,,,,,,1.5152,,,,,,,,,,,,,,,,1.4286,2.5151,3.4892,1.8545,2.1151,2.412,1.4005,2.4888,1.4583,,,4.3479,3.0435,4.8758,4.1129,4.9032,2.3758,2.8516,2.5397,3.7156,3.3898,2.8605,4.1837,5.2648,4.6681,7.3703,4.2199,6.7873,7.5932,6.1113,3.5453,4.0913,2.2778,5.3788,3.1818,2.5541,2.9167,5.1488,7.4226,8.6705,5.7711,4.8248,3.9397,8.2539,9.531,7.7474,5.612,7.218,4.0476,5,7.5,5.6131,2.2292,1.3994,2.7609,2.8889,4.0456,3.5423,2.7558,4.15,5.0589,2.7512,4.3609,2.5,4.2629,5.0912,5.2302,3.3409,1.3068,3.677,6.2325,6.7453,6.6084,7.0886,6.0179,5.3459,4.247,3.783,6.5382,3.869,1.4286,6.7568,6.0455,6.6518,2.9873,6.3743,9.9342,11.5095,9.61,12.1715,7.9384,4.7354,1.4242,6.8514,9.8443,11.7337,8.7908,6.6548,7.3723,10.2652,12.5568,14.0007,10.0497,8.6176,3.9216,4.5493,2.2581,5.2534,5.6316,9.1278,9.9895,10.3,8.8461,6.3662,4.0455,8.7804,9.3007,10.8352,6.9667,6.3773,9.1477,15.4095,10.7269,9.8518,7.3856,3.7255,,1.6129,4.8327,7.6219,8.2929,7.1048,6.547,3.1671,5.3156,7.3292,6.5771,4.228,4.569,2.4642,2.7342,,3.6806,6.1875,9.0007,6.8842,4.6456,8.5849,8.0505,6.6215,7.9386,9.9085,5.3833,8.7733,6.9231,5.0515,1.6707,2.8497,12.0115,9.2715,5.5397,1.4553,2.9545,3.1014,5.75,4.4627,
"Anacortes","WA","Mount Vernon","Skagit",,,1.1905,,,,,,,,,,,,,,,,,,,,,1.5152,1.0606,,,,,,,0.6098,1.2889,1.6338,2.5185,1.4209,,,,1.1905,1.5687,0.8719,1.2622,1.4236,1.779,0.8946,,1.1905,,,,,0.6849,,1.9599,1.2281,,,,0.8065,,1.9963,3.0138,3.0584,4.4182,3.1686,1.3816,,0.6757,1.2542,0.7496,3.3594,2.1875,0.9375,,1.3334,2.3222,1.3722,,0.6098,0.9587,1.2906,0.6743,,2.4194,1.6935,,,1.5385,1.0769,,0.7463,2.0849,1.3176,1.3947,,,,,,0.8197,,,,,,,,,,,,,,,,,,,,3.4483,2.4138,2.597,,,,1.7242,2.8198,4.5875,7.2302,,9.4895,7.3818,3.4874,2.9657,8.2765,9.9432,6.7424,7.9486,7.7784,4.2143,6.3346,5.1994,5.8654,12.7126,15.1106,16.8235,14.7296,12.3066,10.8629,6.8376,7.2349,5.5024,11.5885,10.9722,10.2827,11.1979,11.6285,7.9722,10.0216,15.7467,18.2492,20.4814,12.1942,9.4183,14.4582,13.6705,11.8229,9.5975,7.3759,10.8351,11.5693,6.3354,9.3939,6.6188,4.3049,3.7587,4.7753,3.8375,4.4209,11.006,8.0314,6.1643,4.9805,7.7252,5.2542,3.0078,2.6306,3.9213,3.37,2.7466,2.5104,4.9906,4.5025,7.7273,5.5339,4.0625,3.6731,4.1519,4.156,3.9991,5.3059,5.7787
"South Saint Paul","MN","Minneapolis-St Paul","Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1111,1.8194,2.1736,1.7,0.7602,2.3106,3.2438,4.9433,3.996,2.8057,2.2306,3.3752,3.6639,3.0792,2.5701,3.9886,3.2907,4.062,3.4627,1.7349,2.8557,9.3996,7.902,3.5577,6.9873,6.5569,8.0515,8.7715,4.8209,8.6063,6.9231,5.87,4.3269,5.2976,8.5818,13.3093,9.6049,9.9892,10.737,8.793,8.7647,12.6905,12.5965,18.6842,17.8289,22.6364,18.0454,16.7993,26.9391,28.4615,22.8526,26.9746,26.4386,19.5133,18.2981,24.404,48.8101,,41.7948,34.9019,37.6,26.2182,21.1176,13.8323,24.3636,26.1598,23.9028,30.3176,43.608,42.7176,29.8951,30.8658,32.132,27.9018,26.114,35.9036,50.8003,42.3412,33.5294,22.4746,28.3591,,14.7436,21.9251,15.8549,17.0076,8.25,6.8461,12.0673,12.7163,15.5,17.875,22.0625,27.1875,25.2935,14.1117,4.5818,2.1151,,6.1505,9.8596,5.8222,5.6109,,9.7745,9.8806,25.7331,30.0554,38.5669,40.3009,39.6759,32.0268,27.622,20.9677,24.7304,28.9613,34.0349,26.697,25.0215,26.9378,31.6888,30.3621,28.1609,33.1141,34.4166,38.0141,28.6932
"Hayesville","OR","Salem","Marion",,,,,,2,2.7889,1.5722,,,,,,6.25,4.375,,,3.8462,2.6923,,,,,7.8948,5.5263,,5.2631,3.6842,,,,2.0833,,,2.7778,6.4899,4.0152,,2,,2.4518,7.0655,4.594,3.2933,,,,4,2.8,6.2,7.5,6.5727,11.1243,13.658,7.5,10.4762,10,5.4167,4.5833,,6.8824,7.2426,9.6665,7.0209,7.0188,7.2647,5.0533,1.9797,2.6137,1.5909,6.2374,5.6746,2.9167,6.4181,11.2605,11.3102,10.6818,6.5422,6.8928,5.7013,6.8766,8.3205,8.1585,7.285,10.223,7.7727,8.8026,9.0375,7.3274,4.8377,3.6053,4.3155,5.6755,4.3728,2.962,2.6065,4.6889,8.5438,5.0385,4.9916,5.1397,4.1411,1.6711,3.5403,3.7047,3.502,1.5018,1.8831,3.2727,4.5195,2.4318,4.5961,2.6923,,,,,4.1666,6.0417,7.6041,3.8542,,12.1458,12.3839,5.8684,,3.8462,,,10.2564,,12.6923,,,,16.6667,,15.9919,12.3839,9.4399,14,14.6323,30.9445,26.2519,,,,36.3636,,,,21.4286,29.832,,52.1978,56.2092,,,21.4286,34.0336,50.3571,40.467,17.7198,19.251,18.7449,,,30.7692,,,45.4545,33.4224,33.2152,31.4875,18.4443,22.9487,,13.1868,,,,,8.3333,7.9562,6.8835,,,8.8235,,,,,9.0909,11.5864,9.6017,13.5909,11.2812,5.4196,12.2649,14.4444,18.5263,17.7018,
"Town of Rutland","VT","Rutland","Rutland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5249,,,,3.125,5.759,3.4375,4.6429,,,,,4.5249,,,,,,,,,,7.6923,,,,2.5,,,,,
"Town of Fishkill","NY","Poughkeepsie","Dutchess",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6667,3.7983,2.3421,,,,,,,,,,,,,,,2.7778,3.4151,1.8628,1.6912,,,6.6666,4.6667,,,3.8462,4.0437,,,2.1008,,1.5625,,,,,,4.0568,4.0267,3.5921,1.4839,2.8095,,,,2.5575,4.4629,2.711,,,3.8462,,,,7.1429,2.8398,,,,4.8077,,3.8787,6.2255,3.799,,1.5625,4.035,,,,,2.2727,,,4.5249,,,,2.3809,,,,,,2.9412,4.3316,5.5983,2.8693,,,2,,
"La Canada Flintridge","CA","Los Angeles","Los Angeles",7.8267,6.762,4.2012,2.889,2.7047,1.367,,3.6586,2.561,4.9437,2.6923,3.3277,,,,,,1.3158,,,1.5625,,,,,2.3809,,,,,,,3.8462,5.3239,2.996,,,,,,,,,,1.7857,,,,2,2.7158,1.5211,,,2.6316,1.8421,,2.0833,2.8472,1.5972,2.2685,,,,,,1.5152,,1.3805,2.0767,1.2778,,1.3158,,,4.1666,4.5296,2.379,1.7034,2.2426,1.3381,,,,,,,1.7242,,,,,,,,,,,,,,,,,2,,,,,,,3.096,,,1.25,,,,3.125,6.7329,,,,,,6.5359,3.8889,,2.1739,4.6467,5.7809,7.5418,4.0642,5.9091,,8.5081,7.6331,8.75,4.5714,3.1129,2.9809,5.9468,5.745,2.8409,3.4596,11.0354,11.3636,12.3106,13.0595,8.7857,3.3928,3.984,2.4138,7.2845,7.1528,6.7607,9.1422,11.924,10.1131,4.5,3.0714,4.3412,9.8017,10.7604,9.9053,9.2688,20.2627,,13.1868,,,6.993,7.945,3.8636,3.3442,,2.2947,6.3922,8.5159,9.3843,7.0186,,,,5.2631,3.6842,,1.5152,,2.7273,3.8637,2.2727,3.4596,,3.7745,4.3316,2.4733,2.6818,,,1.7857,,4.7024,2.9167
"Manor Township","PA","Lancaster","Lancaster",,,,,,,,,,,,,,,,,,,,,2.7778,,,,,,,,,,,,,,,,,,,1.6129,2.5179,1.4561,,1.8519,,,4,2.8,,,1.7242,2.8736,1.6839,3.0641,2.7564,1.4423,2.1403,2.6476,1.5015,,,,1.3158,,2.2466,,,,,1.5873,1.1111,2.3993,,6.8269,4.375,,,1.087,,1.4624,2.3579,1.4347,3.6946,3.5739,1.8888,,1.4706,2.3452,3.9263,2.1896,3.2692,5.0108,4.013,3.5164,2.5904,3.6946,5.8534,3.424,,,1.3889,4.198,4.5266,3.3279,1.3002,,1.6667,2.4167,3.6477,1.9659,,,,,,,,,,,,,,1.9231,3.0128,3.2587,1.5606,2.9545,,,2.7778,,5.3788,,7.5924,5.615,2.4041,5,4.9666,2.6505,,2.1739,,2.3763,,,6.6666,4.6667,9.4074,7.8879,6.7949,6.5598,6.3034,5.8761,2.7778,3.7745,8.3088,,10.9728,,,13.0719,7,7.7619,3.3333,,,7.5,,,7.6923,13.8626,7.5175,5.6685,,,1.7857,,3.1673,3.9255,5.189,,,2.1008,,3.1673,6.8421,6.0136,5.0879,3.7464,3.808,4.5004,2.4421,,9.0498,10.1919,9.9465,4.8636,3.7727,,,3.2258,2.2581
"Marblehead","MA","Boston","Essex",,,,,1.087,,,,,,,,1.3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4286,,,,,3.7037,2.5926,3.4921,3.4524,1.9643,,2.1739,,2.2651,3.3512,3.3215,4.0031,2.0919,,,,,2.3809,6.8391,5.5255,4.1708,3.3928,1.7426,,1.3514,2.1959,4.4719,2.609,,,1.6667,3.5217,3.5228,2.9452,1.3386,2.7656,3.9394,2.3052,,1.5625,,,,,,1.8868,1.3208,,,,,,,,,,1.25,2.0655,3.336,3.8873,4.6177,2.4071,2.085,,2.6169,1.5555,,,1.087,,1.8645,1.8345,0.9919,,1.1111,2.0278,1.2083,,,,,,1.1905,,,,
"Royse City","TX","Dallas-Fort Worth","Rockwall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4102,,,,,,,,,,,,,,,,,,,,,3.096,3.5088,1.9561,,,1.2195,,1.9788,4.4624,6.6634,5.2548,4.5203,2.0597,5.6818,4.6905,5.9048,7.4868,5.0934,3.5487,2.3634,2.0035,0.8738,1.3822,3.0682,1.9318,4.2963,4.3158,5.2189,7.7633,9.6133,8.3254,5.0147,4.1581,4.5029,3.5588,2.5694,1.0625,8.452,6.7846,5.7027,9.4835,7.822,6.5733,9.5838,12.1883,20.2214,20.8559,17.4716,18.9489,13.8462,11.4585,9.9039,10.6627,10.746,13.9533,17.9994,17.9171,22.1035,17.3082,21.7778,22.1032,32.037,26.7328,18.4749,13.5621,15.8064,22.4514,14.9642,15.0971,11.4126,10.1894,,8.5081,20.2381,28.1624,35.2159,36.5211,31.6627,30.5276,,35.1835,25.1515,18.9802,20.3846,,32.9185,23.5826,26.4682,27.2492,23.8341,32.6042,29.2361,33.3879,,39.5604,34.5701,,30.512,27.5952,29.6691,17.2724,11.0337,11.7692,11.0513,11.8033,18.3053,17.1589,20.4233,18.8889,12.1826,6.7701,6.3074,3.39,5.9157,5.0877,4.9822,3.1158,4.312,3.3473,10.5109,6.55,5.3102,6.5296,8.7219,9.424,7.7899,3.5714,,,
"Monument","CO","Colorado Springs","El Paso",,,,1.6129,,,,,0.8475,,,3.125,3.9116,3.3349,1.3506,,,,,,,,0.8621,,,,,,,,0.8197,,,0.8197,,1.0933,,,,,2.0548,1.4384,,,,,,,,1.0638,1.7062,2.0561,3.3059,1.9101,,0.8334,1.4605,0.864,,2,3.0667,1.7667,1.75,,,,,,0.7353,,,1.8868,1.3208,1.8481,,,0.7043,1.6041,0.989,0.8652,1.1186,2.9041,3.9533,3.1688,4.1162,4.9413,4.3646,1.9584,,1.1905,2.0529,1.2108,,,0.8334,,1.1591,1.5798,1.6907,0.8133,,0.6329,1.7417,2.1742,3.3482,3.7186,2.884,1.2037,2.6587,2.7536,3.2933,2.7616,2.0539,2.5016,2.3009,2.6633,3.1902,1.7508,8.1313,9.4697,7.0412,5.6713,5.6843,5.4353,8.7121,9.0174,9.101,7.2662,9.2121,8.2855,7.2025,3.1875,14.5739,16.2121,14.7576,13.3428,16.4774,16.0599,7.9032,5.8929,5.6553,14.5365,11.7535,11.3283,9.3479,12.3839,15.4309,13.3273,12.0141,9.3338,9.2442,8.23,14.667,14.1117,19.9193,21.6611,21.8496,23.0843,19.2824,13.7739,12.1883,10.6023,12.16,13.4472,12.1428,12.7857,21.3148,15.9615,7.1152,10.9743,10.2574,8.4596,3.4329,3.75,4.115,3.1086,4.6389,5.2987,5.8503,5.877,6.3157,6.8048,8.9546,8.8112,6.1056,3.1646,1.6594,3.3783,3.1515,1.5629,2.7001,4.7917,5.4018,4.6106,2.0962,3.5181,3.5973,6.1259,3.3782,2.3369,1.7609,1.0261,2.0242
"New Hope","MN","Minneapolis-St Paul","Hennepin",,,,,,,,,,,,,3.125,,3.1114,,,,,,,,,,,,,,3.663,,,,,,,,,,,,,,,,,,,2.9412,,,,,,,,,,,,,,,,2.1739,,,,,,,,1.3158,,,2.9412,,,,,,,,,,,,,,,,,,,,,,,,2.7778,,,,,,,1.7242,,,,,,,3.8462,,,,,,,,2.9412,,,,2.3529,,2.981,,,7.6923,5.3846,2.3077,4.1666,6.7628,,17.1598,11.6955,11.5806,9.7319,11.3949,19.7041,17.2343,19.1667,17.3392,,16.4643,29.7386,26.1111,21.1667,13.1812,14.9185,16.9578,18.267,21.5909,,50,31.2834,,33.042,44.8529,31.9486,31.3235,21.25,24.6691,26.0114,29.6704,19.5739,22.155,30.4112,26.4426,24.3908,18.5399,13.75,17.4076,18.6638,16.5976,19.216,12.0049,9.7363,14.4339,15.9345,20.625,,16.7582,16.9118,13.3929,15.0223,15.3485,17.6786,13.0385,12.8275,11.2,5.6429,,23.6686,19.2056,16.399,10.318,6.1688,6.4144,8.5274,17.3044,15.8056
